mcap,liquidity,buy,sell,tax,scams,owner,worth,contract_age,pair_age,funding_time,source,holds,spoofed,snipers,fresh,whales,airdrops,amount,wallet,ape_score,safu_score,result,buy_tax,sell_tax,owner_type,owner_quant,holds_qty,holds_amt,eth_unit,spoofed_qty,spoofed_pct,snipers_qty,snipers_pct,fresh_qty,fresh_pct,whales_qty,whales_pct,wallet_id,safu_score_qty,printed
41915,4.7,145,50,1/1,0.4864864864864865,RENOUNCED (15),1180.0,47,38,2,Binance,89 (17.0 ETH),0 own 0%,5 own 8.9%,2 own 1.1%,0 own 0%,0.0,55.0,8750,7,100,100.9838,1,1,RENOUNCED,15,89.0,17.0,ETH),0.0,0.0,5.0,8.9,2.0,1.1,0.0,0.0,ivanphl.eth,4,True
73659,5.6,436,285,0/0,0.28169014084507044,RENOUNCED (28),8865.0,43,21,66240,Binance,202 (74.4 ETH),0 own 0%,9 own 7.1%,4 own 1.1%,0 own 0%,1.0,818.0,8298,28,100,-34.0617,0,0,RENOUNCED,28,202.0,74.4,ETH),0.0,0.0,9.0,7.1,4.0,1.1,0.0,0.0,0xadB...71,24,False
315417,45.4,,1571,5/5,0.0,UNKNOWN (20),0.0,1445,1441,11520,Bitget,414 (890.2 ETH),0 own 0%,0 own 0%,11 own 10.6%,12 own 9.4%,0.0,1956.0,67896,34,94,-30.3974,5,5,UNKNOWN,20,414.0,890.2,ETH),0.0,0.0,0.0,0.0,11.0,10.6,12.0,9.4,raracapital.eth,31,False
14597,2.7,65,24,0/0,0.6944444444444444,RENOUNCED (11),2336.0,48,40,4,Binance,49 (22.7 ETH),0 own 0%,1 own 1.6%,1 own 0.8%,1 own 0%,0.0,371.0,3093,33,57,-32.1537,0,0,RENOUNCED,11,49.0,22.7,ETH),0.0,0.0,1.0,1.6,1.0,0.8,1.0,0.0,0xb9C...E2,93,False
40576,4.2,53,0,0/4.6,0.47761194029850745,0xc85...BB  (4),668.0,56,0,58,Mexc,54 (36.5 ETH),2 own 0.7%,53 own 51.9%,1 own 2%,0 own 0%,1.0,18.0,3340,23,70,104.4044,0,4.6,INDIVIDUAL,4,54.0,36.5,ETH),2.0,0.7,53.0,51.9,1.0,2.0,0.0,0.0,0xF84...4e,10,True
5037,1.7,0,17,5.9/5.2,0.0,0x751...C4  (7),659.0,24,8,20,Mexc,18 (1.3 ETH),0 own 0%,3 own 4.9%,0 own 0%,0 own 0%,0.0,74.0,3129,20,47,102.1032,5.9,5.2,INDIVIDUAL,7,18.0,1.3,ETH),0.0,0.0,3.0,4.9,0.0,0.0,0.0,0.0,0xc2B...D1,45,True
2021,1.0,2,0,20/34.8,0.0,0x8F1...f1  (5),721.0,18,2,20,INDIVIDUAL,4 (0.6 ETH),0 own 0%,1 own 0.3%,0 own 0%,0 own 0%,0.0,20.0,13235,29,80,108.2873,20,34.8,INDIVIDUAL,5,4.0,0.6,ETH),0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0xb73...EC,240,True
17031,2.8,262,181,0/0,0.47761194029850745,RENOUNCED (15),7705.0,35,38,1,Mexc,106 (30.2 ETH),0 own 0%,17 own 18.5%,2 own 1.4%,0 own 0%,3.0,370.0,3170,13,92,-30.3863,0,0,RENOUNCED,15,106.0,30.2,ETH),0.0,0.0,17.0,18.5,2.0,1.4,0.0,0.0,0xaaF...49,36,False
24011,3.3,589,417,0/0,0.5,RENOUNCED (17),3654.0,25,18,23,Binance,125 (33.8 ETH),0 own 0%,0 own 0%,2 own 0.1%,0 own 0%,3.0,370.0,3665,29,100,-31.3284,0,0,RENOUNCED,17,125.0,33.8,ETH),0.0,0.0,0.0,0.0,2.0,0.1,0.0,0.0,0x85E...65,58,False
5037,1.7,0,17,5.9/5.2,0.0,0x751...C4  (7),659.0,24,8,20,Mexc,18 (1.3 ETH),0 own 0%,3 own 4.9%,0 own 0%,0 own 0%,0.0,74.0,3129,20,47,105.1373,5.9,5.2,INDIVIDUAL,7,18.0,1.3,ETH),0.0,0.0,3.0,4.9,0.0,0.0,0.0,0.0,0xc2B...D1,45,True
37987,4.6,0,118,6/6.9,0.0,RENOUNCED (11),652.0,2,45,21,Mexc,66 (39.0 ETH),0 own 0%,3 own 3.9%,1 own 2.4%,0 own 0%,0.0,184.0,3502,14,75,-38.1642,6,6.9,RENOUNCED,11,66.0,39.0,ETH),0.0,0.0,3.0,3.9,1.0,2.4,0.0,0.0,0x879...66,4,False
9077,1.6,14,3,0/0,0.2857142857142857,UNKNOWN (6),223.0,33,29,38,Binance,10 (8.0 ETH),0 own 0%,1 own 0.3%,0 own 0%,0 own 0%,1.0,184.0,3731,20,91,-40.4676,0,0,UNKNOWN,6,10.0,8.0,ETH),0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0x7E5...df,22,False
139270,10.2,,40,0/0,0.8262032085561497,RENOUNCED (22),33.0,25936,25935,27360,Bitget,193 (70.9 ETH),0 own 0%,11 own 6.5%,2 own 0.5%,0 own 0%,0.0,186.0,3769,11,93,-30.3032,0,0,RENOUNCED,22,193.0,70.9,ETH),0.0,0.0,11.0,6.5,2.0,0.5,0.0,0.0,0x7Ce...04,14,False
21957,3.3,124,63,0/2.2,0.625,RENOUNCED (22),2466.0,4,40,14,FixedFloat,90 (58.4 ETH),1 own 0.5%,18 own 18.9%,3 own 3.1%,0 own 0%,1.0,557.0,14249,23,95,116.5937,0,2.2,RENOUNCED,22,90.0,58.4,ETH),1.0,0.5,18.0,18.9,3.0,3.1,0.0,0.0,0xDB9...2E,114,True
48714,10.7,780,550,2/2,0.6840390879478827,RENOUNCED (38),20806.0,43,23,2880,INDIVIDUAL,197 (323.0 ETH),1 own 0.3%,19 own 3.1%,2 own 1%,3 own 2.6%,2.0,928.0,18816,19,90,-31.1853,2,2,RENOUNCED,38,197.0,323.0,ETH),1.0,0.3,19.0,3.1,2.0,1.0,3.0,2.6,ucanfollowme.eth,189,False
24251,3.7,1,174,6/6.5,0.0,RENOUNCED (14),48.0,20,4,21,Mexc,75 (72.4 ETH),0 own 0%,3 own 3.9%,1 own 2.4%,0 own 0%,1.0,185.0,4396,24,97,107.2919,6,6.5,RENOUNCED,14,75.0,72.4,ETH),0.0,0.0,3.0,3.9,1.0,2.4,0.0,0.0,0xC1D...28,79,True
95241,6.9,326,206,1/0.5,0.0,RENOUNCED (16),466.0,15,4,4,Binance,167 (118.2 ETH),8 own 8.8%,5 own 5.2%,8 own 10.3%,1 own 1.9%,2.0,203.0,3072,16,100,-30.7251,1,0.5,RENOUNCED,16,167.0,118.2,ETH),8.0,8.8,5.0,5.2,8.0,10.3,1.0,1.9,0x6cb...e5,21,False
87096,11.9,56,3,0/0,0.8571428571428571,UNKNOWN (3),990.0,4,3,41,Binance,48 (27.2 ETH),1 own 0.2%,18 own 47.5%,35 own 60%,1 own 0%,0.0,92.0,48620,9,100,-45.1109,0,0,UNKNOWN,3,48.0,27.2,ETH),1.0,0.2,18.0,47.5,35.0,60.0,1.0,0.0,0x28A...61,4,False
2389,1.0,1,0,15/14.8,0.5698924731182796,0x4cD...2B  (4),3139.0,4,0,5,FixedFloat,2 (9.9 ETH),0 own 0%,1 own 1.7%,0 own 0%,0 own 0%,1.0,157.0,3995,46,94,-30.3526,15,14.8,INDIVIDUAL,4,2.0,9.9,ETH),0.0,0.0,1.0,1.7,0.0,0.0,0.0,0.0,0x310...60,36,False
36977,4.1,721,560,0/0,0.28169014084507044,RENOUNCED (28),8858.0,54,33,66240,Binance,171 (131.8 ETH),1 own 0.4%,3 own 2.7%,4 own 1%,2 own 0.9%,1.0,371.0,13678,23,95,-30.5133,0,0,RENOUNCED,28,171.0,131.8,ETH),1.0,0.4,3.0,2.7,4.0,1.0,2.0,0.9,0xDB9...2E,115,False
3965,2.0,1,0,0/0,0.991304347826087,0x0b8...B4  (15),0.0,37,0,23040,INDIVIDUAL,,,,,,1.0,1017.0,16246,26,15,112.2973,0,0,INDIVIDUAL,15,,,,,,,,,,,,0x090...34,13,True
48417,8.9,64,9,0/0,0.8571428571428571,UNKNOWN (3),990.0,7,6,43,Binance,50 (40.4 ETH),1 own 0.2%,18 own 47.5%,31 own 58.4%,0 own 0%,0.0,1849.0,15882,52,75,100.093,0,0,UNKNOWN,3,50.0,40.4,ETH),1.0,0.2,18.0,47.5,31.0,58.4,0.0,0.0,0x9d2...9a,4,True
58706,9.8,98,20,0/0,0.8571428571428571,UNKNOWN (4),983.0,10,9,47,Binance,66 (14.2 ETH),0 own 0%,17 own 46.7%,35 own 59.2%,0 own 0%,0.0,1849.0,7795,34,100,145.1362,0,0,UNKNOWN,4,66.0,14.2,ETH),0.0,0.0,17.0,46.7,35.0,59.2,0.0,0.0,0x5e2...24,5,True
10702,2.4,1340,1045,0/0,0.47761194029850745,RENOUNCED (11),0.0,26,8,6,Binance,247 (349.2 ETH),1 own 0.4%,0 own 0%,5 own 0.7%,3 own 3.2%,1.0,185.0,3063,15,100,-32.026,0,0,RENOUNCED,11,247.0,349.2,ETH),1.0,0.4,0.0,0.0,5.0,0.7,3.0,3.2,0x6cb...e5,22,False
16458,3.9,43,12,0/5,0.55,0x976...E6  (4),6388.0,32,9,7200,Kucoin,38 (31.3 ETH),0 own 0%,20 own 29.5%,0 own 0%,0 own 0%,1.0,203.0,3314,16,40,-33.7644,0,5,INDIVIDUAL,4,38.0,31.3,ETH),0.0,0.0,20.0,29.5,0.0,0.0,0.0,0.0,0xcdD...Fe,43,False
1926,1.0,0,0,2/7.5,0.7857142857142857,0x3bA...93  (158),191.0,9,0,879840,Binance,,,,,,1.0,184.0,13037,29,80,178.6243,2,7.5,INDIVIDUAL,158,,,,,,,,,,,,0xb73...EC,241,True
19633,3.2,84,34,1/1.8,0.0,RENOUNCED (16),546.0,24,7,1,INDIVIDUAL,49 (41.0 ETH),0 own 0%,1 own 0.3%,2 own 3%,1 own 0%,0.0,184.0,3726,30,100,102.8428,1,1.8,RENOUNCED,16,49.0,41.0,ETH),0.0,0.0,1.0,0.3,2.0,3.0,1.0,0.0,0xF84...3C,9,True
233550,15.8,,221,3/3,0.0,RENOUNCED (89),2812.0,1458,1458,2880,Coinbase,245 (113.2 ETH),0 own 0%,3 own 4.2%,5 own 6.5%,1 own 1.9%,9.0,943.0,7098,32,100,-30.4605,3,3,RENOUNCED,89,245.0,113.2,ETH),0.0,0.0,3.0,4.2,5.0,6.5,1.0,1.9,0xA4d...16,3,False
17869,4.5,12,2,0/0,0.5436046511627907,RENOUNCED (7),3156.0,40,26,54,Binance,10 (6.7 ETH),0 own 0%,0 own 0%,0 own 0%,0 own 0%,400.0,1849.0,4151,16,100,-42.2389,0,0,RENOUNCED,7,10.0,6.7,ETH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0xF65...bD,11,False
7564,1.9,178,175,1/1.4,0.0,0xd38...c6  (16),1193.0,75,36,23,Binance,47 (32.6 ETH),0 own 0%,0 own 0%,3 own 5%,0 own 0%,3.0,129.0,3073,26,100,-32.0556,1,1.4,INDIVIDUAL,16,47.0,32.6,ETH),0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0x6cc...b3,4,False
16307,6.4,26,13,0/0,0.21428571428571427,RENOUNCED (85),20.0,21603,15858,100800,01121994.eth,72 (110.2 ETH),1 own 0.1%,0 own 0%,1 own 0.1%,1 own 1.3%,2.0,369.0,9812,19,90,105.6864,0,0,RENOUNCED,85,72.0,110.2,ETH),1.0,0.1,0.0,0.0,1.0,0.1,1.0,1.3,0x6Ec...Cc,115,True
5085,2.3,10,0,0/24.6,0.7857142857142857,0x807...f1  (3),1630.0,16,0,19,Kucoin,9 (3.3 ETH),0 own 0%,2 own 1.3%,1 own 1.4%,0 own 0%,0.0,1150.0,14621,27,58,106.6084,0,24.6,INDIVIDUAL,3,9.0,3.3,ETH),0.0,0.0,2.0,1.3,1.0,1.4,0.0,0.0,0x4A1...fC,24,True
14493,2.6,756,624,0/0,0.2777777777777778,RENOUNCED (28),8813.0,29,8,66240,Binance,137 (208.0 ETH),1 own 0.4%,2 own 2.5%,4 own 1%,3 own 1.3%,1.0,184.0,13884,23,95,-31.7863,0,0,RENOUNCED,28,137.0,208.0,ETH),1.0,0.4,2.0,2.5,4.0,1.0,3.0,1.3,0xDB9...2E,115,False
13281,3.2,399,344,0/0,0.55,RENOUNCED (9),10244.0,51,45,1,FixedFloat,101 (154.0 ETH),1 own 0.7%,11 own 11.4%,3 own 0.8%,1 own 0.7%,1.0,371.0,18980,19,90,-31.5215,0,0,RENOUNCED,9,101.0,154.0,ETH),1.0,0.7,11.0,11.4,3.0,0.8,1.0,0.7,ucanfollowme.eth,187,False
149871,13.5,,939,0/0,0.5519287833827893,RENOUNCED (36),329.0,46,45,21,Kucoin,298 (138.3 ETH),1 own 0.2%,0 own 0%,18 own 18.5%,2 own 2.5%,1015.0,1858.0,44361,34,100,100.5377,0,0,RENOUNCED,36,298.0,138.3,ETH),1.0,0.2,0.0,0.0,18.0,18.5,2.0,2.5,0x857...da,49,True
7457,1.8,0,0,0/4,0.6365461847389559,0x57a...Ae  (4),759.0,17,0,31,Binance,,,,,,1.0,78.0,9082,30,83,-38.2181,0,4,INDIVIDUAL,4,,,,,,,,,,,,0x794...Ea,30,False
19797,4.6,46,7,0/26.1,0.7857142857142857,0x807...f1  (3),1882.0,21,6,24,Kucoin,40 (30.2 ETH),0 own 0%,1 own 0.4%,4 own 4.6%,0 own 0%,0.0,92.0,3172,8,96,-30.8718,0,26.1,INDIVIDUAL,3,40.0,30.2,ETH),0.0,0.0,1.0,0.4,4.0,4.6,0.0,0.0,0xD28...7D,25,False
14397,3.8,17,4,0/0,0.991304347826087,0x0b8...B4  (15),0.0,23,0,23040,INDIVIDUAL,,,,,,1.0,758.0,11858,26,17,-37.3544,0,0,INDIVIDUAL,15,,,,,,,,,,,,0xf0b...aB,6,False
46069,7.1,79,30,0/0,0.7857142857142857,RENOUNCED (9),2317.0,30,14,32,Kucoin,60 (53.7 ETH),0 own 0%,0 own 0%,4 own 4.6%,0 own 0%,0.0,369.0,8868,12,88,-30.3814,0,0,RENOUNCED,9,60.0,53.7,ETH),0.0,0.0,0.0,0.0,4.0,4.6,0.0,0.0,0x302...41,26,False
85629,9.7,98,32,0/0,0.7857142857142857,RENOUNCED (9),2317.0,33,17,35,Kucoin,72 (107.4 ETH),0 own 0%,1 own 0.6%,4 own 4.6%,1 own 3.5%,0.0,924.0,49457,6,100,-30.2692,0,0,RENOUNCED,9,72.0,107.4,ETH),0.0,0.0,1.0,0.6,4.0,4.6,1.0,3.5,0xdEb...DE,5,False
381587,16.8,,63,0/0,0.6625,RENOUNCED (33),3599.0,17289,17289,17280,Binance,293 (222.4 ETH),8 own 0.7%,0 own 0%,9 own 1.9%,2 own 3.1%,2.0,390.0,4312,72,100,-33.8551,0,0,RENOUNCED,33,293.0,222.4,ETH),8.0,0.7,0.0,0.0,9.0,1.9,2.0,3.1,0x51e...69,4,False
7230,1.8,132,88,0/0,0.273972602739726,RENOUNCED (9),2489.0,53,31,56,Mexc,35 (11.7 ETH),0 own 0%,0 own 0%,0 own 0%,1 own 0%,1.0,184.0,3648,29,100,102.8501,0,0,RENOUNCED,9,35.0,11.7,ETH),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0x85E...65,58,True
3973,1.3,136,99,0/0,0.273972602739726,RENOUNCED (9),2490.0,2,39,1,Mexc,27 (8.4 ETH),0 own 0%,0 own 0%,0 own 0%,1 own 0%,1.0,184.0,3664,29,100,100.7047,0,0,RENOUNCED,9,27.0,8.4,ETH),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0x85E...65,59,True
5737,1.8,22,0,40/43.8,0.8218085106382979,0x6cF...26  (4),867.0,2,0,125280,Binance,19 (59.9 ETH),0 own 0%,19 own 22.6%,0 own 0%,0 own 0%,0.0,1315.0,13972,27,60,-37.7598,40,43.8,INDIVIDUAL,4,19.0,59.9,ETH),0.0,0.0,19.0,22.6,0.0,0.0,0.0,0.0,0x4A1...fC,25,False
144702,12.6,,51,0/0,0.7857142857142857,RENOUNCED (10),1393.0,43,27,45,Kucoin,89 (154.5 ETH),0 own 0%,1 own 0.6%,4 own 4.6%,1 own 3.5%,0.0,92.0,3212,9,92,103.8595,0,0,RENOUNCED,10,89.0,154.5,ETH),0.0,0.0,1.0,0.6,4.0,4.6,1.0,3.5,0xdFe...Fd,38,True
10769,2.2,136,80,0/0,0.6365461847389559,RENOUNCED (12),2872.0,42,25,56,Binance,77 (80.2 ETH),0 own 0%,22 own 19.6%,1 own 0.5%,0 own 0%,4.0,92.0,3206,9,92,104.0086,0,0,RENOUNCED,12,77.0,80.2,ETH),0.0,0.0,22.0,19.6,1.0,0.5,0.0,0.0,0xdFe...Fd,38,True
53409,7.7,156,85,0/0,0.7857142857142857,RENOUNCED (11),1311.0,7,50,1,Kucoin,76 (119.6 ETH),0 own 0%,0 own 0%,3 own 4.2%,1 own 3.5%,0.0,92.0,3404,9,96,-30.8851,0,0,RENOUNCED,11,76.0,119.6,ETH),0.0,0.0,0.0,0.0,3.0,4.2,1.0,3.5,0xD28...7D,26,False
19971,2.9,108,54,0/0,0.2702702702702703,RENOUNCED (9),4127.0,50,19,57,Binance,75 (100.4 ETH),0 own 0%,2 own 3.1%,0 own 0%,1 own 1.9%,1.0,92.0,6488,14,100,-32.9102,0,0,RENOUNCED,9,75.0,100.4,ETH),0.0,0.0,2.0,3.1,0.0,0.0,1.0,1.9,0x896...FD,17,False
53979,7.7,188,98,0/0,0.7857142857142857,RENOUNCED (15),240.0,35,19,1,Kucoin,87 (40.3 ETH),0 own 0%,0 own 0%,3 own 4.2%,0 own 0%,0.0,92.0,3365,9,96,-30.5405,0,0,RENOUNCED,15,87.0,40.3,ETH),0.0,0.0,0.0,0.0,3.0,4.2,0.0,0.0,0xD28...7D,26,False
49923,9.8,257,229,0/0,0.5476190476190477,RENOUNCED (30),0.0,5773,5773,5760,Kucoin,296 (116.2 ETH),1 own 0.3%,0 own 0%,15 own 2%,1 own 0.3%,412.0,1698.0,10785,18,100,-30.0944,0,0,RENOUNCED,30,296.0,116.2,ETH),1.0,0.3,0.0,0.0,15.0,2.0,1.0,0.3,0xBFf...06,47,False
11234,2.9,1,0,0/0,0.622895622895623,RENOUNCED (39),620.0,77782,77773,77760,Binance,360 (212.1 ETH),1 own 0.3%,4 own 0.1%,9 own 0.8%,2 own 0.9%,6.0,926.0,25104,34,95,-36.1266,0,0,RENOUNCED,39,360.0,212.1,ETH),1.0,0.3,4.0,0.1,9.0,0.8,2.0,0.9,0xA9e...07,21,False
70848,5.6,304,184,0/0,0.26666666666666666,RENOUNCED (13),4836.0,45,15,1,Binance,160 (147.8 ETH),0 own 0%,0 own 0%,0 own 0%,2 own 3%,2.0,101.0,10410,15,100,105.1257,0,0,RENOUNCED,13,160.0,147.8,ETH),0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0x133...D4,9,True
126031,8.0,,339,1/0.5,0.0,RENOUNCED (16),467.0,59,48,7,Binance,201 (117.7 ETH),8 own 8.8%,2 own 2.5%,7 own 9.3%,1 own 1.9%,2.0,370.0,3470,40,92,-30.0962,1,0.5,RENOUNCED,16,201.0,117.7,ETH),8.0,8.8,2.0,2.5,7.0,9.3,1.0,1.9,0xCBa...0d,13,False
3778,1.0,10,1,2/1.8,0.13043478260869565,RENOUNCED (10),48.0,14,8,29,Binance,12 (4.7 ETH),0 own 0%,0 own 0%,0 own 0%,0 own 0%,2.0,92.0,13081,30,80,-44.0473,2,1.8,RENOUNCED,10,12.0,4.7,ETH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0xb73...EC,244,False
6752,1.3,13,2,2/1.9,0.13043478260869565,RENOUNCED (10),48.0,14,8,29,Binance,14 (6.1 ETH),0 own 0%,0 own 0%,0 own 0%,1 own 0%,2.0,92.0,13063,30,80,-33.348,2,1.9,RENOUNCED,10,14.0,6.1,ETH),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0xb73...EC,244,False
7194,1.4,15,3,2/1.9,0.13043478260869565,RENOUNCED (10),48.0,14,8,29,Binance,14 (6.0 ETH),0 own 0%,0 own 0%,0 own 0%,1 own 0%,2.0,92.0,13045,30,80,-32.8366,2,1.9,RENOUNCED,10,14.0,6.0,ETH),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0xb73...EC,244,False
109909,7.0,,149,0/0,0.6840390879478827,RENOUNCED (14),0.0,27,73,22,Kucoin,61 (18.2 ETH),0 own 0%,1 own 3.2%,6 own 3.7%,0 own 0%,1.0,1868.0,5266,54,100,-40.4781,0,0,RENOUNCED,14,61.0,18.2,ETH),0.0,0.0,1.0,3.2,6.0,3.7,0.0,0.0,0xEE1...3c,23,False
15510,2.0,24,6,2/9.7,0.13043478260869565,RENOUNCED (10),48.0,15,9,30,Binance,17 (11.8 ETH),0 own 0%,0 own 0%,0 own 0%,1 own 0%,2.0,370.0,12991,30,80,139.1733,2,9.7,RENOUNCED,10,17.0,11.8,ETH),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0xb73...EC,244,True
36367,4.1,426,303,0/0,0.26666666666666666,RENOUNCED (13),4837.0,9,37,2,Binance,145 (182.0 ETH),0 own 0%,0 own 0%,1 own 0.9%,1 own 1.2%,2.0,148.0,6092,38,93,-32.3431,0,0,RENOUNCED,13,145.0,182.0,ETH),0.0,0.0,0.0,0.0,1.0,0.9,1.0,1.2,halfshibainu.eth,15,False
12903,3.3,15,0,0/0,1.0,RENOUNCED (4),135.0,7,0,8,INDIVIDUAL,,,,,,0.0,184.0,3016,21,82,1316.241,0,0,RENOUNCED,4,,,,,,,,,,,,0x4DA...F7,34,True
24249,3.2,137,64,0/6,0.47029702970297027,RENOUNCED (12),5344.0,60,7,4,Kucoin,103 (27.1 ETH),0 own 0%,23 own 18.4%,1 own 0.2%,0 own 0%,1.0,55.0,4004,10,100,-32.9786,0,6,RENOUNCED,12,103.0,27.1,ETH),0.0,0.0,23.0,18.4,1.0,0.2,0.0,0.0,tinoz.eth,14,False
30886,4.0,80,12,0/15.3,0.7165354330708661,RENOUNCED (11),3156.0,19,16,1,Coinbase,74 (49.1 ETH),0 own 0%,28 own 34%,1 own 1.4%,0 own 0%,0.0,185.0,3265,14,97,122.7717,0,15.3,RENOUNCED,11,74.0,49.1,ETH),0.0,0.0,28.0,34.0,1.0,1.4,0.0,0.0,bitcoindeployer.eth,29,True
9751,2.3,135,69,0/0,0.7165354330708661,RENOUNCED (13),4272.0,43,40,1,Coinbase,77 (31.5 ETH),0 own 0%,18 own 18.3%,1 own 0.7%,0 own 0%,1.0,185.0,5566,19,100,-32.1067,0,0,RENOUNCED,13,77.0,31.5,ETH),0.0,0.0,18.0,18.3,1.0,0.7,0.0,0.0,0x74F...A1,14,False
42098,4.4,466,333,0/0,0.26666666666666666,RENOUNCED (13),4837.0,19,47,2,Binance,155 (272.1 ETH),1 own 0.6%,0 own 0%,3 own 1.8%,2 own 1.8%,2.0,185.0,5939,37,94,-32.8523,0,0,RENOUNCED,13,155.0,272.1,ETH),1.0,0.6,0.0,0.0,3.0,1.8,2.0,1.8,halfshibainu.eth,16,False
24952,3.3,261,152,0/0,0.47029702970297027,RENOUNCED (13),6153.0,18,24,4,Kucoin,127 (124.2 ETH),4 own 4.6%,14 own 6.4%,3 own 1.6%,1 own 0.8%,2.0,556.0,13779,22,91,-32.1465,0,0,RENOUNCED,13,127.0,124.2,ETH),4.0,4.6,14.0,6.4,3.0,1.6,1.0,0.8,0xDF5...12,55,False
67008,7.6,54,5,0/2.6,0.55,0x6B8...0C  (5),2789.0,5,2,4320,FixedFloat,48 (93.4 ETH),0 own 0%,23 own 25.1%,19 own 21%,1 own 1.6%,1.0,92.0,3010,12,90,-30.234,0,2.6,INDIVIDUAL,5,48.0,93.4,ETH),0.0,0.0,23.0,25.1,19.0,21.0,1.0,1.6,0x8D8...d4,10,False
272861,18.4,,1078,0/0,0.5436046511627907,RENOUNCED (36),328.0,1442,1442,1440,Kucoin,295 (143.4 ETH),1 own 0.2%,0 own 0%,19 own 18.6%,2 own 2.5%,1015.0,92.0,38049,34,100,-40.0175,0,0,RENOUNCED,36,295.0,143.4,ETH),1.0,0.2,0.0,0.0,19.0,18.6,2.0,2.5,0x857...da,44,False
85202,8.6,71,11,0/2.3,0.55,0x6B8...0C  (6),3635.0,7,4,4320,FixedFloat,65 (95.6 ETH),0 own 0%,23 own 25.1%,23 own 21.8%,1 own 1%,1.0,92.0,4026,10,100,106.5486,0,2.3,INDIVIDUAL,6,65.0,95.6,ETH),0.0,0.0,23.0,25.1,23.0,21.8,1.0,1.0,tinoz.eth,15,True
33384,4.3,106,10,0/0,0.6666666666666666,RENOUNCED (11),2152.0,9,7,1440,FixedFloat,101 (108.9 ETH),0 own 0%,22 own 17.9%,2 own 1.7%,0 own 0%,0.0,370.0,8853,9,81,-30.1982,0,0,RENOUNCED,11,101.0,108.9,ETH),0.0,0.0,22.0,17.9,2.0,1.7,0.0,0.0,theonlythingthatgivesordersinthisworldisballs.eth,26,False
83599,6.9,43,40,3/3,0.0,RENOUNCED (22),45.0,5762,4333,5760,cemedeul.eth,153 (452.8 ETH),0 own 0%,0 own 0%,5 own 5.6%,4 own 3.9%,1.0,471.0,10719,36,85,-37.8991,3,3,RENOUNCED,22,153.0,452.8,ETH),0.0,0.0,0.0,0.0,5.0,5.6,4.0,3.9,0x07b...43,128,False
35926,5.6,113,61,0/3.5,0.55,RENOUNCED (7),10770.0,17,14,4320,FixedFloat,74 (47.8 ETH),0 own 0%,23 own 25.1%,24 own 28%,0 own 0%,1.0,482.0,7181,33,100,-30.5032,0,3.5,RENOUNCED,7,74.0,47.8,ETH),0.0,0.0,23.0,25.1,24.0,28.0,0.0,0.0,0x3dF...47,18,False
16982,3.0,102,62,2/2.7,0.6840390879478827,RENOUNCED (14),1827.0,1441,45,1440,Binance,59 (27.8 ETH),0 own 0%,3 own 3.6%,17 own 18.6%,0 own 0%,1.0,374.0,3493,92,44,118.6216,2,2.7,RENOUNCED,14,59.0,27.8,ETH),0.0,0.0,3.0,3.6,17.0,18.6,0.0,0.0,0xc53...d2,32,True
55861,3.9,122,125,0/0,0.6666666666666666,RENOUNCED (20),7336.0,32,32,7,Binance,47 (52.2 ETH),0 own 0%,1 own 0%,1 own 18%,0 own 0%,4.0,372.0,18745,19,90,-34.6896,0,0,RENOUNCED,20,47.0,52.2,ETH),0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,ucanfollowme.eth,187,False
15371,2.8,149,73,0/0,0.7165354330708661,RENOUNCED (13),4273.0,45,42,1,Coinbase,79 (40.0 ETH),0 own 0%,18 own 19.8%,1 own 0.7%,0 own 0%,1.0,92.0,5376,20,100,106.7763,0,0,RENOUNCED,13,79.0,40.0,ETH),0.0,0.0,18.0,19.8,1.0,0.7,0.0,0.0,0x74F...A1,15,True
70045,7.9,158,93,0/0,0.55,RENOUNCED (7),16848.0,24,21,4320,FixedFloat,100 (52.2 ETH),0 own 0%,15 own 12.9%,19 own 18.5%,0 own 0%,1.0,927.0,16022,34,80,-34.3377,0,0,RENOUNCED,7,100.0,52.2,ETH),0.0,0.0,15.0,12.9,19.0,18.5,0.0,0.0,0x9d2...9a,5,False
43974,5.0,1,199,6/7,0.0,RENOUNCED (14),48.0,37,21,22,Mexc,91 (88.9 ETH),0 own 0%,3 own 4%,1 own 2.4%,0 own 0%,1.0,647.0,5271,13,100,104.1583,6,7,RENOUNCED,14,91.0,88.9,ETH),0.0,0.0,3.0,4.0,1.0,2.4,0.0,0.0,0x047...cC,18,True
