,pair_age,init_market_cap,scams,funding_time,ape_score,liquidity,market_cap,contract_age,sell,airdrops,time_of_day,worth,buy,max_transmit,honeypot,safu_score,wallet,amount,buy_tax,sell_tax,owner_quant,owner_type_INDIVIDUAL,owner_type_RENOUNCED,owner_type_UNKNOWN,source_01121994.eth,source_Binance,source_Bitget,source_Bybit,source_Coinbase,source_FixedFloat,source_Gate.io,source_INDIVIDUAL,source_Kraken,source_Kucoin,source_Mexc,source_SideShift,source_cemedeul.eth,source_tsunamitreasury.eth,holders_qty,holders_amt,spoofed_qty,spoofed_pct,snipers_qty,snipers_pct,fresh_qty,fresh_pct,whales_qty,whales_pct,safu_score_qty,status_100K,status_10K,status_50K,status_Above,printed
63,7202,9740.0,0.7857142857142857,7200,15,13.5,613459,7202,187.0,3.0,72160.0,0,,,105,88,4093,1882,3,3,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,138.0,87.1,0.0,0.0,1.0,0.4,7.0,27.7,0.0,0.0,17,0.0,0.0,0.0,1.0,True
64,24,2927.0,0.0,3,24,19.8,914554,56,648.0,1.0,78208.0,1445,,,336,96,7052,933,1,1,21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,437.0,110.4,1.0,0.4,2.0,0.7,6.0,3.1,2.0,1.4,23,0.0,0.0,0.0,1.0,True
65,7204,9740.0,0.7857142857142857,7200,19,9.7,307328,7204,246.0,3.0,80109.0,0,,,137,100,5617,1866,3,3,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0,91.2,0.0,0.0,1.0,0.4,8.0,38.3,0.0,0.0,5,0.0,0.0,0.0,1.0,False
66,1,4633.0,0.48717948717948717,21,14,3.3,25432,20,0.0,1.0,79973.0,239,106.0,0.06,90,90,6634,37,0,3.3,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,115.4,0.0,0.0,24.0,11.2,0.0,0.0,1.0,0.6,31,0.0,0.0,1.0,0.0,False
67,34,94801.0,0.6798679867986799,2880,8,13.2,74824,54,511.0,2.0,78274.0,20604,762.0,1.09,186,100,18472,169,2,2,36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,304.6,1.0,0.3,19.0,3.1,2.0,1.0,3.0,2.6,9,1.0,0.0,0.0,0.0,False
68,11,4633.0,0.48717948717948717,31,42,4.2,39662,30,78.0,1.0,80576.0,4195,208.0,0.15,164,93,6156,149,0,4.7,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,117.4,0.0,0.0,14.0,6.5,1.0,0.1,1.0,0.6,14,0.0,0.0,1.0,0.0,False
69,537138,29976.0,0.65,537120,37,11.6,44024,537138,3.0,1.0,77523.0,13,14.0,0.76,12,75,5694,373,0,0,113,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,440.7,0.0,0.0,0.0,0.0,6.0,3.7,3.0,2.7,393,0.0,0.0,1.0,0.0,False
70,14,4633.0,0.48717948717948717,34,39,5.2,61091,33,114.0,1.0,80750.0,9078,257.0,,178,100,5548,0,0,3.8,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,233.4,0.0,0.0,14.0,6.3,1.0,0.1,3.0,2.6,37,1.0,0.0,0.0,0.0,False
71,16,4633.0,0.48717948717948717,35,33,6.3,90619,34,134.0,1.0,80830.0,9110,283.0,,185,85,6465,373,0,0,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,247.8,0.0,0.0,14.0,6.3,2.0,0.9,3.0,2.6,13,1.0,0.0,0.0,0.0,False
73,0,,0.0,11,24,1.3,3070,9,0.0,0.0,81076.0,1082,23.0,0.02,15,72,29210,9,56,42.8,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,41.1,0.0,0.0,15.0,6.2,0.0,0.0,0.0,0.0,36,0.0,1.0,0.0,0.0,True
74,1448,,0.4461538461538462,1440,29,2.7,17326,1448,48.0,5.0,77806.0,988,47.0,,54,100,7412,373,0,0,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,47.8,0.0,0.0,1.0,0.5,1.0,0.9,1.0,1.0,5,0.0,0.0,1.0,0.0,False
75,21,4633.0,0.48717948717948717,40,8,8.6,165024,39,198.0,1.0,81151.0,9108,,,224,80,3606,93,0,0,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,253.6,1.0,0.4,12.0,5.1,6.0,1.4,3.0,2.6,10,0.0,0.0,0.0,1.0,False
76,2,4588.0,0.0,12,91,1.8,5721,10,0.0,0.0,81181.0,1078,48.0,0.03,41,43,4136,87,28,33.6,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,73.8,0.0,0.0,15.0,6.9,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0,False
77,0,,0.55,12,37,2.9,11591,6,0.0,1.0,81566.0,630,24.0,0.11,13,75,6900,186,0,23.9,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,32.9,0.0,0.0,13.0,13.6,0.0,0.0,0.0,0.0,396,0.0,0.0,1.0,0.0,True
78,7203,137054.0,0.0,8640,24,42.3,809731,8652,436.0,0.0,74443.0,1187,,,752,93,5025,1864,0,0,24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0,454.4,1.0,0.3,0.0,0.0,11.0,2.3,9.0,5.4,15,0.0,0.0,0.0,1.0,False
79,26,4633.0,0.48717948717948717,45,41,12.7,357101,44,280.0,1.0,81425.0,9109,,,270,93,6302,373,0,0,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,413.9,1.0,0.4,7.0,2.7,6.0,1.5,4.0,4.8,15,0.0,0.0,0.0,1.0,True
80,0,,0.0,3,17,2.0,8043,17,0.0,0.0,81948.0,7856,8.0,0.03,,98,3145,161,25,56.5,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,15.8,0.0,0.0,8.0,11.7,0.0,0.0,0.0,0.0,45,0.0,1.0,0.0,0.0,True
81,3,20302.0,0.8571428571428571,6,36,5.0,23493,4,1.0,0.0,81789.0,946,43.0,,39,100,7053,373,0,0,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,18.6,0.0,0.0,16.0,39.3,24.0,46.9,0.0,0.0,4,0.0,0.0,1.0,0.0,True
82,0,8043.0,0.0,3,29,2.0,8043,17,0.0,0.0,81960.0,7856,29.0,0.09,8,76,15406,169,25,56.9,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,38.3,0.0,0.0,8.0,11.7,1.0,1.4,0.0,0.0,49,0.0,1.0,0.0,0.0,False
83,1,8043.0,0.0,4,42,2.6,13656,19,4.0,0.0,82045.0,12261,64.0,0.13,57,100,7874,388,25,36.8,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,64.7,0.0,0.0,7.0,10.2,0.0,0.0,0.0,0.0,24,0.0,0.0,1.0,0.0,True
84,37,4633.0,0.48717948717948717,56,39,5.2,56524,55,521.0,1.0,82087.0,9110,868.0,,345,93,5917,298,0,0,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,349.6,1.0,0.4,1.0,0.5,4.0,1.2,3.0,4.1,15,1.0,0.0,0.0,0.0,False
85,3,,0.5760869565217391,19,51,3.7,31849,7,34.0,2.0,82163.0,5613,103.0,0.38,81,100,7649,373,0,5.2,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,33.7,0.0,0.0,23.0,33.8,1.0,0.7,0.0,0.0,7,0.0,0.0,1.0,0.0,False
86,1,11591.0,0.55,13,91,4.8,31366,7,4.0,1.0,81628.0,1164,58.0,0.3,50,42,4066,568,0,4.1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,82.8,0.0,0.0,13.0,13.6,0.0,0.0,0.0,0.0,31,0.0,0.0,1.0,0.0,False
87,40,4633.0,0.48717948717948717,59,7,8.4,143562,58,605.0,1.0,82295.0,9102,,,339,92,3469,186,0,0,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,348.8,1.0,0.4,0.0,0.0,4.0,1.2,3.0,5.0,13,0.0,0.0,0.0,1.0,True
88,14,20302.0,0.8571428571428571,17,12,5.5,27020,15,92.0,0.0,82442.0,937,169.0,,72,92,25940,185,0,0,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,228.4,1.0,0.8,7.0,16.8,8.0,10.4,2.0,2.5,25,0.0,0.0,1.0,0.0,False
89,13,11591.0,0.55,26,51,4.2,23529,19,166.0,1.0,82361.0,10235,241.0,,128,100,7619,185,0,0,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,105.4,0.0,0.0,12.0,11.8,1.0,0.1,0.0,0.0,7,0.0,0.0,1.0,0.0,False
90,52,29114.0,0.5476190476190477,15,15,22.8,439307,53,692.0,1015.0,67291.0,334,,,278,100,192885,1888,0,0,36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,297.0,161.7,1.0,0.2,0.0,0.0,16.0,18.4,2.0,2.5,10,0.0,0.0,0.0,1.0,False
91,537140,29976.0,0.65,537120,12,12.8,53403,537140,69.0,1.0,82847.0,13,105.0,0.82,25,100,7477,222,0,0,113,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,624.6,0.0,0.0,0.0,0.0,6.0,3.2,4.0,3.1,25,1.0,0.0,0.0,0.0,False
92,24,20302.0,0.8571428571428571,28,18,2.9,7513,25,138.0,0.0,83064.0,937,193.0,,45,90,16266,371,0,0,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,190.8,1.0,0.8,1.0,2.0,2.0,2.8,2.0,2.5,192,0.0,1.0,0.0,0.0,True
93,0,,0.5,21,11,1.3,3774,5,0.0,1.0,82568.0,617,7.0,0.04,7,67,3119,75,20,24.6,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,5.1,0.0,0.0,7.0,10.9,0.0,0.0,0.0,0.0,3,0.0,1.0,0.0,0.0,True
94,0,,0.7948717948717948,27,37,9.7,38630,13,1.0,0.0,83463.0,168,18.0,,9,75,7064,185,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,13.9,1.0,0.1,9.0,30.0,1.0,0.1,1.0,0.0,395,0.0,0.0,1.0,0.0,True
95,11,,0.29411764705882354,31,13,3.5,27981,30,72.0,1.0,83526.0,5851,146.0,,95,94,4033,185,0,0,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,104.0,46.3,0.0,0.0,11.0,9.8,1.0,1.2,0.0,0.0,32,0.0,0.0,1.0,0.0,False
96,22,11591.0,0.55,35,12,3.6,17017,28,228.0,1.0,82913.0,10234,283.0,,106,100,5664,371,0,0,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,77.5,0.0,0.0,11.0,11.4,1.0,0.1,0.0,0.0,3,0.0,0.0,1.0,0.0,True
98,0,,0.0,19,37,1.4,4404,7,0.0,2.0,84355.0,753,33.0,0.01,33,75,7593,185,0,1.6,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,19.0,0.0,0.0,33.0,15.7,2.0,1.9,0.0,0.0,395,0.0,1.0,0.0,0.0,False
99,0,,0.0,19,37,1.8,7615,7,0.0,2.0,84361.0,753,72.0,0.01,41,75,7564,46,0,1.2,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18.8,0.0,0.0,33.0,19.7,1.0,1.5,0.0,0.0,395,0.0,1.0,0.0,0.0,False
100,26,27981.0,0.29411764705882354,46,29,3.6,28831,45,179.0,1.0,84416.0,5851,291.0,,129,99,3428,557,0,0,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,148.0,122.1,1.0,0.7,4.0,3.1,1.0,0.7,1.0,0.7,77,0.0,0.0,1.0,0.0,False
101,30,17336.0,0.29411764705882354,50,38,3.7,30276,48,214.0,1.0,84622.0,5851,316.0,,120,90,5898,557,0,0,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,137.0,113.7,1.0,0.7,3.0,1.6,1.0,0.7,1.0,0.7,31,0.0,0.0,1.0,0.0,False
102,0,,0.53,37,33,1.5,4111,18,0.0,0.0,84800.0,96,16.0,0.05,16,49,3614,169,20,38.6,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.1,0.0,0.0,16.0,24.7,0.0,0.0,0.0,0.0,214,0.0,1.0,0.0,0.0,True
103,59,188423.0,0.7175572519083969,1440,10,52.7,551340,1447,1587.0,1.0,60947.00000000001,83,,,366,100,3139,1509,0,0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,240.4,1.0,0.6,1.0,0.1,13.0,2.8,2.0,1.2,17,0.0,0.0,0.0,1.0,False
104,1,7615.0,0.0,19,37,3.1,22444,8,0.0,2.0,84395.0,753,102.0,0.06,88,75,7450,74,0,3.5,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,71.6,0.0,0.0,33.0,20.2,1.0,1.5,1.0,0.5,395,0.0,0.0,1.0,0.0,True
105,28,13745.0,0.8571428571428571,32,10,3.3,9653,30,146.0,0.0,83316.0,0,203.0,,45,100,6562,185,0,0,5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,186.7,1.0,0.8,1.0,2.0,2.0,2.8,2.0,2.5,5,0.0,1.0,0.0,0.0,True
106,49,23714.0,0.0,41760,20,10.3,107395,6,214.0,3.0,64094.00000000001,4391,,1.29,117,100,4010,377,0,9.9,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,70.3,1.0,0.6,9.0,11.0,6.0,7.5,0.0,0.0,11,0.0,0.0,0.0,1.0,True
107,4,,0.2898550724637681,28,18,1.9,7933,25,0.0,1.0,85793.0,701,18.0,,17,100,3149,55,0,4.3,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.4,0.0,0.0,7.0,9.7,0.0,0.0,0.0,0.0,3,0.0,1.0,0.0,0.0,False
108,17,5179.0,0.7338709677419355,51,31,4.2,31746,22,28.0,0.0,86325.0,6776,149.0,,110,97,3300,371,0,0,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,131.2,0.0,0.0,16.0,10.7,5.0,3.3,0.0,0.0,127,0.0,0.0,1.0,0.0,False
109,3,9653.0,0.8571428571428571,1,21,4.4,17410,4,160.0,0.0,85335.0,0,240.0,,64,96,6916,703,0,0,5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,193.4,1.0,0.8,1.0,2.0,3.0,2.1,2.0,2.5,25,0.0,0.0,1.0,0.0,False
110,32,17336.0,0.29411764705882354,52,6,4.5,45708,50,229.0,1.0,84752.0,5852,339.0,,124,100,3281,278,0,0,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,143.0,114.8,1.0,0.7,3.0,1.6,1.0,0.7,1.0,0.7,4,0.0,0.0,1.0,0.0,False
111,99375,35608.0,0.4936708860759494,99360,24,2.5,10035,99375,32.0,0.0,83061.0,75,39.0,,6,100,10862,557,0,0,37,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,31.0,0.0,0.0,15.0,14.5,3.0,0.7,0.0,0.0,39,0.0,0.0,1.0,0.0,False
112,8,,0.2857142857142857,66240,21,3.6,32318,29,24.0,1.0,318.0,3314,99.0,0.39,85,84,3748,185,0,5.3,23,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,38.6,0.0,0.0,48.0,35.5,9.0,5.0,0.0,0.0,87,0.0,0.0,1.0,0.0,False
113,22,5179.0,0.7338709677419355,56,21,5.6,57967,27,48.0,0.0,219.0,6776,192.0,,130,91,6435,278,0,0,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,138.3,0.0,0.0,16.0,10.7,5.0,3.0,0.0,0.0,75,1.0,0.0,0.0,0.0,True
114,28,5179.0,0.7338709677419355,1,29,4.0,28262,33,75.0,0.0,582.0,6775,219.0,,131,99,3709,557,0,0,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,135.2,0.0,0.0,16.0,10.6,4.0,2.8,0.0,0.0,79,0.0,0.0,1.0,0.0,True
115,53,,0.9130434782608695,11,23,3.6,26396,42,69.0,2.0,86201.0,0,113.0,,25,72,13696,364,0,0,12,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,15.4,0.0,0.0,1.0,1.1,3.0,11.0,1.0,0.0,87,0.0,0.0,1.0,0.0,False
116,3,,0.4864864864864865,45,23,2.5,11248,12,0.0,0.0,930.0000000000001,376,39.0,0.11,31,70,3502,46,25,31.8,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,11.2,0.0,0.0,7.0,10.8,1.0,1.1,0.0,0.0,202,0.0,0.0,1.0,0.0,False
117,5,11248.0,0.4864864864864865,47,23,3.1,17547,14,1.0,0.0,1005.0000000000001,376,49.0,0.2,37,70,3496,46,25,33.4,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,14.0,0.0,0.0,7.0,10.8,1.0,1.1,0.0,0.0,202,0.0,0.0,1.0,0.0,False
118,39,5179.0,0.7338709677419355,1,18,2.4,10228,44,146.0,1.0,1257.0,5817,245.0,,86,90,18895,371,0,0,15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,191.3,0.0,0.0,5.0,3.4,0.0,0.0,1.0,0.5,187,0.0,0.0,1.0,0.0,False
119,8644,20565.0,0.8333333333333334,8640,11,18.9,356593,8645,143.0,1.0,68765.0,75,,,520,100,5073,471,0,0,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,57.9,1.0,0.4,18.0,12.5,15.0,1.3,1.0,0.6,3,0.0,0.0,0.0,1.0,False
120,0,,0.0,5,1,2.9,6819,4,0.0,0.0,1464.0,2599,9.0,0.06,,33,4863,92,15,29.2,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.4,0.0,0.0,9.0,11.5,0.0,0.0,0.0,0.0,12,0.0,1.0,0.0,0.0,True
121,22,,0.0,52,21,2.1,8709,33,6.0,2.0,837.0,471,54.0,0.15,34,47,3195,92,0.7,1.9,14,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,21.9,8.0,8.8,6.0,5.9,5.0,6.8,0.0,0.0,43,0.0,1.0,0.0,0.0,True
122,4,,0.28169014084507044,26,31,2.4,13391,18,26.0,1.0,1890.0000000000002,2824,67.0,,48,97,3441,371,0,8,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,25.7,0.0,0.0,22.0,23.9,0.0,0.0,0.0,0.0,128,0.0,0.0,1.0,0.0,False
123,4,6819.0,0.0,5,1,4.8,18598,9,3.0,0.0,1734.0,3092,46.0,,21,33,8164,557,10,32.7,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,64.5,0.0,0.0,9.0,29.7,0.0,0.0,1.0,0.8,12,0.0,0.0,1.0,0.0,True
124,3,17336.0,0.2857142857142857,1,22,5.8,73852,22,313.0,1.0,162.0,5857,460.0,,147,100,7325,662,0,0,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,173.0,114.1,1.0,0.7,2.0,0.4,2.0,0.8,1.0,0.7,16,1.0,0.0,0.0,0.0,False
125,21,11248.0,0.4864864864864865,1,17,2.3,10211,30,13.0,0.0,1992.0000000000002,3375,65.0,,44,100,4202,37,25,24.4,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,22.5,0.0,0.0,7.0,10.8,1.0,1.1,0.0,0.0,5,0.0,0.0,1.0,0.0,False
126,35,17336.0,0.28169014084507044,1,38,7.5,121340,54,404.0,1.0,2088.0,6390,,,168,91,4604,557,0,0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,208.0,130.9,1.0,0.7,3.0,0.6,3.0,0.8,1.0,0.7,33,0.0,0.0,0.0,1.0,False
127,35,32318.0,0.28169014084507044,66240,13,3.4,28133,56,122.0,1.0,1956.0000000000002,9322,219.0,,118,97,6342,371,0,0,26,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,51.1,0.0,0.0,32.0,27.4,7.0,3.4,0.0,0.0,72,0.0,0.0,1.0,0.0,True
128,38,17336.0,0.28169014084507044,1,9,8.1,138850,57,423.0,1.0,2274.0,6394,,,170,100,3719,278,0,0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,144.0,1.0,0.7,3.0,0.6,3.0,0.8,1.0,0.7,12,0.0,0.0,0.0,1.0,False
129,13,4633.0,0.48484848484848486,2,18,3.9,29051,31,940.0,1.0,1350.0,0,1234.0,,244,93,5731,111,0,0,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,267.7,1.0,0.4,0.0,0.0,3.0,0.4,2.0,2.8,29,0.0,0.0,1.0,0.0,True
130,44,4633.0,0.48484848484848486,3,27,2.7,13772,3,965.0,1.0,3226.0,0,1259.0,,237,78,4637,464,0,0,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,353.7,1.0,0.4,0.0,0.0,3.0,0.4,3.0,3.2,18,0.0,0.0,1.0,0.0,False
131,49,,0.28169014084507044,66240,17,5.4,69833,11,155.0,1.0,3027.0,8862,271.0,,135,94,20881,92,0,0,28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,89.3,0.0,0.0,24.0,18.4,7.0,2.9,0.0,0.0,16,1.0,0.0,0.0,0.0,False
133,7,28133.0,0.28169014084507044,66240,23,6.1,85810,29,230.0,1.0,3842.0000000000005,8864,367.0,,148,90,5831,372,0,0,28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,73.6,0.0,0.0,14.0,12.7,4.0,1.1,0.0,0.0,21,1.0,0.0,0.0,0.0,False
134,18,,0.3333333333333333,1,30,2.2,17725,50,49.0,0.0,4086.0000000000005,154,126.0,0.21,68,100,4079,372,1,1,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,56.9,0.0,0.0,6.0,11.6,4.0,3.8,0.0,0.0,8,0.0,0.0,1.0,0.0,True
135,46,17336.0,0.28169014084507044,2,22,10.0,213212,6,453.0,1.0,2754.0,6395,,,190,100,7399,1204,0,0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,249.0,143.1,1.0,0.7,4.0,0.7,4.0,0.9,1.0,0.7,17,0.0,0.0,0.0,1.0,True
