mcap,liquidity,buy,sell,scams,worth,contract_age,pair_age,funding_time,airdrops,amount,wallet,ape_score,safu_score,buy_tax,sell_tax,owner_quant,owner_type_INDIVIDUAL,owner_type_RENOUNCED,owner_type_UNKNOWN,source_01121994.eth,source_Binance,source_Bitget,source_Bybit,source_Coinbase,source_FixedFloat,source_Gate.io,source_INDIVIDUAL,source_Kraken,source_Kucoin,source_Mexc,source_SideShift,source_cemedeul.eth,source_tsunamitreasury.eth,holds_qty,holds_amt,spoofed_qty,spoofed_pct,snipers_qty,snipers_pct,fresh_qty,fresh_pct,whales_qty,whales_pct,safu_score_qty,printed
17031,2.8,262.0,181.0,0.47761194029850745,7705.0,35,38,1,3.0,370.0,3170,13,92,0,0,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,106.0,30.2,0.0,0.0,17.0,18.5,2.0,1.4,0.0,0.0,36,False
24011,3.3,589.0,417.0,0.5,3654.0,25,18,23,3.0,370.0,3665,29,100,0,0,17,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,33.8,0.0,0.0,0.0,0.0,2.0,0.1,0.0,0.0,58,False
5037,1.7,0.0,17.0,0.0,659.0,24,8,20,0.0,74.0,3129,20,47,5.9,5.2,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,1.3,0.0,0.0,3.0,4.9,0.0,0.0,0.0,0.0,45,True
37987,4.6,0.0,118.0,0.0,652.0,2,45,21,0.0,184.0,3502,14,75,6,6.9,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,39.0,0.0,0.0,3.0,3.9,1.0,2.4,0.0,0.0,4,False
9077,1.6,14.0,3.0,0.2857142857142857,223.0,33,29,38,1.0,184.0,3731,20,91,0,0,6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,22,False
139270,10.2,,40.0,0.8262032085561497,33.0,25936,25935,27360,0.0,186.0,3769,11,93,0,0,22,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,70.9,0.0,0.0,11.0,6.5,2.0,0.5,0.0,0.0,14,False
21957,3.3,124.0,63.0,0.625,2466.0,4,40,14,1.0,557.0,14249,23,95,0,2.2,22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,58.4,1.0,0.5,18.0,18.9,3.0,3.1,0.0,0.0,114,True
48714,10.7,780.0,550.0,0.6840390879478827,20806.0,43,23,2880,2.0,928.0,18816,19,90,2,2,38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,323.0,1.0,0.3,19.0,3.1,2.0,1.0,3.0,2.6,189,False
24251,3.7,1.0,174.0,0.0,48.0,20,4,21,1.0,185.0,4396,24,97,6,6.5,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,72.4,0.0,0.0,3.0,3.9,1.0,2.4,0.0,0.0,79,True
95241,6.9,326.0,206.0,0.0,466.0,15,4,4,2.0,203.0,3072,16,100,1,0.5,16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,118.2,8.0,8.8,5.0,5.2,8.0,10.3,1.0,1.9,21,False
87096,11.9,56.0,3.0,0.8571428571428571,990.0,4,3,41,0.0,92.0,48620,9,100,0,0,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,27.2,1.0,0.2,18.0,47.5,35.0,60.0,1.0,0.0,4,False
2389,1.0,1.0,0.0,0.5698924731182796,3139.0,4,0,5,1.0,157.0,3995,46,94,15,14.8,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.9,0.0,0.0,1.0,1.7,0.0,0.0,0.0,0.0,36,False
36977,4.1,721.0,560.0,0.28169014084507044,8858.0,54,33,66240,1.0,371.0,13678,23,95,0,0,28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,131.8,1.0,0.4,3.0,2.7,4.0,1.0,2.0,0.9,115,False
48417,8.9,64.0,9.0,0.8571428571428571,990.0,7,6,43,0.0,1849.0,15882,52,75,0,0,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.4,1.0,0.2,18.0,47.5,31.0,58.4,0.0,0.0,4,True
58706,9.8,98.0,20.0,0.8571428571428571,983.0,10,9,47,0.0,1849.0,7795,34,100,0,0,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,14.2,0.0,0.0,17.0,46.7,35.0,59.2,0.0,0.0,5,True
10702,2.4,1340.0,1045.0,0.47761194029850745,0.0,26,8,6,1.0,185.0,3063,15,100,0,0,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,349.2,1.0,0.4,0.0,0.0,5.0,0.7,3.0,3.2,22,False
16458,3.9,43.0,12.0,0.55,6388.0,32,9,7200,1.0,203.0,3314,16,40,0,5,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,31.3,0.0,0.0,20.0,29.5,0.0,0.0,0.0,0.0,43,False
19633,3.2,84.0,34.0,0.0,546.0,24,7,1,0.0,184.0,3726,30,100,1,1.8,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,41.0,0.0,0.0,1.0,0.3,2.0,3.0,1.0,0.0,9,True
233550,15.8,,221.0,0.0,2812.0,1458,1458,2880,9.0,943.0,7098,32,100,3,3,89,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,113.2,0.0,0.0,3.0,4.2,5.0,6.5,1.0,1.9,3,False
17869,4.5,12.0,2.0,0.5436046511627907,3156.0,40,26,54,400.0,1849.0,4151,16,100,0,0,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,False
7564,1.9,178.0,175.0,0.0,1193.0,75,36,23,3.0,129.0,3073,26,100,1,1.4,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,32.6,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,4,False
16307,6.4,26.0,13.0,0.21428571428571427,20.0,21603,15858,100800,2.0,369.0,9812,19,90,0,0,85,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,110.2,1.0,0.1,0.0,0.0,1.0,0.1,1.0,1.3,115,True
5085,2.3,10.0,0.0,0.7857142857142857,1630.0,16,0,19,0.0,1150.0,14621,27,58,0,24.6,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,3.3,0.0,0.0,2.0,1.3,1.0,1.4,0.0,0.0,24,True
14493,2.6,756.0,624.0,0.2777777777777778,8813.0,29,8,66240,1.0,184.0,13884,23,95,0,0,28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,208.0,1.0,0.4,2.0,2.5,4.0,1.0,3.0,1.3,115,False
13281,3.2,399.0,344.0,0.55,10244.0,51,45,1,1.0,371.0,18980,19,90,0,0,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,154.0,1.0,0.7,11.0,11.4,3.0,0.8,1.0,0.7,187,False
149871,13.5,,939.0,0.5519287833827893,329.0,46,45,21,1015.0,1858.0,44361,34,100,0,0,36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,298.0,138.3,1.0,0.2,0.0,0.0,18.0,18.5,2.0,2.5,49,True
19797,4.6,46.0,7.0,0.7857142857142857,1882.0,21,6,24,0.0,92.0,3172,8,96,0,26.1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,30.2,0.0,0.0,1.0,0.4,4.0,4.6,0.0,0.0,25,False
46069,7.1,79.0,30.0,0.7857142857142857,2317.0,30,14,32,0.0,369.0,8868,12,88,0,0,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,53.7,0.0,0.0,0.0,0.0,4.0,4.6,0.0,0.0,26,False
85629,9.7,98.0,32.0,0.7857142857142857,2317.0,33,17,35,0.0,924.0,49457,6,100,0,0,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0,107.4,0.0,0.0,1.0,0.6,4.0,4.6,1.0,3.5,5,False
381587,16.8,,63.0,0.6625,3599.0,17289,17289,17280,2.0,390.0,4312,72,100,0,0,33,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,222.4,8.0,0.7,0.0,0.0,9.0,1.9,2.0,3.1,4,False
7230,1.8,132.0,88.0,0.273972602739726,2489.0,53,31,56,1.0,184.0,3648,29,100,0,0,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58,True
3973,1.3,136.0,99.0,0.273972602739726,2490.0,2,39,1,1.0,184.0,3664,29,100,0,0,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,True
5737,1.8,22.0,0.0,0.8218085106382979,867.0,2,0,125280,0.0,1315.0,13972,27,60,40,43.8,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,59.9,0.0,0.0,19.0,22.6,0.0,0.0,0.0,0.0,25,False
144702,12.6,,51.0,0.7857142857142857,1393.0,43,27,45,0.0,92.0,3212,9,92,0,0,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89.0,154.5,0.0,0.0,1.0,0.6,4.0,4.6,1.0,3.5,38,True
10769,2.2,136.0,80.0,0.6365461847389559,2872.0,42,25,56,4.0,92.0,3206,9,92,0,0,12,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,80.2,0.0,0.0,22.0,19.6,1.0,0.5,0.0,0.0,38,True
53409,7.7,156.0,85.0,0.7857142857142857,1311.0,7,50,1,0.0,92.0,3404,9,96,0,0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.0,119.6,0.0,0.0,0.0,0.0,3.0,4.2,1.0,3.5,26,False
19971,2.9,108.0,54.0,0.2702702702702703,4127.0,50,19,57,1.0,92.0,6488,14,100,0,0,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,100.4,0.0,0.0,2.0,3.1,0.0,0.0,1.0,1.9,17,False
53979,7.7,188.0,98.0,0.7857142857142857,240.0,35,19,1,0.0,92.0,3365,9,96,0,0,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,87.0,40.3,0.0,0.0,0.0,0.0,3.0,4.2,0.0,0.0,26,False
49923,9.8,257.0,229.0,0.5476190476190477,0.0,5773,5773,5760,412.0,1698.0,10785,18,100,0,0,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,296.0,116.2,1.0,0.3,0.0,0.0,15.0,2.0,1.0,0.3,47,False
11234,2.9,1.0,0.0,0.622895622895623,620.0,77782,77773,77760,6.0,926.0,25104,34,95,0,0,39,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,212.1,1.0,0.3,4.0,0.1,9.0,0.8,2.0,0.9,21,False
70848,5.6,304.0,184.0,0.26666666666666666,4836.0,45,15,1,2.0,101.0,10410,15,100,0,0,13,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,147.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,9,True
126031,8.0,,339.0,0.0,467.0,59,48,7,2.0,370.0,3470,40,92,1,0.5,16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,117.7,8.0,8.8,2.0,2.5,7.0,9.3,1.0,1.9,13,False
3778,1.0,10.0,1.0,0.13043478260869565,48.0,14,8,29,2.0,92.0,13081,30,80,2,1.8,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244,False
6752,1.3,13.0,2.0,0.13043478260869565,48.0,14,8,29,2.0,92.0,13063,30,80,2,1.9,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,244,False
7194,1.4,15.0,3.0,0.13043478260869565,48.0,14,8,29,2.0,92.0,13045,30,80,2,1.9,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,244,False
109909,7.0,,149.0,0.6840390879478827,0.0,27,73,22,1.0,1868.0,5266,54,100,0,0,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61.0,18.2,0.0,0.0,1.0,3.2,6.0,3.7,0.0,0.0,23,False
15510,2.0,24.0,6.0,0.13043478260869565,48.0,15,9,30,2.0,370.0,12991,30,80,2,9.7,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,244,True
36367,4.1,426.0,303.0,0.26666666666666666,4837.0,9,37,2,2.0,148.0,6092,38,93,0,0,13,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,182.0,0.0,0.0,0.0,0.0,1.0,0.9,1.0,1.2,15,False
24249,3.2,137.0,64.0,0.47029702970297027,5344.0,60,7,4,1.0,55.0,4004,10,100,0,6,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,103.0,27.1,0.0,0.0,23.0,18.4,1.0,0.2,0.0,0.0,14,False
30886,4.0,80.0,12.0,0.7165354330708661,3156.0,19,16,1,0.0,185.0,3265,14,97,0,15.3,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,49.1,0.0,0.0,28.0,34.0,1.0,1.4,0.0,0.0,29,True
9751,2.3,135.0,69.0,0.7165354330708661,4272.0,43,40,1,1.0,185.0,5566,19,100,0,0,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,31.5,0.0,0.0,18.0,18.3,1.0,0.7,0.0,0.0,14,False
42098,4.4,466.0,333.0,0.26666666666666666,4837.0,19,47,2,2.0,185.0,5939,37,94,0,0,13,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,272.1,1.0,0.6,0.0,0.0,3.0,1.8,2.0,1.8,16,False
24952,3.3,261.0,152.0,0.47029702970297027,6153.0,18,24,4,2.0,556.0,13779,22,91,0,0,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,127.0,124.2,4.0,4.6,14.0,6.4,3.0,1.6,1.0,0.8,55,False
67008,7.6,54.0,5.0,0.55,2789.0,5,2,4320,1.0,92.0,3010,12,90,0,2.6,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,93.4,0.0,0.0,23.0,25.1,19.0,21.0,1.0,1.6,10,False
272861,18.4,,1078.0,0.5436046511627907,328.0,1442,1442,1440,1015.0,92.0,38049,34,100,0,0,36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,295.0,143.4,1.0,0.2,0.0,0.0,19.0,18.6,2.0,2.5,44,False
85202,8.6,71.0,11.0,0.55,3635.0,7,4,4320,1.0,92.0,4026,10,100,0,2.3,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,95.6,0.0,0.0,23.0,25.1,23.0,21.8,1.0,1.0,15,True
33384,4.3,106.0,10.0,0.6666666666666666,2152.0,9,7,1440,0.0,370.0,8853,9,81,0,0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,108.9,0.0,0.0,22.0,17.9,2.0,1.7,0.0,0.0,26,False
83599,6.9,43.0,40.0,0.0,45.0,5762,4333,5760,1.0,471.0,10719,36,85,3,3,22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,153.0,452.8,0.0,0.0,0.0,0.0,5.0,5.6,4.0,3.9,128,False
35926,5.6,113.0,61.0,0.55,10770.0,17,14,4320,1.0,482.0,7181,33,100,0,3.5,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,47.8,0.0,0.0,23.0,25.1,24.0,28.0,0.0,0.0,18,False
16982,3.0,102.0,62.0,0.6840390879478827,1827.0,1441,45,1440,1.0,374.0,3493,92,44,2,2.7,14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,27.8,0.0,0.0,3.0,3.6,17.0,18.6,0.0,0.0,32,True
55861,3.9,122.0,125.0,0.6666666666666666,7336.0,32,32,7,4.0,372.0,18745,19,90,0,0,20,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,52.2,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,187,False
15371,2.8,149.0,73.0,0.7165354330708661,4273.0,45,42,1,1.0,92.0,5376,20,100,0,0,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,40.0,0.0,0.0,18.0,19.8,1.0,0.7,0.0,0.0,15,True
70045,7.9,158.0,93.0,0.55,16848.0,24,21,4320,1.0,927.0,16022,34,80,0,0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,52.2,0.0,0.0,15.0,12.9,19.0,18.5,0.0,0.0,5,False
43974,5.0,1.0,199.0,0.0,48.0,37,21,22,1.0,647.0,5271,13,100,6,7,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,91.0,88.9,0.0,0.0,3.0,4.0,1.0,2.4,0.0,0.0,18,True
15013,2.6,346.0,235.0,0.47029702970297027,6229.0,38,44,5,3.0,185.0,4672,20,100,0,0,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,124.0,117.3,1.0,0.8,5.0,3.0,3.0,2.0,1.0,0.8,6,True
149664,14.5,,124.0,1.0,1140.0,1446,1446,1440,0.0,1213.0,3938,34,89,5,5.8,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,259.9,0.0,0.0,1.0,0.9,12.0,15.2,3.0,6.3,28,True
29556,4.7,39.0,12.0,0.622895622895623,620.0,77783,77774,77760,6.0,741.0,4285,32,100,0,0,39,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,223.6,1.0,0.3,4.0,0.1,9.0,0.8,2.0,0.9,3,True
34980,4.2,1071.0,856.0,0.28169014084507044,71.0,38,20,4,1.0,185.0,3064,16,100,0,0,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,190.0,114.8,1.0,0.8,1.0,0.0,3.0,0.9,1.0,0.8,21,True
8394,2.2,261.0,176.0,0.7338709677419355,5225.0,2,56,1,1.0,371.0,3926,29,99,0,0,17,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,197.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.5,80,True
89627,8.9,188.0,109.0,0.55,16848.0,28,25,4320,1.0,92.0,7728,15,100,0,0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,59.4,0.0,0.0,15.0,12.9,19.0,17.6,0.0,0.0,29,True
26768,3.3,53.0,0.0,0.2631578947368421,1678.0,10,0,6,1.0,18.0,3251,19,77,0,5.8,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,49.9,0.0,0.0,52.0,40.8,5.0,1.6,0.0,0.0,13,False
16717,3.0,262.0,184.0,0.0,548.0,62,45,5,0.0,278.0,44509,28,100,1,0.5,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,32.9,0.0,0.0,0.0,0.0,2.0,1.8,0.0,0.0,3,False
14706,3.7,324.0,223.0,0.55,0.0,1,57,4320,1.0,370.0,7164,33,100,0,0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,126.2,1.0,1.2,3.0,3.6,4.0,3.1,1.0,1.2,18,True
13542,3.1,35.0,14.0,0.55,2015.0,56,0,4,29.0,271.0,3468,27,92,2,6.5,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,89.3,1.0,0.3,10.0,9.0,3.0,3.8,1.0,1.6,339,False
338870,42.4,,2179.0,0.7146464646464646,82.0,1460,79,1440,1.0,1852.0,5930,36,100,0,0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0,348.5,1.0,0.6,1.0,0.1,17.0,3.0,4.0,3.3,21,False
41376,4.2,219.0,117.0,0.2631578947368421,11732.0,35,25,7,1.0,370.0,20191,55,100,0,0,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,39.2,0.0,0.0,28.0,16.4,5.0,1.0,0.0,0.0,13,True
15375,2.0,143.0,80.0,0.46798029556650245,2539.0,31,28,6,3.0,184.0,7572,15,100,0,0,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,31.5,0.0,0.0,9.0,10.1,2.0,1.1,0.0,0.0,28,False
77126,6.1,309.0,211.0,0.6,6066.0,45,3,20,1.0,185.0,6510,15,100,0,0,12,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,153.3,0.0,0.0,2.0,3.2,4.0,0.2,1.0,1.2,18,False
13152,2.3,96.0,0.0,0.5,797.0,8,1,28,3.0,65.0,8399,21,47,0,2.7,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,37.5,0.0,0.0,9.0,6.4,3.0,4.5,0.0,0.0,83,True
27872,3.4,173.0,36.0,0.5,3020.0,16,8,36,3.0,186.0,3095,7,93,0,5.7,12,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,74.1,0.0,0.0,5.0,2.0,3.0,4.4,0.0,0.0,15,True
21113,4.8,12.0,1.0,0.5498575498575499,3561.0,4,1,4,0.0,374.0,3227,14,78,0,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,16.6,0.0,0.0,2.0,2.6,1.0,1.0,0.0,0.0,9,True
