,mcap,liquidity,scams,worth,contract_age,pair_age,wallet,safu_score,buy_tax,owner_type_UNKNOWN,source_Coinbase,source_Kraken,source_SideShift,holds_qty,holds_amt,spoofed_qty,snipers_qty,whales_pct,printed
188,21113,4.8,0.5498575498575499,3561.0,4,1,3227,78,0.0,0.0,0.0,0.0,0.0,12.0,16.6,0.0,2.0,0.0,True
189,64905,5.6,0.6,6089.0,60,18,3453,95,0.0,0.0,0.0,0.0,0.0,179.0,87.8,1.0,2.0,0.0,False
190,36047,5.6,0.0,8164.0,31,3,3422,80,3.0,0.0,0.0,0.0,0.0,111.0,358.3,0.0,24.0,0.9,False
191,26856,4.9,0.0,10385.0,34,6,3299,81,3.0,0.0,0.0,0.0,0.0,105.0,314.5,0.0,22.0,0.9,False
192,15344,2.6,0.4757281553398058,6383.0,37,10,3302,63,0.0,0.0,0.0,0.0,0.0,100.0,34.1,0.0,27.0,0.0,True
193,6702,1.7,0.4757281553398058,6584.0,47,19,19704,100,0.0,0.0,0.0,0.0,0.0,79.0,50.4,0.0,19.0,0.0,False
194,13234,3.8,0.7160804020100503,2016.0,49,40,4042,100,0.0,0.0,0.0,0.0,0.0,52.0,34.4,0.0,0.0,0.0,False
195,14802,3.5,0.5482954545454546,1574.0,3,1,17162,79,0.0,0.0,0.0,0.0,0.0,6.0,2.6,0.0,2.0,0.0,True
196,14033,2.5,0.5,6330.0,46,38,19616,100,0.0,0.0,0.0,0.0,0.0,114.0,84.1,0.0,2.0,0.0,False
197,54642,9.7,0.8571428571428571,211.0,23,22,12408,100,0.0,1.0,0.0,0.0,0.0,162.0,474.3,1.0,7.0,7.1,False
198,56137,5.0,0.4502164502164502,1588.0,46,16,3013,93,0.0,0.0,0.0,0.0,0.0,93.0,60.0,0.0,1.0,0.0,False
199,3026,1.2,0.4734299516908212,854.0,6,1,3285,75,19.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,4.0,0.0,False
200,74710,10.5,0.543661971830986,0.0,7208,1,3140,100,0.0,0.0,0.0,0.0,0.0,17.0,19.7,0.0,2.0,0.0,True
201,3172,1.2,0.7857142857142857,169.0,23,16,3351,96,1.0,0.0,0.0,0.0,0.0,12.0,0.6,0.0,0.0,0.0,False
202,2725,1.1,0.7857142857142857,904.0,23,16,3363,96,1.0,0.0,0.0,0.0,0.0,12.0,0.6,0.0,0.0,0.0,False
203,6487,1.7,0.5,6327.0,33,26,3658,100,0.0,0.0,0.0,0.0,0.0,87.0,59.4,0.0,1.0,0.0,False
204,19007,2.9,0.5743589743589743,2230.0,5,2,5773,95,0.0,0.0,1.0,0.0,0.0,54.0,52.8,0.0,33.0,0.0,False
205,67709,14.5,0.65,13.0,538571,538570,11941,100,0.0,0.0,0.0,0.0,0.0,181.0,679.8,0.0,0.0,5.2,False
206,10493,2.3,0.5,1224.0,2,20,5020,100,5.0,0.0,0.0,0.0,0.0,44.0,16.6,0.0,9.0,0.0,False
207,53220,5.3,0.2658227848101265,4803.0,36,64,6072,94,0.0,0.0,0.0,0.0,0.0,235.0,306.4,1.0,0.0,1.4,False
208,21250,4.5,0.0,347.0,2881,27,4429,100,0.0,0.0,0.0,0.0,0.0,56.0,29.7,0.0,7.0,0.0,True
209,22614,3.4,0.2658227848101265,70.0,55,37,4802,100,0.0,0.0,0.0,0.0,0.0,166.0,114.1,1.0,1.0,0.8,False
210,72487,5.3,1.0,1706.0,3,0,5016,33,0.0,0.0,0.0,0.0,0.0,4.0,5.4,0.0,1.0,0.0,True
211,43709,5.7,0.5,355.0,4332,4329,3380,100,0.0,0.0,0.0,0.0,0.0,404.0,168.7,1.0,0.0,0.4,False
212,25670,3.7,0.686084142394822,1139.0,1453,1442,19306,100,2.0,0.0,0.0,0.0,0.0,70.0,40.8,0.0,2.0,0.0,False
213,43862,4.2,0.4473118279569892,7027.0,31,20,13443,100,0.0,0.0,0.0,0.0,0.0,144.0,32.6,0.0,12.0,0.0,True
214,28776,5.2,0.6666666666666666,0.0,574574,574573,4761,100,0.0,1.0,1.0,0.0,0.0,91.0,68.1,0.0,0.0,0.2,False
215,60377,5.4,0.6,6027.0,39,55,7985,100,0.0,0.0,0.0,0.0,0.0,171.0,38.7,1.0,2.0,0.0,False
216,2220,1.1,0.7857142857142857,665.0,10,0,8969,92,1.0000000000000009,0.0,0.0,0.0,0.0,1.0,0.4,0.0,2.0,0.0,True
217,83625,6.6,0.2658227848101265,70.0,73,54,4622,94,0.0,0.0,0.0,0.0,0.0,183.0,132.6,1.0,1.0,0.8,True
218,12864,4.1,0.5421348314606742,511.0,11527,19,16290,79,0.0,0.0,0.0,0.0,0.0,30.0,1.7,0.0,0.0,0.0,True
219,31357,4.1,0.2658227848101265,70.0,31,71,7922,100,0.0,0.0,0.0,0.0,0.0,180.0,121.3,1.0,1.0,0.8,False
220,7676,2.3,0.875,850.0,6,3,3004,38,0.0,0.0,0.0,0.0,0.0,12.0,5.7,0.0,3.0,0.0,False
221,64064,9.2,0.5421348314606742,494.0,11527,59,3752,97,0.0,0.0,0.0,0.0,0.0,84.0,92.2,1.0,0.0,2.5,False
222,61417,5.4,0.4473118279569892,1115.0,51,21,3619,100,0.0,0.0,0.0,0.0,0.0,169.0,53.2,0.0,0.0,0.0,False
223,16895,2.8,0.2307692307692307,546.0,47,0,20879,58,20.0,0.0,0.0,0.0,0.0,40.0,52.7,3.0,32.0,1.6,False
224,70752,6.4,0.7265625,0.0,49,44,7175,100,0.0,0.0,0.0,0.0,0.0,145.0,133.8,0.0,1.0,0.0,True
225,46241,7.3,0.8571428571428571,0.0,57,56,14918,81,0.0,1.0,0.0,0.0,0.0,98.0,261.7,1.0,1.0,5.4,True
226,7560,2.0,0.7402912621359223,1674.0,18,14,4922,20,0.0,0.0,0.0,0.0,0.0,25.0,24.2,0.0,0.0,0.0,True
227,46497,6.1,0.6666666666666666,665.0,29,23,9455,68,2.0,0.0,0.0,0.0,0.0,115.0,308.1,0.0,1.0,3.5,False
228,49382,7.1,0.6666666666666666,434.0,53,46,4063,64,0.0,0.0,0.0,0.0,0.0,107.0,243.7,0.0,1.0,1.7,False
229,99807,7.3,0.2625,69.0,23,64,5602,100,0.0,0.0,0.0,0.0,0.0,202.0,127.2,1.0,1.0,0.8,False
230,7712,2.5,0.0,669.0,47,0,18807,86,30.0,0.0,0.0,0.0,0.0,28.0,35.3,0.0,20.0,0.0,True
231,7712,2.5,0.0,669.0,47,0,3418,64,30.0,0.0,0.0,0.0,0.0,28.0,35.3,0.0,20.0,0.0,True
232,44596,4.3,0.6,150.0,38,78,9733,100,3.0,0.0,1.0,0.0,0.0,37.0,59.9,0.0,0.0,0.0,False
233,18591,3.5,0.686084142394822,95.0,21602,21601,4744,92,4.0,0.0,0.0,0.0,0.0,60.0,275.3,0.0,4.0,0.5,False
234,12213,2.6,0.0,905.0,29,27,7978,93,0.0,0.0,0.0,0.0,0.0,28.0,589.0,0.0,0.0,2.2,False
235,36808,4.1,0.2307692307692307,3995.0,52,6,5351,100,20.0,0.0,0.0,0.0,0.0,70.0,63.0,1.0,19.0,0.0,True
236,14053,2.4,0.4473118279569892,279.0,12,60,3031,90,0.0,0.0,0.0,0.0,0.0,124.0,35.0,0.0,9.0,0.0,False
237,41492,8.6,0.8571428571428571,207.0,59,58,6671,74,0.0,1.0,0.0,0.0,0.0,104.0,360.0,1.0,0.0,4.2,False
238,4819,1.6,0.7857142857142857,653.0,3,2,10281,85,15.0,0.0,0.0,0.0,0.0,20.0,39.0,0.0,12.0,0.0,False
239,36594,8.1,0.8571428571428571,207.0,60,59,10383,85,0.0,1.0,0.0,0.0,0.0,112.0,362.3,1.0,0.0,4.2,True
240,15941,2.1,0.8333333333333334,1713.0,15,0,19967,59,30.0,0.0,0.0,0.0,0.0,7.0,1.1,0.0,18.0,0.0,False
241,11447,3.3,0.6838709677419355,723.0,42,0,3053,64,20.0,0.0,0.0,0.0,0.0,27.0,14.6,0.0,22.0,0.0,True
242,40589,4.7,0.0,3724.0,22,11,3196,65,15.0,0.0,1.0,0.0,0.0,39.0,55.6,0.0,3.0,0.0,True
243,32745,4.4,0.6,2336.0,13,0,19588,61,0.0,0.0,0.0,0.0,0.0,30.0,35.9,0.0,27.0,0.0,False
244,14038,2.8,0.5247524752475248,361.0,3,0,51277,90,24.0,0.0,0.0,0.0,0.0,39.0,76.1,0.0,34.0,2.3,True
245,31260,4.3,0.6,4436.0,17,4,3794,100,0.0,0.0,0.0,0.0,0.0,84.0,52.4,0.0,14.0,0.0,True
246,18833,3.2,0.5247524752475248,1611.0,7,3,10664,84,24.0,0.0,0.0,0.0,0.0,61.0,92.5,0.0,32.0,2.3,False
247,6891,1.6,0.2105263157894736,0.0,51858,51858,5527,83,0.0,0.0,0.0,0.0,0.0,24.0,16.9,0.0,1.0,0.0,True
248,52002,9.3,0.0,753.0,11,1,3131,100,0.0,0.0,0.0,0.0,0.0,61.0,85.8,0.0,3.0,2.3,False
249,34650,4.4,0.5247524752475248,2751.0,13,10,6722,92,1.0,0.0,0.0,0.0,0.0,71.0,63.8,0.0,28.0,0.0,True
250,8020,2.1,0.6666666666666666,858.0,24,18,10568,84,5.0,0.0,0.0,0.0,0.0,45.0,204.0,0.0,1.0,9.1,True
251,4275,1.5,0.9230769230769232,291.0,13,0,7296,74,15.0,0.0,1.0,0.0,0.0,14.0,14.4,0.0,10.0,0.0,True
252,24698,5.8,0.5406162464985994,30.0,11529,49,11407,91,0.0,0.0,0.0,0.0,0.0,65.0,15.9,0.0,0.0,0.0,True
253,62843,6.1,0.6,14016.0,37,24,68848,100,0.0,0.0,0.0,0.0,0.0,208.0,40.4,0.0,4.0,0.0,True
254,11286,2.2,0.4463519313304721,773.0,35,32,8370,88,0.0,0.0,0.0,0.0,0.0,24.0,12.5,0.0,5.0,0.0,False
255,28393,5.8,0.8571428571428571,0.0,26,25,3667,90,0.0,1.0,0.0,0.0,0.0,102.0,247.3,1.0,1.0,5.9,True
256,52546,5.4,0.5247524752475248,2751.0,22,19,3716,97,1.0,0.0,0.0,0.0,0.0,97.0,85.3,0.0,25.0,0.0,True
257,43710,8.6,0.0,724.0,55,45,4481,100,0.0,0.0,0.0,0.0,0.0,122.0,43.2,0.0,0.0,0.0,False
258,2991,1.3,0.7857142857142857,705.0,13,0,19423,59,25.0,0.0,0.0,0.0,0.0,10.0,12.4,2.0,9.0,0.0,False
259,6863,1.8,0.7153846153846154,3510.0,15,1,19334,60,0.0,0.0,0.0,0.0,0.0,25.0,72.4,0.0,8.0,1.9,False
260,26116,3.6,0.7153846153846154,3512.0,17,3,10898,93,0.0,0.0,0.0,0.0,0.0,68.0,112.9,0.0,6.0,0.0,False
261,7324,1.9,0.684931506849315,613.0,14,1,19213,59,30.0,0.0,0.0,0.0,0.0,44.0,62.0,0.0,27.0,0.6,False
262,13598,2.3,0.3061889250814332,768.0,8,1,6298,100,0.0,0.0,0.0,0.0,0.0,25.0,34.5,0.0,12.0,0.0,False
263,13124,2.7,0.9230769230769232,291.0,17,3,3083,50,15.0,0.0,1.0,0.0,0.0,51.0,135.3,0.0,10.0,1.2,True
264,58738,5.5,0.7153846153846154,3510.0,19,5,3150,67,0.0,0.0,0.0,0.0,0.0,80.0,331.6,0.0,3.0,2.7,True
265,58638,7.5,0.1,188.0,40,36,4392,59,0.0,0.0,0.0,0.0,0.0,97.0,359.3,0.0,6.0,7.8,False
266,49355,5.6,0.6,13112.0,35,22,3212,100,0.0,0.0,0.0,0.0,0.0,277.0,38.9,1.0,2.0,0.0,False
267,22838,3.0,0.3061889250814332,1728.0,12,5,10704,93,0.0,0.0,0.0,0.0,0.0,52.0,47.2,0.0,10.0,0.0,False
268,33828,4.6,0.6,13113.0,42,29,26619,100,0.0,0.0,0.0,0.0,0.0,252.0,53.7,1.0,2.0,0.0,True
269,46741,6.1,0.0,630.0,39,51,4199,100,4.0,0.0,0.0,0.0,0.0,108.0,95.0,0.0,8.0,0.0,False
270,39213,4.6,0.2625,4759.0,43,12,7730,100,0.0,0.0,0.0,0.0,0.0,203.0,292.9,1.0,0.0,1.4,False
271,40204,4.1,0.3061889250814332,5551.0,19,12,12729,91,0.0,0.0,0.0,0.0,0.0,96.0,58.2,0.0,7.0,0.0,False
272,6529,1.8,0.5418994413407822,1634.0,3,0,15753,85,0.0,0.0,0.0,0.0,0.0,3.0,11.9,0.0,1.0,0.0,False
273,29846,3.8,0.684931506849315,3063.0,24,10,4522,98,0.0,0.0,0.0,0.0,0.0,105.0,130.4,0.0,26.0,0.6,True
274,5034,1.5,0.5418994413407822,1632.0,3,1,6748,74,0.0,0.0,0.0,0.0,0.0,10.0,76.8,0.0,1.0,3.3,True
275,38479,3.3,0.8333333333333334,13734.0,54,39,6084,100,2.0,0.0,0.0,0.0,0.0,86.0,120.8,0.0,9.0,1.3,True
276,3446,1.6,0.6666666666666666,2549.0,2,0,6625,100,5.0,0.0,0.0,0.0,0.0,8.0,8.6,0.0,6.0,0.0,False
277,60171,5.0,0.3061889250814332,9436.0,32,25,5339,100,0.0,0.0,0.0,0.0,0.0,173.0,72.9,0.0,4.0,0.0,True
278,5097,1.9,0.6666666666666666,2548.0,5,3,13640,95,5.0,0.0,0.0,0.0,0.0,28.0,36.9,0.0,6.0,0.0,False
279,83225,7.0,0.5247524752475248,1654.0,40,37,5721,89,1.0,0.0,0.0,0.0,0.0,222.0,60.1,0.0,17.0,0.0,False
280,6361,1.9,0.2727272727272727,205.0,9,0,5010,88,30.0,0.0,0.0,0.0,0.0,56.0,35.5,23.0,35.0,0.0,False
281,27011,3.6,0.4418604651162791,7228.0,44,22,5471,95,0.0,0.0,0.0,0.0,0.0,170.0,225.9,11.0,9.0,2.4,False
282,12983,2.4,0.5736040609137056,4138.0,17,14,3417,100,0.0,0.0,1.0,0.0,0.0,49.0,45.3,0.0,11.0,0.0,True
283,6285,1.7,0.6,5876.0,23,19,3699,100,0.0,0.0,0.0,0.0,0.0,42.0,42.3,0.0,4.0,0.0,False
284,34450,4.0,0.4418604651162791,7229.0,46,24,4170,96,0.0,0.0,0.0,0.0,0.0,171.0,222.3,11.0,9.0,2.4,True
285,57318,5.4,0.5714285714285714,997.0,8,49,3836,100,1.0,0.0,0.0,0.0,1.0,107.0,21.5,0.0,4.0,0.0,False
286,10061,2.2,0.4409282700421941,7229.0,56,33,5365,95,0.0,0.0,0.0,0.0,0.0,137.0,283.2,2.0,0.0,1.8,False
287,14375,2.7,0.6,673.0,30,22,19807,60,25.0,0.0,1.0,0.0,0.0,71.0,54.9,0.0,24.0,0.0,True
288,11573,2.2,0.4666666666666667,3422.0,40,22,17491,93,0.0,0.0,0.0,0.0,0.0,39.0,18.7,0.0,3.0,0.0,False
289,30214,3.5,0.4666666666666667,3421.0,44,27,3591,100,0.0,0.0,0.0,0.0,0.0,67.0,34.5,0.0,3.0,0.0,False
290,12178,2.5,0.5636363636363636,4183.0,16,9,12292,80,0.0,0.0,0.0,0.0,0.0,44.0,71.3,0.0,16.0,0.0,False
291,45349,4.8,0.0,2051.0,35,22,4145,82,1.0,0.0,0.0,0.0,0.0,146.0,66.3,0.0,16.0,0.0,False
292,47434,4.4,0.4666666666666667,3421.0,45,27,7924,75,0.0,0.0,0.0,0.0,0.0,73.0,37.4,0.0,3.0,0.0,False
293,19554,3.2,0.6493506493506493,637.0,8,54,8986,100,1.0,0.0,0.0,0.0,0.0,98.0,95.1,0.0,5.0,0.9,False
294,61738,5.1,0.4666666666666667,3421.0,53,36,5513,100,0.0,0.0,0.0,0.0,0.0,126.0,124.3,1.0,3.0,0.6,True
295,85366,4.7,0.6,655.0,49,42,5415,100,2.0,0.0,1.0,0.0,0.0,136.0,57.6,0.0,16.0,0.0,True
296,22955,3.1,0.4666666666666667,3422.0,6,48,3403,100,0.0,0.0,0.0,0.0,0.0,124.0,128.0,1.0,2.0,0.6,False
297,29499,3.9,0.5,2674.0,41,36,3664,79,2.0,0.0,0.0,0.0,0.0,56.0,48.6,0.0,1.0,0.0,True
298,34768,4.2,0.5636363636363636,4183.0,22,15,11975,96,0.0,0.0,0.0,0.0,0.0,67.0,74.8,0.0,15.0,0.0,True
299,17043,2.7,0.4666666666666667,3423.0,17,59,4180,100,0.0,0.0,0.0,0.0,0.0,102.0,123.4,1.0,2.0,0.7,True
300,28293,3.4,0.25,5091.0,30,14,3562,96,0.0,0.0,0.0,0.0,0.0,121.0,33.9,0.0,54.0,0.0,False
301,18299,3.0,0.5,2962.0,19,14,12475,92,2.0,0.0,0.0,0.0,0.0,63.0,47.2,0.0,1.0,0.0,False
302,9331,2.1,0.7857142857142857,1208.0,5,1,5809,100,25.0,0.0,0.0,0.0,0.0,30.0,95.4,0.0,5.0,0.0,True
303,85492,6.6,0.5,134.0,37,30,7676,99,0.0,0.0,0.0,0.0,0.0,156.0,36.7,1.0,0.0,0.0,True
304,31112,2.7,0.0,212.0,20,12,6154,100,5.0,0.0,1.0,0.0,0.0,35.0,62.2,0.0,1.0,0.0,False
305,39542,4.2,0.454356846473029,6092.0,35,23,19077,100,0.0,0.0,0.0,0.0,0.0,99.0,39.2,0.0,9.0,0.0,False
306,25884,3.4,0.454356846473029,6092.0,41,29,4876,96,0.0,0.0,0.0,0.0,0.0,105.0,32.1,0.0,7.0,0.0,True
307,59265,4.1,0.6,643.0,53,45,4619,100,2.0,0.0,1.0,0.0,0.0,192.0,88.7,1.0,12.0,0.0,False
308,1785,0.8,0.5,78.0,42,2,11809,51,14.0,0.0,0.0,0.0,0.0,11.0,4.7,0.0,5.0,0.0,True
309,66890,8.1,0.2833333333333333,10114.0,42,32,9171,100,0.0,0.0,0.0,0.0,0.0,372.0,399.7,1.0,1.0,3.0,False
310,52256,3.8,0.4691943127962085,2169.0,69,66,7359,75,0.0,0.0,0.0,0.0,0.0,129.0,22.5,0.0,2.0,0.0,False
311,25172,3.3,0.2823529411764706,3921.0,16,3,4368,96,0.0,0.0,0.0,0.0,0.0,78.0,26.2,0.0,36.0,0.0,True
312,25192,3.6,0.0,281.0,57,36,12015,92,1.0,0.0,0.0,0.0,0.0,71.0,166.2,0.0,3.0,2.8,False
313,22103,2.5,0.6,642.0,25,17,4142,100,2.0,0.0,1.0,0.0,0.0,171.0,75.2,1.0,5.0,0.0,True
314,35270,4.3,0.25,604.0,9,3,16418,81,23.0,0.0,0.0,0.0,0.0,58.0,154.1,0.0,20.0,1.7,False
315,65356,5.5,0.454356846473029,5632.0,58,46,10479,97,0.0,0.0,0.0,0.0,0.0,134.0,159.0,1.0,4.0,0.7,True
316,4199,1.4,0.8,2470.0,21,17,4200,96,0.0,0.0,0.0,0.0,0.0,20.0,17.5,0.0,0.0,0.0,False
317,64977,6.2,0.6,0.0,15858,15858,13306,92,5.0,0.0,0.0,0.0,0.0,105.0,335.9,0.0,0.0,1.3,True
318,11819,2.5,0.25,3763.0,12,6,19539,61,11.0,0.0,0.0,0.0,0.0,62.0,164.8,0.0,20.0,1.7,False
319,24976,3.6,0.0,281.0,7,44,3788,83,1.0,0.0,0.0,0.0,0.0,77.0,177.7,0.0,3.0,2.8,True
320,13990,2.6,0.0,748.0,35,23,3599,100,20.0,0.0,0.0,0.0,1.0,83.0,39.2,0.0,5.0,0.0,True
321,16575,2.9,0.4545454545454545,1109.0,72,42,7092,100,0.0,0.0,0.0,0.0,0.0,122.0,20.6,0.0,1.0,0.0,False
322,51631,5.1,0.0,747.0,48,35,3291,100,10.0,0.0,0.0,0.0,1.0,103.0,106.5,0.0,5.0,1.8,False
323,52120,5.5,0.5,850.0,31,18,3583,100,1.0,0.0,0.0,0.0,0.0,83.0,84.6,0.0,2.0,2.5,False
324,53274,9.3,0.6,10848.0,33,24,3379,100,1.0,0.0,0.0,0.0,0.0,146.0,79.0,0.0,13.0,1.0,False
325,10887,2.3,0.5879396984924623,5549.0,4341,4341,4243,100,0.0,0.0,0.0,0.0,0.0,125.0,135.3,1.0,1.0,1.0,False
326,34075,7.4,0.6,11952.0,45,36,3064,92,1.0,0.0,0.0,0.0,0.0,147.0,74.6,0.0,11.0,1.0,False
327,61749,5.5,0.8,2471.0,12,8,4947,100,0.0,0.0,0.0,0.0,0.0,57.0,266.1,0.0,0.0,5.0,False
328,4761,1.5,0.9305555555555556,117.0,23,3,19186,57,20.0,0.0,0.0,0.0,0.0,53.0,40.2,0.0,1.0,0.0,False
329,22406,3.4,0.5,105.0,55,36,18296,92,1.0,0.0,0.0,0.0,1.0,88.0,25.0,0.0,4.0,0.0,True
330,14936,2.7,0.559228650137741,883.0,13,10,3334,96,0.0,0.0,0.0,0.0,0.0,64.0,24.0,0.0,0.0,0.0,True
331,6747,1.8,0.5194174757281553,684.0,5,2,3946,60,24.0,0.0,0.0,0.0,0.0,26.0,13.6,0.0,18.0,0.0,False
332,24537,3.3,0.6,3991.0,25,15,5237,100,0.0,0.0,0.0,0.0,0.0,88.0,262.8,0.0,6.0,2.9,True
333,8923,2.4,0.6,13156.0,12,58,3028,70,0.0,0.0,0.0,0.0,0.0,166.0,264.3,1.0,1.0,1.0,False
334,9452,3.2,1.0,832.0,10,0,3559,76,20.0,0.0,0.0,0.0,0.0,15.0,9.4,0.0,14.0,0.0,False
335,23705,3.7,0.5,521.0,44,31,4540,93,0.5,0.0,0.0,0.0,0.0,108.0,146.0,0.0,2.0,3.4,False
336,33671,3.9,0.6,5209.0,42,32,3092,85,0.0,0.0,0.0,0.0,0.0,122.0,271.1,0.0,4.0,2.3,False
337,73636,1.3,0.7428571428571429,28731.0,57612,48979,3969,100,0.0,0.0,0.0,0.0,0.0,149.0,854.5,0.0,0.0,5.7,True
338,13812,2.0,0.6,161.0,26,19,3951,100,2.0,0.0,1.0,0.0,0.0,160.0,70.1,1.0,4.0,0.0,False
339,23304,3.4,0.4508196721311475,1110.0,59,29,7147,100,0.0,0.0,0.0,0.0,0.0,124.0,20.7,0.0,0.0,0.0,False
340,19426,5.6,0.6,13756.0,27,18,6217,81,1.0,0.0,0.0,0.0,0.0,117.0,33.2,0.0,7.0,0.0,False
341,43198,4.7,0.5,129.0,6,46,18125,92,1.0,0.0,0.0,0.0,1.0,122.0,119.5,0.0,4.0,2.9,True
342,61901,5.6,0.4508196721311475,4536.0,15,3,7920,100,0.0,0.0,0.0,0.0,0.0,191.0,284.8,1.0,2.0,3.2,False
343,56627,7.5,0.6296296296296297,795.0,45,50,3070,87,1.3,0.0,0.0,0.0,0.0,58.0,21.3,0.0,0.0,0.0,True
344,95628,7.2,0.2790697674418604,4783.0,41,69,5266,100,0.0,0.0,0.0,0.0,0.0,198.0,290.5,1.0,0.0,1.4,False
345,13903,2.4,0.2758620689655172,3507.0,20,6,4820,100,0.0,0.0,0.0,0.0,0.0,73.0,21.1,0.0,26.0,0.0,False
346,2947,0.8,0.8571428571428571,238.0,44,38,3089,88,0.0,1.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,True
347,36993,4.1,0.6,4199.0,5,55,3864,86,0.0,0.0,0.0,0.0,0.0,150.0,276.5,0.0,4.0,4.1,False
348,6414,1.7,0.2758620689655172,74.0,52,38,4150,100,0.0,0.0,0.0,0.0,0.0,81.0,34.9,0.0,4.0,0.0,False
349,19741,2.9,0.4647887323943662,337.0,17,0,5862,74,0.0,0.0,0.0,0.0,0.0,42.0,28.8,0.0,41.0,0.0,True
350,11438,2.2,0.4647887323943662,1217.0,18,0,4218,50,0.0,0.0,0.0,0.0,0.0,46.0,41.2,0.0,36.0,0.0,False
351,42475,4.2,0.5589041095890411,1705.0,21,19,3321,100,0.0,0.0,0.0,0.0,0.0,17.0,17.5,0.0,2.0,0.0,False
352,24374,3.6,1.0,3300.0,57,44,3346,83,1.0,0.0,0.0,0.0,0.0,129.0,37.6,0.0,0.0,0.0,True
353,14582,2.7,0.559228650137741,790.0,64,62,8092,100,0.0,0.0,0.0,0.0,0.0,73.0,28.9,0.0,0.0,0.0,False
354,15735,2.7,0.6,3872.0,32,22,4792,100,0.0,0.0,0.0,0.0,0.0,130.0,190.4,0.0,1.0,1.4,False
355,69275,5.9,0.4508196721311475,4542.0,56,44,7918,100,0.0,0.0,0.0,0.0,0.0,195.0,271.4,1.0,1.0,3.2,False
356,19144,2.9,0.4647887323943662,5881.0,29,12,3974,93,0.0,0.0,0.0,0.0,0.0,121.0,50.0,0.0,14.0,0.0,True
357,48768,5.0,0.4498977505112474,4550.0,54,42,3720,100,0.0,0.0,0.0,0.0,0.0,195.0,259.6,1.0,1.0,3.2,False
358,12538,2.3,0.2727272727272727,2909.0,23,9,4190,55,0.0,0.0,0.0,0.0,0.0,60.0,46.8,0.0,14.0,0.0,False
359,6486,1.9,0.0,101.0,43,19,3223,50,1.0,0.0,0.0,0.0,0.0,15.0,1.9,1.0,0.0,0.0,True
360,50862,6.5,0.6,6275.0,12,11,3378,85,0.0,0.0,0.0,0.0,0.0,88.0,96.9,0.0,12.0,1.2,False
361,30567,4.1,0.5,0.0,53,25,13586,94,1.0,0.0,0.0,0.0,0.0,48.0,10.7,39.0,23.0,0.0,False
362,9083,2.0,0.2696629213483146,3995.0,48,33,6635,98,0.0,0.0,0.0,0.0,0.0,63.0,45.2,0.0,9.0,0.0,True
363,7331,1.9,0.0,1262.0,32,19,3747,100,2.0,0.0,0.0,0.0,1.0,59.0,66.0,0.0,0.0,0.6,True
364,17042,2.8,0.6,3872.0,34,24,4079,100,0.0,0.0,0.0,0.0,0.0,130.0,192.5,0.0,1.0,1.4,True
365,43441,6.0,0.6,11275.0,19,17,31406,99,0.0,0.0,0.0,0.0,0.0,124.0,45.2,0.0,13.0,0.0,False
366,9125,1.9,0.2696629213483146,4923.0,5,29,6579,98,0.0,0.0,0.0,0.0,0.0,79.0,17.0,0.0,2.0,0.0,False
367,3199,1.3,0.8,388.0,21,1,12400,80,2.0,0.0,0.0,0.0,0.0,6.0,164.5,0.0,1.0,3.2,True
368,19804,2.9,0.6,656.0,26,0,5351,74,0.0,0.0,0.0,0.0,0.0,35.0,15.7,0.0,33.0,0.0,False
369,18126,3.0,0.0,1268.0,62,50,3002,100,2.0,0.0,0.0,0.0,1.0,66.0,67.4,0.0,0.0,0.6,True
370,6422,2.0,0.4480651731160896,713.0,13,0,4826,74,2.0,0.0,0.0,0.0,0.0,24.0,26.4,0.0,9.0,0.0,True
371,8851,2.1,0.8,472.0,22,2,4823,83,2.0,0.0,0.0,0.0,0.0,21.0,189.0,0.0,1.0,3.2,False
372,25492,3.9,0.5219512195121951,1658.0,53,50,3729,100,1.0,0.0,0.0,0.0,0.0,161.0,32.3,0.0,17.0,0.0,True
