cleaned
mcap,liquidity,buy,sell,scams,worth,contract_age,pair_age,funding_time,source,airdrops,amount,wallet,ape_score,safu_score,buy_tax,sell_tax,owner_type,owner_quant,holds_qty,holds_amt,spoofed_qty,spoofed_pct,snipers_qty,snipers_pct,fresh_qty,fresh_pct,whales_qty,whales_pct,safu_score_qty,printed
28262,4.0,219,75,0.7338709677419360,6775.0,33,28,1,Binance,0.0,557.0,3709,29,99,0,0,RENOUNCED,9,143.0,135.2,0.0,0.0,16.0,10.6,4.0,2.8,0.0,0.0,79,TRUE
26396,3.6,113,69,0.9130434782608700,0.0,42,53,11,Binance,2.0,364.0,13696,23,72,0,0,UNKNOWN,12,40.0,15.4,0.0,0.0,1.0,1.1,3.0,11.0,1.0,0.0,87,FALSE
11248,2.5,39,0,0.4864864864864870,376.0,12,3,45,Binance,0.0,46.0,3502,23,70,25,31.8,INDIVIDUAL,4,31.0,11.2,0.0,0.0,7.0,10.8,1.0,1.1,0.0,0.0,202,FALSE
17547,3.1,49,1,0.4864864864864870,376.0,14,5,47,Binance,0.0,46.0,3496,23,70,25,33.4,INDIVIDUAL,4,40.0,14.0,0.0,0.0,7.0,10.8,1.0,1.1,0.0,0.0,202,FALSE
10228,2.4,245,146,0.7338709677419360,5817.0,44,39,1,Binance,1.0,371.0,18895,18,90,0,0,RENOUNCED,15,90.0,191.3,0.0,0.0,5.0,3.4,0.0,0.0,1.0,0.5,187,FALSE
356593,18.9,,143,0.8333333333333330,75.0,8645,8644,8640,Binance,1.0,471.0,5073,11,100,0,0,RENOUNCED,8,467.0,57.9,1.0,0.4,18.0,12.5,15.0,1.3,1.0,0.6,3,FALSE
6819,2.9,9,0,0.0,2599.0,4,0,5,Mexc,0.0,92.0,4863,1,33,15,29.2,INDIVIDUAL,4,1.0,1.4,0.0,0.0,9.0,11.5,0.0,0.0,0.0,0.0,12,TRUE
8709,2.1,54,6,0.0,471.0,33,22,52,Binance,2.0,92.0,3195,21,47,0.7,1.9,INDIVIDUAL,14,37.0,21.9,8.0,8.8,6.0,5.9,5.0,6.8,0.0,0.0,43,TRUE
13391,2.4,67,26,0.28169014084507000,2824.0,18,4,26,Mexc,1.0,371.0,3441,31,97,0,8,RENOUNCED,9,53.0,25.7,0.0,0.0,22.0,23.9,0.0,0.0,0.0,0.0,128,FALSE
18598,4.8,46,3,0.0,3092.0,9,4,5,Mexc,0.0,557.0,8164,1,33,10,32.7,INDIVIDUAL,6,23.0,64.5,0.0,0.0,9.0,29.7,0.0,0.0,1.0,0.8,12,TRUE
73852,5.8,460,313,0.2857142857142860,5857.0,22,3,1,Mexc,1.0,662.0,7325,22,100,0,0,RENOUNCED,10,173.0,114.1,1.0,0.7,2.0,0.4,2.0,0.8,1.0,0.7,16,FALSE
10211,2.3,65,13,0.4864864864864870,3375.0,30,21,1,Binance,0.0,37.0,4202,17,100,25,24.4,INDIVIDUAL,8,51.0,22.5,0.0,0.0,7.0,10.8,1.0,1.1,0.0,0.0,5,FALSE
121340,7.5,,404,0.28169014084507000,6390.0,54,35,1,Mexc,1.0,557.0,4604,38,91,0,0,RENOUNCED,11,208.0,130.9,1.0,0.7,3.0,0.6,3.0,0.8,1.0,0.7,33,FALSE
28133,3.4,219,122,0.28169014084507000,9322.0,56,35,66240,Binance,1.0,371.0,6342,13,97,0,0,RENOUNCED,26,130.0,51.1,0.0,0.0,32.0,27.4,7.0,3.4,0.0,0.0,72,TRUE
138850,8.1,,423,0.28169014084507000,6394.0,57,38,1,Mexc,1.0,278.0,3719,9,100,0,0,RENOUNCED,11,217.0,144.0,1.0,0.7,3.0,0.6,3.0,0.8,1.0,0.7,12,FALSE
29051,3.9,1234,940,0.48484848484848500,0.0,31,13,2,Binance,1.0,111.0,5731,18,93,0,0,RENOUNCED,11,263.0,267.7,1.0,0.4,0.0,0.0,3.0,0.4,2.0,2.8,29,TRUE
13772,2.7,1259,965,0.48484848484848500,0.0,3,44,3,Binance,1.0,464.0,4637,27,78,0,0,RENOUNCED,11,257.0,353.7,1.0,0.4,0.0,0.0,3.0,0.4,3.0,3.2,18,FALSE
69833,5.4,271,155,0.28169014084507000,8862.0,11,49,66240,Binance,1.0,92.0,20881,17,94,0,0,RENOUNCED,28,154.0,89.3,0.0,0.0,24.0,18.4,7.0,2.9,0.0,0.0,16,FALSE
143720,11.3,,101,0.0,743.0,60,60,5,Kraken,2.0,468.0,5685,11,100,1,2,INDIVIDUAL,9,106.0,103.4,0.0,0.0,19.0,22.2,18.0,22.1,0.0,0.0,46,FALSE
85810,6.1,367,230,0.28169014084507000,8864.0,29,7,66240,Binance,1.0,372.0,5831,23,90,0,0,RENOUNCED,28,179.0,73.6,0.0,0.0,14.0,12.7,4.0,1.1,0.0,0.0,21,FALSE
17725,2.2,126,49,0.3333333333333330,154.0,50,18,1,Coinbase,0.0,372.0,4079,30,100,1,1,RENOUNCED,9,96.0,56.9,0.0,0.0,6.0,11.6,4.0,3.8,0.0,0.0,8,TRUE
213212,10.0,,453,0.28169014084507000,6395.0,6,46,2,Mexc,1.0,1204.0,7399,22,100,0,0,RENOUNCED,11,249.0,143.1,1.0,0.7,4.0,0.7,4.0,0.9,1.0,0.7,17,TRUE
20194,3.0,394,266,0.0,3683.0,2,54,20,Binance,3.0,186.0,3622,29,100,0,0,RENOUNCED,14,112.0,40.8,0.0,0.0,4.0,4.2,3.0,2.0,0.0,0.0,58,FALSE
15602,2.8,88,41,0.0,469.0,36,25,1,Binance,2.0,279.0,3222,21,48,0.7,2.2,RENOUNCED,16,51.0,22.1,8.0,8.8,6.0,7.7,8.0,11.7,0.0,0.0,44,TRUE
31812,3.8,407,269,0.0,3683.0,4,56,20,Binance,3.0,186.0,7701,15,100,0,0,RENOUNCED,14,119.0,42.1,0.0,0.0,4.0,4.2,2.0,1.7,0.0,0.0,31,FALSE
72608,5.9,850,625,0.28169014084507000,6397.0,35,17,2,Mexc,1.0,93.0,5505,18,94,0,0,RENOUNCED,11,253.0,138.7,1.0,0.7,2.0,0.1,4.0,0.8,1.0,0.7,31,TRUE
2386,0.7,106,85,0.4824120603015080,2248.0,28,24,4320,FixedFloat,2.0,186.0,20601,57,100,0,0,RENOUNCED,11,36.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,FALSE
750077,59.7,,103,0.7401960784313730,23730.0,28807,24488,28800,INDIVIDUAL,1.0,981.0,3281,2,100,0,0,RENOUNCED,42,363.0,149.2,2.0,0.3,0.0,0.0,23.0,5.7,2.0,1.3,8,TRUE
602389,36.5,,462,0.0,1190.0,8655,7205,10080,INDIVIDUAL,0.0,1401.0,4205,13,89,0,0,RENOUNCED,24,591.0,448.9,1.0,0.3,0.0,0.0,10.0,2.2,8.0,4.9,9,FALSE
4951,1.4,11,0,0.0,346.0,13,1,4,Binance,1.0,111.0,11589,41,59,0,5.2,INDIVIDUAL,4,12.0,1.7,0.0,0.0,5.0,7.0,1.0,1.6,0.0,0.0,80,TRUE
9378,2.0,24,0,0.48,916.0,31,0,46,Kucoin,1.0,93.0,4303,24,96,0,22.5,INDIVIDUAL,5,25.0,11.5,0.0,0.0,24.0,34.2,1.0,0.7,0.0,0.0,79,FALSE
14422,4.4,6,2,0.7857142857142860,1292.0,406081,406081,406080,Binance,1.0,559.0,16635,20,92,4,6.6,RENOUNCED,14,170.0,248.4,1.0,0.0,0.0,0.0,4.0,4.7,3.0,1.1,52,FALSE
14325,2.7,1295,1000,0.48484848484848500,0.0,54,36,3,Binance,1.0,93.0,4610,17,94,0,0,RENOUNCED,11,251.0,356.1,1.0,0.4,0.0,0.0,4.0,0.7,3.0,3.2,32,FALSE
41915,4.7,145,50,0.4864864864864870,1180.0,47,38,2,Binance,0.0,55.0,8750,7,100,1,1,RENOUNCED,15,89.0,17.0,0.0,0.0,5.0,8.9,2.0,1.1,0.0,0.0,4,TRUE
73659,5.6,436,285,0.28169014084507000,8865.0,43,21,66240,Binance,1.0,818.0,8298,28,100,0,0,RENOUNCED,28,202.0,74.4,0.0,0.0,9.0,7.1,4.0,1.1,0.0,0.0,24,FALSE
315417,45.4,,1571,0.0,0.0,1445,1441,11520,Bitget,0.0,1956.0,67896,34,94,5,5,UNKNOWN,20,414.0,890.2,0.0,0.0,0.0,0.0,11.0,10.6,12.0,9.4,31,FALSE
14597,2.7,65,24,0.6944444444444440,2336.0,48,40,4,Binance,0.0,371.0,3093,33,57,0,0,RENOUNCED,11,49.0,22.7,0.0,0.0,1.0,1.6,1.0,0.8,1.0,0.0,93,FALSE
40576,4.2,53,0,0.47761194029850700,668.0,56,0,58,Mexc,1.0,18.0,3340,23,70,0,4.6,INDIVIDUAL,4,54.0,36.5,2.0,0.7,53.0,51.9,1.0,2.0,0.0,0.0,10,TRUE
5037,1.7,0,17,0.0,659.0,24,8,20,Mexc,0.0,74.0,3129,20,47,5.9,5.2,INDIVIDUAL,7,18.0,1.3,0.0,0.0,3.0,4.9,0.0,0.0,0.0,0.0,45,TRUE
2021,1.0,2,0,0.0,721.0,18,2,20,INDIVIDUAL,0.0,20.0,13235,29,80,20,34.8,INDIVIDUAL,5,4.0,0.6,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,240,TRUE
17031,2.8,262,181,0.47761194029850700,7705.0,35,38,1,Mexc,3.0,370.0,3170,13,92,0,0,RENOUNCED,15,106.0,30.2,0.0,0.0,17.0,18.5,2.0,1.4,0.0,0.0,36,FALSE
24011,3.3,589,417,0.5,3654.0,25,18,23,Binance,3.0,370.0,3665,29,100,0,0,RENOUNCED,17,125.0,33.8,0.0,0.0,0.0,0.0,2.0,0.1,0.0,0.0,58,FALSE
5037,1.7,0,17,0.0,659.0,24,8,20,Mexc,0.0,74.0,3129,20,47,5.9,5.2,INDIVIDUAL,7,18.0,1.3,0.0,0.0,3.0,4.9,0.0,0.0,0.0,0.0,45,TRUE
37987,4.6,0,118,0.0,652.0,2,45,21,Mexc,0.0,184.0,3502,14,75,6,6.9,RENOUNCED,11,66.0,39.0,0.0,0.0,3.0,3.9,1.0,2.4,0.0,0.0,4,FALSE
9077,1.6,14,3,0.2857142857142860,223.0,33,29,38,Binance,1.0,184.0,3731,20,91,0,0,UNKNOWN,6,10.0,8.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,22,FALSE
139270,10.2,,40,0.8262032085561500,33.0,25936,25935,27360,Bitget,0.0,186.0,3769,11,93,0,0,RENOUNCED,22,193.0,70.9,0.0,0.0,11.0,6.5,2.0,0.5,0.0,0.0,14,FALSE
21957,3.3,124,63,0.625,2466.0,4,40,14,FixedFloat,1.0,557.0,14249,23,95,0,2.2,RENOUNCED,22,90.0,58.4,1.0,0.5,18.0,18.9,3.0,3.1,0.0,0.0,114,TRUE
48714,10.7,780,550,0.6840390879478830,20806.0,43,23,2880,INDIVIDUAL,2.0,928.0,18816,19,90,2,2,RENOUNCED,38,197.0,323.0,1.0,0.3,19.0,3.1,2.0,1.0,3.0,2.6,189,FALSE
24251,3.7,1,174,0.0,48.0,20,4,21,Mexc,1.0,185.0,4396,24,97,6,6.5,RENOUNCED,14,75.0,72.4,0.0,0.0,3.0,3.9,1.0,2.4,0.0,0.0,79,TRUE
95241,6.9,326,206,0.0,466.0,15,4,4,Binance,2.0,203.0,3072,16,100,1,0.5,RENOUNCED,16,167.0,118.2,8.0,8.8,5.0,5.2,8.0,10.3,1.0,1.9,21,FALSE
87096,11.9,56,3,0.8571428571428570,990.0,4,3,41,Binance,0.0,92.0,48620,9,100,0,0,UNKNOWN,3,48.0,27.2,1.0,0.2,18.0,47.5,35.0,60.0,1.0,0.0,4,FALSE
2389,1.0,1,0,0.5698924731182800,3139.0,4,0,5,FixedFloat,1.0,157.0,3995,46,94,15,14.8,INDIVIDUAL,4,2.0,9.9,0.0,0.0,1.0,1.7,0.0,0.0,0.0,0.0,36,FALSE
36977,4.1,721,560,0.28169014084507000,8858.0,54,33,66240,Binance,1.0,371.0,13678,23,95,0,0,RENOUNCED,28,171.0,131.8,1.0,0.4,3.0,2.7,4.0,1.0,2.0,0.9,115,FALSE
3965,2.0,1,0,0.991304347826087,0.0,37,0,23040,INDIVIDUAL,1.0,1017.0,16246,26,15,0,0,INDIVIDUAL,15,,,,,,,,,,,13,TRUE
48417,8.9,64,9,0.8571428571428570,990.0,7,6,43,Binance,0.0,1849.0,15882,52,75,0,0,UNKNOWN,3,50.0,40.4,1.0,0.2,18.0,47.5,31.0,58.4,0.0,0.0,4,TRUE
58706,9.8,98,20,0.8571428571428570,983.0,10,9,47,Binance,0.0,1849.0,7795,34,100,0,0,UNKNOWN,4,66.0,14.2,0.0,0.0,17.0,46.7,35.0,59.2,0.0,0.0,5,TRUE
10702,2.4,1340,1045,0.47761194029850700,0.0,26,8,6,Binance,1.0,185.0,3063,15,100,0,0,RENOUNCED,11,247.0,349.2,1.0,0.4,0.0,0.0,5.0,0.7,3.0,3.2,22,FALSE
16458,3.9,43,12,0.55,6388.0,32,9,7200,Kucoin,1.0,203.0,3314,16,40,0,5,INDIVIDUAL,4,38.0,31.3,0.0,0.0,20.0,29.5,0.0,0.0,0.0,0.0,43,FALSE
1926,1.0,0,0,0.7857142857142860,191.0,9,0,879840,Binance,1.0,184.0,13037,29,80,2,7.5,INDIVIDUAL,158,,,,,,,,,,,241,TRUE
19633,3.2,84,34,0.0,546.0,24,7,1,INDIVIDUAL,0.0,184.0,3726,30,100,1,1.8,RENOUNCED,16,49.0,41.0,0.0,0.0,1.0,0.3,2.0,3.0,1.0,0.0,9,TRUE
233550,15.8,,221,0.0,2812.0,1458,1458,2880,Coinbase,9.0,943.0,7098,32,100,3,3,RENOUNCED,89,245.0,113.2,0.0,0.0,3.0,4.2,5.0,6.5,1.0,1.9,3,FALSE
17869,4.5,12,2,0.5436046511627910,3156.0,40,26,54,Binance,400.0,1849.0,4151,16,100,0,0,RENOUNCED,7,10.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,FALSE
7564,1.9,178,175,0.0,1193.0,75,36,23,Binance,3.0,129.0,3073,26,100,1,1.4,INDIVIDUAL,16,47.0,32.6,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,4,FALSE
16307,6.4,26,13,0.21428571428571400,20.0,21603,15858,100800,01121994.eth,2.0,369.0,9812,19,90,0,0,RENOUNCED,85,72.0,110.2,1.0,0.1,0.0,0.0,1.0,0.1,1.0,1.3,115,TRUE
5085,2.3,10,0,0.7857142857142860,1630.0,16,0,19,Kucoin,0.0,1150.0,14621,27,58,0,24.6,INDIVIDUAL,3,9.0,3.3,0.0,0.0,2.0,1.3,1.0,1.4,0.0,0.0,24,TRUE
14493,2.6,756,624,0.2777777777777780,8813.0,29,8,66240,Binance,1.0,184.0,13884,23,95,0,0,RENOUNCED,28,137.0,208.0,1.0,0.4,2.0,2.5,4.0,1.0,3.0,1.3,115,FALSE
13281,3.2,399,344,0.55,10244.0,51,45,1,FixedFloat,1.0,371.0,18980,19,90,0,0,RENOUNCED,9,101.0,154.0,1.0,0.7,11.0,11.4,3.0,0.8,1.0,0.7,187,FALSE
149871,13.5,,939,0.5519287833827890,329.0,46,45,21,Kucoin,1015.0,1858.0,44361,34,100,0,0,RENOUNCED,36,298.0,138.3,1.0,0.2,0.0,0.0,18.0,18.5,2.0,2.5,49,TRUE
7457,1.8,0,0,0.6365461847389560,759.0,17,0,31,Binance,1.0,78.0,9082,30,83,0,4,INDIVIDUAL,4,,,,,,,,,,,30,FALSE
19797,4.6,46,7,0.7857142857142860,1882.0,21,6,24,Kucoin,0.0,92.0,3172,8,96,0,26.1,INDIVIDUAL,3,40.0,30.2,0.0,0.0,1.0,0.4,4.0,4.6,0.0,0.0,25,FALSE
14397,3.8,17,4,0.991304347826087,0.0,23,0,23040,INDIVIDUAL,1.0,758.0,11858,26,17,0,0,INDIVIDUAL,15,,,,,,,,,,,6,FALSE
46069,7.1,79,30,0.7857142857142860,2317.0,30,14,32,Kucoin,0.0,369.0,8868,12,88,0,0,RENOUNCED,9,60.0,53.7,0.0,0.0,0.0,0.0,4.0,4.6,0.0,0.0,26,FALSE
85629,9.7,98,32,0.7857142857142860,2317.0,33,17,35,Kucoin,0.0,924.0,49457,6,100,0,0,RENOUNCED,9,72.0,107.4,0.0,0.0,1.0,0.6,4.0,4.6,1.0,3.5,5,FALSE
381587,16.8,,63,0.6625,3599.0,17289,17289,17280,Binance,2.0,390.0,4312,72,100,0,0,RENOUNCED,33,293.0,222.4,8.0,0.7,0.0,0.0,9.0,1.9,2.0,3.1,4,FALSE
7230,1.8,132,88,0.273972602739726,2489.0,53,31,56,Mexc,1.0,184.0,3648,29,100,0,0,RENOUNCED,9,35.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58,TRUE
3973,1.3,136,99,0.273972602739726,2490.0,2,39,1,Mexc,1.0,184.0,3664,29,100,0,0,RENOUNCED,9,27.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,TRUE
5737,1.8,22,0,0.8218085106382980,867.0,2,0,125280,Binance,0.0,1315.0,13972,27,60,40,43.8,INDIVIDUAL,4,19.0,59.9,0.0,0.0,19.0,22.6,0.0,0.0,0.0,0.0,25,FALSE
144702,12.6,,51,0.7857142857142860,1393.0,43,27,45,Kucoin,0.0,92.0,3212,9,92,0,0,RENOUNCED,10,89.0,154.5,0.0,0.0,1.0,0.6,4.0,4.6,1.0,3.5,38,TRUE
10769,2.2,136,80,0.6365461847389560,2872.0,42,25,56,Binance,4.0,92.0,3206,9,92,0,0,RENOUNCED,12,77.0,80.2,0.0,0.0,22.0,19.6,1.0,0.5,0.0,0.0,38,TRUE
53409,7.7,156,85,0.7857142857142860,1311.0,7,50,1,Kucoin,0.0,92.0,3404,9,96,0,0,RENOUNCED,11,76.0,119.6,0.0,0.0,0.0,0.0,3.0,4.2,1.0,3.5,26,FALSE
19971,2.9,108,54,0.2702702702702700,4127.0,50,19,57,Binance,1.0,92.0,6488,14,100,0,0,RENOUNCED,9,75.0,100.4,0.0,0.0,2.0,3.1,0.0,0.0,1.0,1.9,17,FALSE
53979,7.7,188,98,0.7857142857142860,240.0,35,19,1,Kucoin,0.0,92.0,3365,9,96,0,0,RENOUNCED,15,87.0,40.3,0.0,0.0,0.0,0.0,3.0,4.2,0.0,0.0,26,FALSE
49923,9.8,257,229,0.5476190476190480,0.0,5773,5773,5760,Kucoin,412.0,1698.0,10785,18,100,0,0,RENOUNCED,30,296.0,116.2,1.0,0.3,0.0,0.0,15.0,2.0,1.0,0.3,47,FALSE
11234,2.9,1,0,0.622895622895623,620.0,77782,77773,77760,Binance,6.0,926.0,25104,34,95,0,0,RENOUNCED,39,360.0,212.1,1.0,0.3,4.0,0.1,9.0,0.8,2.0,0.9,21,FALSE
70848,5.6,304,184,0.26666666666666700,4836.0,45,15,1,Binance,2.0,101.0,10410,15,100,0,0,RENOUNCED,13,160.0,147.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,9,TRUE
126031,8.0,,339,0.0,467.0,59,48,7,Binance,2.0,370.0,3470,40,92,1,0.5,RENOUNCED,16,201.0,117.7,8.0,8.8,2.0,2.5,7.0,9.3,1.0,1.9,13,FALSE
3778,1.0,10,1,0.13043478260869600,48.0,14,8,29,Binance,2.0,92.0,13081,30,80,2,1.8,RENOUNCED,10,12.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244,FALSE
6752,1.3,13,2,0.13043478260869600,48.0,14,8,29,Binance,2.0,92.0,13063,30,80,2,1.9,RENOUNCED,10,14.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,244,FALSE
7194,1.4,15,3,0.13043478260869600,48.0,14,8,29,Binance,2.0,92.0,13045,30,80,2,1.9,RENOUNCED,10,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,244,FALSE
109909,7.0,,149,0.6840390879478830,0.0,27,73,22,Kucoin,1.0,1868.0,5266,54,100,0,0,RENOUNCED,14,61.0,18.2,0.0,0.0,1.0,3.2,6.0,3.7,0.0,0.0,23,FALSE
15510,2.0,24,6,0.13043478260869600,48.0,15,9,30,Binance,2.0,370.0,12991,30,80,2,9.7,RENOUNCED,10,17.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,244,TRUE
36367,4.1,426,303,0.26666666666666700,4837.0,9,37,2,Binance,2.0,148.0,6092,38,93,0,0,RENOUNCED,13,145.0,182.0,0.0,0.0,0.0,0.0,1.0,0.9,1.0,1.2,15,FALSE
12903,3.3,15,0,1.0,135.0,7,0,8,INDIVIDUAL,0.0,184.0,3016,21,82,0,0,RENOUNCED,4,,,,,,,,,,,34,TRUE
24249,3.2,137,64,0.47029702970297000,5344.0,60,7,4,Kucoin,1.0,55.0,4004,10,100,0,6,RENOUNCED,12,103.0,27.1,0.0,0.0,23.0,18.4,1.0,0.2,0.0,0.0,14,FALSE
30886,4.0,80,12,0.7165354330708660,3156.0,19,16,1,Coinbase,0.0,185.0,3265,14,97,0,15.3,RENOUNCED,11,74.0,49.1,0.0,0.0,28.0,34.0,1.0,1.4,0.0,0.0,29,TRUE
9751,2.3,135,69,0.7165354330708660,4272.0,43,40,1,Coinbase,1.0,185.0,5566,19,100,0,0,RENOUNCED,13,77.0,31.5,0.0,0.0,18.0,18.3,1.0,0.7,0.0,0.0,14,FALSE
42098,4.4,466,333,0.26666666666666700,4837.0,19,47,2,Binance,2.0,185.0,5939,37,94,0,0,RENOUNCED,13,155.0,272.1,1.0,0.6,0.0,0.0,3.0,1.8,2.0,1.8,16,FALSE
24952,3.3,261,152,0.47029702970297000,6153.0,18,24,4,Kucoin,2.0,556.0,13779,22,91,0,0,RENOUNCED,13,127.0,124.2,4.0,4.6,14.0,6.4,3.0,1.6,1.0,0.8,55,FALSE
67008,7.6,54,5,0.55,2789.0,5,2,4320,FixedFloat,1.0,92.0,3010,12,90,0,2.6,INDIVIDUAL,5,48.0,93.4,0.0,0.0,23.0,25.1,19.0,21.0,1.0,1.6,10,FALSE
272861,18.4,,1078,0.5436046511627910,328.0,1442,1442,1440,Kucoin,1015.0,92.0,38049,34,100,0,0,RENOUNCED,36,295.0,143.4,1.0,0.2,0.0,0.0,19.0,18.6,2.0,2.5,44,FALSE
85202,8.6,71,11,0.55,3635.0,7,4,4320,FixedFloat,1.0,92.0,4026,10,100,0,2.3,INDIVIDUAL,6,65.0,95.6,0.0,0.0,23.0,25.1,23.0,21.8,1.0,1.0,15,TRUE
33384,4.3,106,10,0.6666666666666670,2152.0,9,7,1440,FixedFloat,0.0,370.0,8853,9,81,0,0,RENOUNCED,11,101.0,108.9,0.0,0.0,22.0,17.9,2.0,1.7,0.0,0.0,26,FALSE
83599,6.9,43,40,0.0,45.0,5762,4333,5760,cemedeul.eth,1.0,471.0,10719,36,85,3,3,RENOUNCED,22,153.0,452.8,0.0,0.0,0.0,0.0,5.0,5.6,4.0,3.9,128,FALSE
35926,5.6,113,61,0.55,10770.0,17,14,4320,FixedFloat,1.0,482.0,7181,33,100,0,3.5,RENOUNCED,7,74.0,47.8,0.0,0.0,23.0,25.1,24.0,28.0,0.0,0.0,18,FALSE
16982,3.0,102,62,0.6840390879478830,1827.0,1441,45,1440,Binance,1.0,374.0,3493,92,44,2,2.7,RENOUNCED,14,59.0,27.8,0.0,0.0,3.0,3.6,17.0,18.6,0.0,0.0,32,TRUE
55861,3.9,122,125,0.6666666666666670,7336.0,32,32,7,Binance,4.0,372.0,18745,19,90,0,0,RENOUNCED,20,47.0,52.2,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,187,FALSE
15371,2.8,149,73,0.7165354330708660,4273.0,45,42,1,Coinbase,1.0,92.0,5376,20,100,0,0,RENOUNCED,13,79.0,40.0,0.0,0.0,18.0,19.8,1.0,0.7,0.0,0.0,15,TRUE
70045,7.9,158,93,0.55,16848.0,24,21,4320,FixedFloat,1.0,927.0,16022,34,80,0,0,RENOUNCED,7,100.0,52.2,0.0,0.0,15.0,12.9,19.0,18.5,0.0,0.0,5,FALSE
43974,5.0,1,199,0.0,48.0,37,21,22,Mexc,1.0,647.0,5271,13,100,6,7,RENOUNCED,14,91.0,88.9,0.0,0.0,3.0,4.0,1.0,2.4,0.0,0.0,18,TRUE
15013,2.6,346,235,0.47029702970297000,6229.0,38,44,5,Kucoin,3.0,185.0,4672,20,100,0,0,RENOUNCED,15,124.0,117.3,1.0,0.8,5.0,3.0,3.0,2.0,1.0,0.8,6,TRUE
149664,14.5,,124,1.0,1140.0,1446,1446,1440,Gate.io,0.0,1213.0,3938,34,89,5,5.8,RENOUNCED,13,157.0,259.9,0.0,0.0,1.0,0.9,12.0,15.2,3.0,6.3,28,TRUE
29556,4.7,39,12,0.622895622895623,620.0,77783,77774,77760,Binance,6.0,741.0,4285,32,100,0,0,RENOUNCED,39,384.0,223.6,1.0,0.3,4.0,0.1,9.0,0.8,2.0,0.9,3,TRUE
34980,4.2,1071,856,0.28169014084507000,71.0,38,20,4,Mexc,1.0,185.0,3064,16,100,0,0,RENOUNCED,12,190.0,114.8,1.0,0.8,1.0,0.0,3.0,0.9,1.0,0.8,21,TRUE
8394,2.2,261,176,0.7338709677419360,5225.0,2,56,1,Binance,1.0,371.0,3926,29,99,0,0,RENOUNCED,17,74.0,197.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.5,80,TRUE
89627,8.9,188,109,0.55,16848.0,28,25,4320,FixedFloat,1.0,92.0,7728,15,100,0,0,RENOUNCED,7,115.0,59.4,0.0,0.0,15.0,12.9,19.0,17.6,0.0,0.0,29,TRUE
26768,3.3,53,0,0.2631578947368420,1678.0,10,0,6,INDIVIDUAL,1.0,18.0,3251,19,77,0,5.8,INDIVIDUAL,4,54.0,49.9,0.0,0.0,52.0,40.8,5.0,1.6,0.0,0.0,13,FALSE
16717,3.0,262,184,0.0,548.0,62,45,5,INDIVIDUAL,0.0,278.0,44509,28,100,1,0.5,RENOUNCED,16,99.0,32.9,0.0,0.0,0.0,0.0,2.0,1.8,0.0,0.0,3,FALSE
14706,3.7,324,223,0.55,0.0,1,57,4320,FixedFloat,1.0,370.0,7164,33,100,0,0,RENOUNCED,11,109.0,126.2,1.0,1.2,3.0,3.6,4.0,3.1,1.0,1.2,18,TRUE
13542,3.1,35,14,0.55,2015.0,56,0,4,Mexc,29.0,271.0,3468,27,92,2,6.5,INDIVIDUAL,6,57.0,89.3,1.0,0.3,10.0,9.0,3.0,3.8,1.0,1.6,339,FALSE
338870,42.4,,2179,0.7146464646464650,82.0,1460,79,1440,INDIVIDUAL,1.0,1852.0,5930,36,100,0,0,RENOUNCED,6,386.0,348.5,1.0,0.6,1.0,0.1,17.0,3.0,4.0,3.3,21,FALSE
41376,4.2,219,117,0.2631578947368420,11732.0,35,25,7,INDIVIDUAL,1.0,370.0,20191,55,100,0,0,RENOUNCED,9,154.0,39.2,0.0,0.0,28.0,16.4,5.0,1.0,0.0,0.0,13,TRUE
15375,2.0,143,80,0.46798029556650200,2539.0,31,28,6,FixedFloat,3.0,184.0,7572,15,100,0,0,RENOUNCED,15,92.0,31.5,0.0,0.0,9.0,10.1,2.0,1.1,0.0,0.0,28,FALSE
2716,1.1,0,0,0.5,742.0,7,0,27,Binance,3.0,27.0,3426,33,49,18,17.9,INDIVIDUAL,6,,,,,,,,,,,219,TRUE
12513,3.2,1,0,0.5514285714285710,1715.0,1,0,2,Kucoin,0.0,186.0,3090,14,75,0,0,INDIVIDUAL,3,,,,,,,,,,,8,TRUE
77126,6.1,309,211,0.6,6066.0,45,3,20,Binance,1.0,185.0,6510,15,100,0,0,RENOUNCED,12,187.0,153.3,0.0,0.0,2.0,3.2,4.0,0.2,1.0,1.2,18,FALSE
