cleaned
mcap,liquidity,buy,sell,scams,worth,contract_age,pair_age,funding_time,source,airdrops,amount,wallet,ape_score,safu_score,buy_tax,sell_tax,owner_type,owner_quant,holds_qty,holds_amt,spoofed_qty,spoofed_pct,snipers_qty,snipers_pct,fresh_qty,fresh_pct,whales_qty,whales_pct,safu_score_qty,printed
5034,1.5,15,4,0.5418994413407820,1632.0,3,1,43200,Mexc,0.0,182.0,6748,37,74,0,0,RENOUNCED,44,10.0,76.8,0.0,0.0,1.0,16.1,0.0,0.0,2.0,3.3,393,TRUE
38479,3.3,165,71,0.8333333333333330,13734.0,54,39,10,Binance,8.0,91.0,6084,38,100,2,1.9,RENOUNCED,20,86.0,120.8,0.0,0.0,9.0,7.3,2.0,0.2,2.0,1.3,7,TRUE
3446,1.6,6,0,0.6666666666666670,2549.0,2,0,18720,Kucoin,0.0,62.0,6625,61,100,5,29.9,INDIVIDUAL,4,8.0,8.6,0.0,0.0,6.0,5.2,0.0,0.0,0.0,0.0,3,FALSE
60171,5.0,265,135,0.30618892508143300,9436.0,32,25,1440,Binance,2.0,548.0,5339,48,100,0,3.9,RENOUNCED,10,173.0,72.9,0.0,0.0,4.0,6.6,1.0,1.7,0.0,0.0,3,TRUE
5097,1.9,28,0,0.6666666666666670,2548.0,5,3,18720,Kucoin,0.0,56.0,13640,23,95,5,29.9,INDIVIDUAL,5,28.0,36.9,0.0,0.0,6.0,5.2,0.0,0.0,0.0,0.0,111,FALSE
83225,7.0,543,324,0.5247524752475250,1654.0,40,37,725760,Binance,0.0,731.0,5721,19,89,1,1,RENOUNCED,42,222.0,60.1,0.0,0.0,17.0,19.1,1.0,0.3,0.0,0.0,152,FALSE
4966,1.7,36,0,0.2727272727272730,205.0,9,0,13,Mexc,0.0,47.0,6416,39,100,30,32,INDIVIDUAL,5,,,,,,,,,,,9,FALSE
6361,1.9,47,0,0.2727272727272730,205.0,9,0,13,Mexc,0.0,246.0,5010,26,88,30,32.3,INDIVIDUAL,5,56.0,35.5,23.0,15.0,35.0,22.2,2.0,1.4,0.0,0.0,56,FALSE
27011,3.6,360,201,0.4418604651162790,7228.0,44,22,49,Binance,2.0,100.0,5471,12,95,0,0,RENOUNCED,11,170.0,225.9,11.0,18.3,9.0,17.8,2.0,0.4,2.0,2.4,19,FALSE
12983,2.4,88,59,0.5736040609137060,4138.0,17,14,16,Coinbase,1.0,36.0,3417,16,100,0,0,RENOUNCED,9,49.0,45.3,0.0,0.0,11.0,18.3,0.0,0.0,0.0,0.0,6,TRUE
6285,1.7,102,85,0.6,5876.0,23,19,43200,Binance,1.0,183.0,3699,29,100,0,0,RENOUNCED,8,42.0,42.3,0.0,0.0,4.0,5.1,0.0,0.0,0.0,0.0,63,FALSE
34450,4.0,371,204,0.4418604651162790,7229.0,46,24,52,Binance,2.0,109.0,4170,21,96,0,0,RENOUNCED,11,171.0,222.3,11.0,18.3,9.0,17.8,2.0,0.4,2.0,2.4,25,TRUE
158637,12.4,,1186,0.2542372881355930,9712.0,7,56,4,Mexc,0.0,3661.0,61630,29,100,0,0,RENOUNCED,19,409.0,399.3,1.0,0.5,1.0,0.2,4.0,2.0,4.0,3.0,17,FALSE
57318,5.4,149,37,0.5714285714285710,997.0,8,49,2,SideShift,0.0,549.0,3836,12,100,1,1,RENOUNCED,15,107.0,21.5,0.0,0.0,4.0,1.2,1.0,0.9,0.0,0.0,20,FALSE
10061,2.2,397,243,0.4409282700421940,7229.0,56,33,1,Binance,2.0,54.0,5365,12,95,0,0,RENOUNCED,11,137.0,283.2,2.0,0.4,0.0,0.0,2.0,0.4,2.0,1.8,19,FALSE
113813,5.3,,1,0.0,4077.0,7,0,67680,INDIVIDUAL,29.0,183.0,5616,37,74,5,14.6,INDIVIDUAL,139,33.0,23.0,0.0,0.0,3.0,2.1,1.0,0.1,0.0,0.0,395,FALSE
384732,12.7,,268,0.42105263157894700,534.0,60,53,3,Binance,4.0,91.0,3452,30,100,2,2,RENOUNCED,24,250.0,68.6,7.0,5.0,1.0,0.5,1.0,0.2,0.0,0.0,17,FALSE
14375,2.7,72,6,0.6,673.0,30,22,1,Coinbase,0.0,109.0,19807,54,60,25,49.3,INDIVIDUAL,7,71.0,54.9,0.0,0.0,24.0,25.7,5.0,4.7,0.0,0.0,121,TRUE
11573,2.2,90,90,0.4666666666666670,3422.0,40,22,44,FixedFloat,1.0,366.0,17491,50,93,0,0,RENOUNCED,12,39.0,18.7,0.0,0.0,3.0,3.0,1.0,0.4,0.0,0.0,118,FALSE
30214,3.5,141,116,0.4666666666666670,3421.0,44,27,48,FixedFloat,1.0,183.0,3591,38,100,0,0,RENOUNCED,13,67.0,34.5,0.0,0.0,3.0,3.0,1.0,0.4,0.0,0.0,26,FALSE
109280,5.3,,46,0.6,655.0,46,38,1,Coinbase,0.0,549.0,13683,11,100,2,2,RENOUNCED,14,106.0,52.8,0.0,0.0,17.0,20.5,5.0,4.6,0.0,0.0,55,FALSE
12178,2.5,59,16,0.5636363636363640,4183.0,16,9,5760,FixedFloat,1.0,183.0,12292,29,80,0,7.8,RENOUNCED,7,44.0,71.3,0.0,0.0,16.0,30.4,0.0,0.0,0.0,0.0,238,FALSE
45349,4.8,272,110,0.0,2051.0,35,22,48,Kucoin,1.0,183.0,4145,21,82,1,1,RENOUNCED,17,146.0,66.3,0.0,0.0,16.0,10.4,4.0,2.1,0.0,0.0,22,FALSE
47434,4.4,148,119,0.4666666666666670,3421.0,45,27,49,FixedFloat,1.0,91.0,7924,1,75,0,0,RENOUNCED,13,73.0,37.4,0.0,0.0,3.0,3.0,1.0,0.4,0.0,0.0,4,FALSE
349045,27.1,,1397,0.8571428571428570,208.0,22,20,4320,FixedFloat,0.0,1830.0,27181,19,100,0,0,UNKNOWN,8,357.0,905.4,1.0,0.7,0.0,0.0,4.0,2.4,3.0,4.5,21,FALSE
19554,3.2,217,184,0.6493506493506490,637.0,8,54,1,Binance,0.0,183.0,8986,25,100,1,1.1,RENOUNCED,13,98.0,95.1,0.0,0.0,5.0,6.4,2.0,1.6,1.0,0.9,40,FALSE
724604,18.9,,1959,0.4409282700421940,35295.0,17,7,3,Binance,4.0,457.0,3386,13,100,2,2.8,RENOUNCED,20,656.0,283.0,1.0,0.2,8.0,1.2,8.0,0.2,2.0,1.8,10,TRUE
61738,5.1,244,176,0.4666666666666670,3421.0,53,36,58,FixedFloat,1.0,146.0,5513,8,100,0,0,RENOUNCED,13,126.0,124.3,1.0,0.6,3.0,3.0,4.0,1.2,1.0,0.6,10,TRUE
85366,4.7,199,74,0.6,655.0,49,42,1,Coinbase,0.0,549.0,5415,17,100,2,2,RENOUNCED,14,136.0,57.6,0.0,0.0,16.0,19.5,4.0,4.1,0.0,0.0,14,TRUE
22955,3.1,320,255,0.4666666666666670,3422.0,6,48,1,FixedFloat,1.0,183.0,3403,35,100,0,0,RENOUNCED,13,124.0,128.0,1.0,0.6,2.0,2.0,4.0,1.2,1.0,0.6,27,FALSE
165632,9.7,,367,0.4864864864864870,1692.0,49,40,23,Binance,0.0,384.0,4309,18,96,1,1,RENOUNCED,16,226.0,31.0,0.0,0.0,0.0,0.0,4.0,6.4,0.0,0.0,28,FALSE
29499,3.9,148,99,0.5,2674.0,41,36,2,FixedFloat,0.0,317.0,3664,24,79,2,2,RENOUNCED,19,56.0,48.6,0.0,0.0,1.0,2.7,0.0,0.0,0.0,0.0,19,TRUE
372735,13.6,,2139,0.4409282700421940,37116.0,48,37,4,Binance,4.0,36.0,6920,14,91,2,2.7,RENOUNCED,21,652.0,294.1,1.0,0.2,6.0,0.8,8.0,0.2,2.0,1.8,33,FALSE
34768,4.2,111,42,0.5636363636363640,4183.0,22,15,5760,FixedFloat,1.0,457.0,11975,24,96,0,0,RENOUNCED,7,67.0,74.8,0.0,0.0,15.0,27.1,0.0,0.0,0.0,0.0,56,TRUE
192107,7.2,,161,0.6,655.0,13,5,2,Coinbase,0.0,0.0,3005,23,92,2,2,RENOUNCED,14,192.0,56.5,1.0,0.2,13.0,15.3,6.0,3.9,0.0,0.0,72,FALSE
503912,15.8,,2205,0.44,37827.0,5,53,4,Binance,4.0,183.0,4172,11,100,2,2.3,RENOUNCED,21,657.0,254.7,1.0,0.2,6.0,0.8,11.0,0.5,1.0,0.8,6,FALSE
589803,18.8,,1608,1.0,266.0,23,71,23,Binance,4.0,915.0,5942,28,75,1,1,RENOUNCED,19,479.0,92.9,9.0,9.0,0.0,0.0,10.0,7.6,1.0,1.2,24,FALSE
178172,7.0,,199,0.6,642.0,27,20,2,Coinbase,3.0,366.0,7594,13,90,2,2,RENOUNCED,17,207.0,55.1,1.0,0.2,13.0,15.1,7.0,4.8,0.0,0.0,31,FALSE
17043,2.7,365,312,0.4666666666666670,3423.0,17,59,1,FixedFloat,1.0,457.0,4180,11,100,0,0,RENOUNCED,13,102.0,123.4,1.0,0.7,2.0,2.0,3.0,1.1,1.0,0.7,8,TRUE
28293,3.4,157,52,0.25,5091.0,30,14,1440,Binance,1.0,366.0,3562,23,96,0,5.6,RENOUNCED,8,121.0,33.9,0.0,0.0,54.0,32.3,28.0,8.8,0.0,0.0,27,FALSE
108394,5.5,,228,0.6,643.0,37,29,2,Coinbase,3.0,916.0,3127,31,87,2,2,RENOUNCED,17,220.0,52.0,1.0,0.2,13.0,14.8,7.0,4.8,0.0,0.0,30,FALSE
492534,17.3,,1689,1.0,266.0,81,71,1440,Binance,4.0,2198.0,5950,29,91,1,1,RENOUNCED,19,515.0,99.8,10.0,9.1,0.0,0.0,11.0,7.7,1.0,1.2,22,FALSE
18299,3.0,180,116,0.5,2962.0,19,14,2,FixedFloat,0.0,219.0,12475,33,92,2,1.9,RENOUNCED,19,63.0,47.2,0.0,0.0,1.0,2.7,0.0,0.0,0.0,0.0,76,FALSE
14529,2.5,0,0,0.5707070707070710,1639.0,15,0,17,Kucoin,1.0,183.0,3053,70,100,0,7.6,INDIVIDUAL,4,,,,,,,,,,,14,TRUE
9331,2.1,29,0,0.7857142857142860,1208.0,5,1,1,FixedFloat,0.0,243.0,5809,16,100,25,45,INDIVIDUAL,3,30.0,95.4,0.0,0.0,5.0,7.3,0.0,0.0,0.0,0.0,4,TRUE
85492,6.6,1092,843,0.5,134.0,37,30,1440,Binance,4.0,915.0,7676,35,99,0,0,RENOUNCED,19,156.0,36.7,1.0,0.3,0.0,0.0,5.0,1.2,0.0,0.0,67,TRUE
31112,2.7,41,6,0.0,212.0,20,12,2,Coinbase,3.0,337.0,6154,13,100,5,41.3,RENOUNCED,14,35.0,62.2,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,3,FALSE
39542,4.2,138,53,0.45435684647302900,6092.0,35,23,1440,Binance,6.0,219.0,19077,28,100,0,0,RENOUNCED,13,99.0,39.2,0.0,0.0,9.0,15.5,2.0,2.0,0.0,0.0,31,FALSE
189123,13.5,,1198,0.2542372881355930,9712.0,14,5,4,Mexc,0.0,1830.0,61620,29,100,0,0,RENOUNCED,19,411.0,418.3,1.0,0.5,1.0,0.2,4.0,2.0,4.0,3.0,17,TRUE
273657,24.1,,1509,0.8571428571428570,208.0,63,62,4320,FixedFloat,0.0,915.0,26119,20,100,0,0,UNKNOWN,8,383.0,906.2,1.0,0.7,0.0,0.0,5.0,2.5,3.0,4.5,22,FALSE
25884,3.4,174,77,0.45435684647302900,6092.0,41,29,1440,Binance,6.0,185.0,4876,18,96,0,0,RENOUNCED,13,105.0,32.1,0.0,0.0,7.0,11.8,3.0,3.0,0.0,0.0,46,TRUE
59265,4.1,490,297,0.6,643.0,53,45,2,Coinbase,3.0,366.0,4619,16,100,2,2,RENOUNCED,17,192.0,88.7,1.0,0.2,12.0,13.6,8.0,4.9,0.0,0.0,15,FALSE
69396,7.4,0,0,0.7205882352941180,3395.0,39,0,1440,INDIVIDUAL,43.0,3106.0,10022,21,86,15,42.4,INDIVIDUAL,16,,,,,,,,,,,64,FALSE
1785,0.8,7,0,0.5,78.0,42,2,1,INDIVIDUAL,2.0,17.0,11809,20,51,14,7.9,INDIVIDUAL,6,11.0,4.7,0.0,0.0,5.0,4.2,1.0,4.0,0.0,0.0,98,TRUE
427827,16.1,,1724,1.0,266.0,1440,1440,1440,Binance,4.0,1832.0,5349,16,100,1,1.6,RENOUNCED,19,524.0,98.6,8.0,6.9,0.0,0.0,12.0,7.7,1.0,1.2,15,FALSE
66890,8.1,1858,1345,0.2833333333333330,10114.0,42,32,5,Mexc,0.0,916.0,9171,46,100,0,0,RENOUNCED,19,372.0,399.7,1.0,0.5,1.0,0.2,4.0,2.0,4.0,3.0,3,FALSE
122158,9.8,,1,0.7205882352941180,5845.0,40,1,1440,INDIVIDUAL,43.0,183.0,3259,8,100,15,45.8,INDIVIDUAL,16,102.0,60.6,1.0,1.7,32.0,23.5,5.0,5.0,0.0,0.0,5,FALSE
52256,3.8,539,393,0.46919431279620900,2169.0,69,66,21,FixedFloat,3.0,916.0,7359,18,75,0,0,RENOUNCED,25,129.0,22.5,0.0,0.0,2.0,1.6,4.0,1.7,0.0,0.0,4,FALSE
445935,13.8,,318,0.42105263157894700,526.0,38,32,3,Binance,7.0,915.0,8034,33,92,2,2,RENOUNCED,27,282.0,78.6,5.0,3.3,1.0,0.5,4.0,1.4,0.0,0.0,13,FALSE
25172,3.3,96,30,0.2823529411764710,3921.0,16,3,40,Mexc,1.0,366.0,4368,33,96,0,5.9,INDIVIDUAL,8,78.0,26.2,0.0,0.0,36.0,28.8,1.0,1.4,0.0,0.0,122,TRUE
146335,21.5,,88,0.65,13.0,538579,538579,538560,Binance,1.0,549.0,18055,50,93,0,0,RENOUNCED,113,242.0,469.3,0.0,0.0,0.0,0.0,8.0,1.9,2.0,2.3,118,TRUE
134496,6.5,,121,0.7857142857142860,9.0,8645,8644,8640,Kucoin,5.0,91.0,5134,11,93,3,3,RENOUNCED,26,152.0,91.7,0.0,0.0,1.0,0.4,7.0,38.6,1.0,0.6,28,FALSE
179787,12.0,,78,0.7226277372262770,14677.0,59,20,1440,INDIVIDUAL,43.0,91.0,3029,22,75,3,3.9,INDIVIDUAL,21,205.0,74.5,0.0,0.0,20.0,12.7,9.0,5.5,0.0,0.0,12,FALSE
25192,3.6,110,56,0.0,281.0,57,36,1440,FixedFloat,5.0,219.0,12015,33,92,1,1,RENOUNCED,20,71.0,166.2,0.0,0.0,3.0,4.1,4.0,7.0,2.0,2.8,77,FALSE
22103,2.5,558,369,0.6,642.0,25,17,3,Coinbase,3.0,91.0,4142,15,100,2,1.9,RENOUNCED,18,171.0,75.2,1.0,0.2,5.0,5.1,2.0,0.3,0.0,0.0,15,TRUE
371261,15.1,,1767,1.0,266.0,1440,1440,1440,Binance,4.0,770.0,14522,33,91,1,1.4,RENOUNCED,19,522.0,97.3,11.0,9.2,0.0,0.0,13.0,7.8,1.0,1.2,22,FALSE
35270,4.3,55,0,0.25,604.0,9,3,2,INDIVIDUAL,1.0,183.0,16418,10,81,23,81.1,INDIVIDUAL,6,58.0,154.1,0.0,0.0,20.0,27.4,0.0,0.0,2.0,1.7,54,FALSE
65356,5.5,272,131,0.45435684647302900,5632.0,58,46,1440,Binance,6.0,366.0,10479,24,97,0,0,RENOUNCED,14,134.0,159.0,1.0,0.7,4.0,6.1,4.0,2.9,1.0,0.7,58,TRUE
664061,18.2,,2257,0.45435684647302900,35055.0,19,8,4,Binance,4.0,2757.0,3161,23,93,2,2.2,RENOUNCED,22,657.0,287.3,1.0,0.2,6.0,0.8,10.0,0.2,2.0,1.8,72,TRUE
4199,1.4,56,46,0.8,2470.0,21,17,3,FixedFloat,1.0,91.0,4200,33,96,0,0,RENOUNCED,15,20.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,FALSE
64977,6.2,0,84,0.6,0.0,15858,15858,15840,INDIVIDUAL,1.0,824.0,13306,34,92,5,4.9,RENOUNCED,16,105.0,335.9,0.0,0.0,0.0,0.0,3.0,3.7,2.0,1.3,76,TRUE
11819,2.5,59,0,0.25,3763.0,12,6,2,INDIVIDUAL,2.0,109.0,19539,50,61,11,41.2,INDIVIDUAL,8,62.0,164.8,0.0,0.0,20.0,26.8,0.0,0.0,2.0,1.7,123,FALSE
24976,3.6,123,66,0.0,281.0,7,44,1440,FixedFloat,5.0,366.0,3788,20,83,1,1,RENOUNCED,20,77.0,177.7,0.0,0.0,3.0,4.1,4.0,7.0,2.0,2.8,24,TRUE
169414,19.0,,1613,0.8571428571428570,208.0,28,26,4320,FixedFloat,0.0,1780.0,4678,27,100,0,0,UNKNOWN,8,370.0,909.7,1.0,0.7,0.0,0.0,7.0,2.8,3.0,4.5,34,FALSE
13990,2.6,92,4,0.0,748.0,35,23,4,SideShift,0.0,183.0,3599,48,100,20,34.5,INDIVIDUAL,8,83.0,39.2,0.0,0.0,5.0,1.5,9.0,6.7,0.0,0.0,3,TRUE
150732,11.0,,207,0.7153284671532850,16719.0,30,50,1440,INDIVIDUAL,43.0,183.0,3676,21,78,1,2.1,RENOUNCED,24,217.0,319.1,0.0,0.0,17.0,10.2,8.0,5.4,1.0,1.0,23,FALSE
16575,2.9,628,460,0.45454545454545500,1109.0,72,42,19,Binance,4.0,274.0,7092,27,100,0,0,RENOUNCED,16,122.0,20.6,0.0,0.0,1.0,1.2,4.0,4.0,0.0,0.0,38,FALSE
51631,5.1,116,8,0.0,747.0,48,35,4,SideShift,0.0,366.0,3291,18,100,10,59.1,INDIVIDUAL,9,103.0,106.5,0.0,0.0,5.0,1.5,9.0,6.7,1.0,1.8,7,FALSE
52120,5.5,124,51,0.5,850.0,31,18,33,INDIVIDUAL,0.0,916.0,3583,29,100,1,2.9,INDIVIDUAL,5,83.0,84.6,0.0,0.0,2.0,4.3,2.0,3.3,1.0,2.5,80,FALSE
53274,9.3,260,182,0.6,10848.0,33,24,51,INDIVIDUAL,3.0,91.0,3379,16,100,1,2.5,RENOUNCED,10,146.0,79.0,0.0,0.0,13.0,9.4,8.0,6.8,1.0,1.0,7,FALSE
10887,2.3,53,48,0.5879396984924620,5549.0,4341,4341,5760,Mexc,1.0,91.0,4243,23,100,0,0,RENOUNCED,11,125.0,135.3,1.0,0.6,1.0,0.2,9.0,2.8,2.0,1.0,9,FALSE
113836,7.1,,491,0.5,527.0,48,42,5,Binance,7.0,916.0,11293,30,80,2,2,RENOUNCED,27,299.0,110.0,1.0,0.2,0.0,0.0,7.0,2.3,0.0,0.0,25,TRUE
34075,7.4,293,232,0.6,11952.0,45,36,1,INDIVIDUAL,3.0,91.0,3064,10,92,1,2.2,RENOUNCED,11,147.0,74.6,0.0,0.0,11.0,8.4,8.0,6.8,1.0,1.0,12,FALSE
323877,11.9,,509,0.5,525.0,58,52,6,Binance,8.0,366.0,3412,20,84,2,2,RENOUNCED,28,312.0,111.7,1.0,0.2,0.0,0.0,7.0,2.8,0.0,0.0,25,FALSE
415725,59.8,,247,0.8571428571428570,347.0,17294,5768,17280,INDIVIDUAL,3.0,3663.0,21816,13,96,0,0,UNKNOWN,11,276.0,172.2,1.0,0.2,0.0,0.0,12.0,6.8,1.0,0.2,26,FALSE
61749,5.5,109,63,0.8,2471.0,12,8,3,FixedFloat,1.0,1096.0,4947,13,100,0,0,RENOUNCED,15,57.0,266.1,0.0,0.0,0.0,0.0,2.0,0.8,2.0,5.0,13,FALSE
337038,13.1,,2569,0.4536082474226800,34079.0,6,54,6,Binance,4.0,1374.0,3820,27,86,2,2.1,RENOUNCED,23,625.0,282.4,1.0,0.2,4.0,0.6,11.0,0.3,2.0,1.8,14,TRUE
4761,1.5,67,0,0.9305555555555560,117.0,23,3,5760,INDIVIDUAL,0.0,86.0,19186,32,57,20,40.8,INDIVIDUAL,6,53.0,40.2,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,443,FALSE
229671,10.5,,277,0.4536082474226800,4529.0,42,30,1440,Binance,6.0,305.0,3620,9,100,0,0,RENOUNCED,16,190.0,280.1,1.0,0.7,1.0,1.6,5.0,3.1,3.0,3.2,18,FALSE
22406,3.4,261,162,0.5,105.0,55,36,4,SideShift,1.0,183.0,18296,45,92,1,2.4,RENOUNCED,19,88.0,25.0,0.0,0.0,4.0,1.2,1.0,9.5,0.0,0.0,38,TRUE
185741,9.7,,124,0.8,2471.0,40,36,4,FixedFloat,1.0,458.0,8665,13,91,0,0,RENOUNCED,15,111.0,540.3,0.0,0.0,0.0,0.0,2.0,0.8,3.0,5.8,33,FALSE
14936,2.7,229,147,0.559228650137741,883.0,13,10,44640,Mexc,1.0,183.0,3334,19,96,0,0,RENOUNCED,48,64.0,24.0,0.0,0.0,0.0,0.0,1.0,0.9,0.0,0.0,26,TRUE
6747,1.8,27,6,0.5194174757281550,684.0,5,2,48,Binance,0.0,18.0,3946,20,60,24,29.5,INDIVIDUAL,3,26.0,13.6,0.0,0.0,18.0,23.2,0.0,0.0,0.0,0.0,89,FALSE
222865,10.6,,135,0.8,2468.0,43,38,4,FixedFloat,2.0,183.0,3304,32,100,0,0,RENOUNCED,16,118.0,548.4,0.0,0.0,0.0,0.0,3.0,2.3,3.0,5.8,27,FALSE
24537,3.3,117,54,0.6,3991.0,25,15,34,Binance,1.0,183.0,5237,15,100,0,5.8,RENOUNCED,8,88.0,262.8,0.0,0.0,6.0,6.6,1.0,0.1,2.0,2.9,14,TRUE
8923,2.4,917,744,0.6,13156.0,12,58,7,FixedFloat,3.0,128.0,3028,52,70,0,0,RENOUNCED,12,166.0,264.3,1.0,0.3,1.0,0.7,5.0,3.1,2.0,1.0,20,FALSE
9452,3.2,14,0,1.0,832.0,10,0,2,Kucoin,0.0,296.0,3559,39,76,20,31.4,INDIVIDUAL,4,15.0,9.4,0.0,0.0,14.0,18.1,0.0,0.0,0.0,0.0,170,FALSE
140951,8.5,,200,0.8,2460.0,53,49,4,FixedFloat,5.0,458.0,8200,13,91,0,0,RENOUNCED,19,155.0,564.4,0.0,0.0,0.0,0.0,7.0,9.0,3.0,4.9,34,FALSE
23705,3.7,276,183,0.5,521.0,44,31,1,INDIVIDUAL,0.0,183.0,4540,31,93,0.5,0.9,INDIVIDUAL,10,108.0,146.0,0.0,0.0,2.0,1.6,4.0,5.3,2.0,3.4,72,FALSE
33671,3.9,197,109,0.6,5209.0,42,32,51,Binance,1.0,91.0,3092,16,85,0,0,RENOUNCED,9,122.0,271.1,0.0,0.0,4.0,4.3,5.0,1.3,2.0,2.3,162,FALSE
73636,1.3,7,1,0.7428571428571430,28731.0,57612,48979,57600,Gate.io,46.0,0.0,3969,9,100,0,0,RENOUNCED,36,149.0,854.5,0.0,0.0,0.0,0.0,7.0,59.1,5.0,5.7,3,TRUE
13812,2.0,629,434,0.6,161.0,26,19,4,Coinbase,4.0,183.0,3951,16,100,2,1.9,RENOUNCED,23,160.0,70.1,1.0,0.2,4.0,3.6,2.0,0.3,0.0,0.0,15,FALSE
23304,3.4,644,473,0.45081967213114800,1110.0,59,29,20,Binance,4.0,273.0,7147,27,100,0,0,RENOUNCED,16,124.0,20.7,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,38,FALSE
19426,5.6,330,315,0.6,13756.0,27,18,1,INDIVIDUAL,3.0,458.0,6217,30,81,1,1,RENOUNCED,11,117.0,33.2,0.0,0.0,7.0,6.7,6.0,4.9,0.0,0.0,26,FALSE
156578,8.9,,2759,0.45081967213114800,36217.0,65,54,7,Binance,4.0,1467.0,8968,23,90,2,2.3,RENOUNCED,23,609.0,239.9,1.0,0.2,3.0,0.6,12.0,0.5,2.0,1.8,10,FALSE
43198,4.7,332,193,0.5,129.0,6,46,6,SideShift,1.0,275.0,18125,45,92,1,1,RENOUNCED,19,122.0,119.5,0.0,0.0,4.0,1.2,3.0,9.8,1.0,2.9,39,TRUE
163891,9.7,,420,0.4864864864864870,1694.0,1440,1440,1440,Binance,0.0,641.0,6180,18,100,1,1,RENOUNCED,16,266.0,259.8,0.0,0.0,0.0,0.0,3.0,4.6,1.0,0.5,8,TRUE
61901,5.6,695,445,0.45081967213114800,4536.0,15,3,1440,Binance,6.0,770.0,7920,20,100,0,0,RENOUNCED,16,191.0,284.8,1.0,0.7,2.0,2.5,3.0,1.3,3.0,3.2,20,FALSE
191189,9.9,,2805,0.45081967213114800,36482.0,28,17,7,Binance,4.0,4899.0,5007,31,100,2,2.1,RENOUNCED,23,601.0,234.2,1.0,0.2,2.0,0.5,12.0,0.5,2.0,1.8,33,FALSE
124717,12.5,,555,0.8571428571428570,0.0,1440,1440,1440,Binance,0.0,549.0,4569,46,92,0,0,UNKNOWN,5,221.0,300.4,1.0,0.8,1.0,2.0,5.0,4.2,4.0,7.8,12,FALSE
305740,12.6,,263,0.8,1939.0,13,9,4,FixedFloat,7.0,366.0,8224,13,91,0,0,RENOUNCED,22,182.0,356.3,1.0,0.3,0.0,0.0,9.0,10.1,2.0,4.4,34,TRUE
56627,7.5,0,104,0.6296296296296300,795.0,45,50,4,INDIVIDUAL,1.0,183.0,3070,17,87,1.3,1.3,RENOUNCED,9,58.0,21.3,0.0,0.0,0.0,0.0,4.0,19.0,0.0,0.0,15,TRUE
240256,14.0,,237,0.7153284671532850,17057.0,45,6,1440,INDIVIDUAL,43.0,732.0,11200,24,91,1,1,RENOUNCED,24,234.0,363.6,0.0,0.0,16.0,10.0,7.0,5.2,2.0,2.0,22,TRUE
95628,7.2,1477,1164,0.27906976744186000,4783.0,41,69,21,Binance,2.0,550.0,5266,16,100,0,0,RENOUNCED,14,198.0,290.5,1.0,0.6,0.0,0.0,4.0,2.2,2.0,1.4,15,FALSE
271856,9.3,,106,0.8,9.0,8647,8646,8640,Kucoin,5.0,1154.0,71702,16,69,3,3,RENOUNCED,26,150.0,93.9,0.0,0.0,1.0,0.4,7.0,39.0,1.0,0.6,13,TRUE
13903,2.4,85,30,0.27586206896551700,3507.0,20,6,24,Mexc,1.0,183.0,4820,18,100,0,7.8,RENOUNCED,9,73.0,21.1,0.0,0.0,26.0,21.8,2.0,1.3,0.0,0.0,7,FALSE
2947,0.8,20,10,0.8571428571428570,238.0,44,38,1,Binance,0.0,100.0,3089,16,88,0,0,UNKNOWN,3,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16,TRUE
36993,4.1,306,190,0.6,4199.0,5,55,1,Binance,1.0,366.0,3864,30,86,0,0,RENOUNCED,11,150.0,276.5,0.0,0.0,4.0,3.4,4.0,1.2,2.0,4.1,7,FALSE
285077,17.1,,363,0.6296296296296300,612.0,39,44,5,INDIVIDUAL,1.0,367.0,10838,23,92,1.3,2.2,RENOUNCED,10,189.0,17.9,0.0,0.0,0.0,0.0,8.0,16.1,0.0,0.0,60,FALSE
182894,13.7,,444,0.6296296296296300,612.0,45,50,5,INDIVIDUAL,1.0,367.0,10468,23,92,1.3,1.3,RENOUNCED,10,192.0,19.6,0.0,0.0,0.0,0.0,9.0,16.3,0.0,0.0,61,FALSE
6414,1.7,240,186,0.27586206896551700,74.0,52,38,56,Mexc,1.0,183.0,4150,21,100,0,0,RENOUNCED,11,81.0,34.9,0.0,0.0,4.0,2.1,3.0,2.3,0.0,0.0,6,FALSE
146367,12.4,,553,0.6296296296296300,613.0,62,8,6,INDIVIDUAL,1.0,1065.0,4780,19,83,1.3,1.3,RENOUNCED,10,191.0,19.8,0.0,0.0,0.0,0.0,8.0,12.6,0.0,0.0,6,FALSE
19741,2.9,41,0,0.4647887323943660,337.0,17,0,20,Kucoin,1.0,183.0,5862,37,74,0,6.6,INDIVIDUAL,6,42.0,28.8,0.0,0.0,41.0,42.9,0.0,0.0,0.0,0.0,394,TRUE
11438,2.2,45,0,0.4647887323943660,1217.0,18,0,20,Kucoin,1.0,73.0,4218,5,50,0,5.7,INDIVIDUAL,6,46.0,41.2,0.0,0.0,36.0,35.8,0.0,0.0,0.0,0.0,10,FALSE
