mcap,liquidity,buy,sell,tax,scams,owner,worth,contract_age,pair_age,funding_time,source,holds,spoofed,snipers,fresh,whales,airdrops,amount,wallet,ape_score,safu_score,result
178172,7.0,,(199) 125 - $90.7k,2/2,3 out of 5,RENOUNCED (17),$642.00,1 hrs 26 mins,1 hrs 19 mins,2 hrs ago,Coinbase,207 (55.1 ETH),1 own 0.2%,13 own 15.1%,7 own 4.8%,0 own 0%,3.0,$366.00,"0x302...41 ($7,594)",🟢 13%,90% out of 31,-31.2019
17043,2.7,(365) 234 - $88.1k,(312) 152 - $84.9k,0/0,98 out of 210,RENOUNCED (13),"$3,423.00",1 hrs 16 mins,59 mins,1 hrs ago,FixedFloat,102 (123.4 ETH),1 own 0.7%,2 own 2%,3 own 1.1%,1 own 0.7%,1.0,$457.00,"0xCbD...C5 ($4,180)",🟢 11%,100% out of 8,116.4622
28293,3.4,(157) 145 - $14k,(52) 25 - $9.7k,0/5.6,21 out of 84,RENOUNCED (8),"$5,091.00",30 mins,14 mins,1 days ago,Binance,121 (33.9 ETH),0 own 0%,54 own 32.3%,28 own 8.8%,0 own 0%,1.0,$366.00,"0x0C4...8C ($3,562)",🟢 23%,96% out of 27,-31.1122
108394,5.5,,(228) 136 - $101.1k,2/2,3 out of 5,RENOUNCED (17),$643.00,1 hrs 36 mins,1 hrs 28 mins,2 hrs ago,Coinbase,220 (52.0 ETH),1 own 0.2%,13 own 14.8%,7 own 4.8%,0 own 0%,3.0,$916.00,"0x2Dd...94 ($3,127)",🟢 31%,87% out of 30,-60.1011
492534,17.3,,(1689) 696 - $796.8k,1/1,1 out of 1,RENOUNCED (19),$266.00,23 hrs 58 mins,23 hrs 48 mins,1 days ago,Binance,515 (99.8 ETH),10 own 9.1%,0 own 0%,11 own 7.7%,1 own 1.2%,4.0,"$2,198.00","$eth.eth ($5,950)",🟢 29%,91% out of 22,-40.3813
18299,3.0,(180) 128 - $27.1k,(116) 71 - $23k,2/1.9,2 out of 4,RENOUNCED (19),"$2,962.00",2 hrs 17 mins,2 hrs 12 mins,2 hrs ago,FixedFloat,63 (47.2 ETH),0 own 0%,1 own 2.7%,0 own 0%,0 own 0%,,$219.00,"0xA27...50 ($12,475)",🟢 33%,92% out of 76,-30.457
14529,2.5,(0) 0 - $0,(0) 0 - $0,0/7.6,113 out of 198,0x21a...8b  (4),"$1,639.00",15 mins,0 mins,17 hrs ago,Kucoin,,,,,,1.0,$183.00,"0x099...02 ($3,053)",🟢🟢🟢 70%,100% out of 14,160.6449
9331,2.1,(29) 29 - $2.1k,(0) 0 - $0,25/45,1.1k out of 1.4k,0xBfC...1E  (3),"$1,208.00",5 mins,1 mins,1 hrs ago,FixedFloat,30 (95.4 ETH),0 own 0%,5 own 7.3%,0 own 0%,0 own 0%,,$243.00,"0x9A8...A6 ($5,809)",🟢 16%,100% out of 4,106.4786
85492,6.6,(1092) 626 - $301.7k,(843) 506 - $291.4k,0/0,2 out of 4,RENOUNCED (19),$134.00,23 hrs 14 mins,23 hrs 7 mins,1 days ago,Binance,156 (36.7 ETH),1 own 0.3%,0 own 0%,5 own 1.2%,0 own 0%,4.0,$915.00,"0x42D...05 ($7,676)",🟢 35%,99% out of 67,102.8741
31112,2.7,(41) 36 - $4.3k,(6) 3 - $1.3k,5/41.3,0 out of 2,RENOUNCED (14),$212.00,20 mins,12 mins,2 hrs ago,Coinbase,35 (62.2 ETH),0 own 0%,1 own 0.3%,0 own 0%,0 own 0%,3.0,$337.00,"0x9A8...A6 ($6,154)",🟢 13%,100% out of 3,-32.3886
39542,4.2,(138) 115 - $26.3k,(53) 25 - $19.2k,0/0,219 out of 482,RENOUNCED (13),"$6,092.00",35 mins,23 mins,1 days ago,Binance,99 (39.2 ETH),0 own 0%,9 own 15.5%,2 own 2%,0 own 0%,6.0,$219.00,"0x0bA...70 ($19,077)",🟢 28%,100% out of 31,-34.5406
189123,13.5,,(1198) 587 - $944.3k,0/0,15 out of 59,RENOUNCED (19),"$9,712.00",4 hrs 10 mins,4 hrs 1 mins,4 hrs ago,Mexc,411 (418.3 ETH),1 own 0.5%,1 own 0.2%,4 own 2%,4 own 3%,,"$1,830.00","tehoshi.eth ($61,620)",🟢 29%,100% out of 17,105.6755
273657,24.1,,(1509) 761 - $1.8M,0/0,1.2k out of 1.4k,UNKNOWN (8),$208.00,11 hrs 52 mins,11 hrs 51 mins,3 days ago,FixedFloat,383 (906.2 ETH),1 own 0.7%,0 own 0%,5 own 2.5%,3 own 4.5%,,$915.00,"hongtuchan.eth ($26,119)",🟢 20%,100% out of 22,-35.2252
25884,3.4,(174) 137 - $35.2k,(77) 39 - $30.8k,0/0,219 out of 482,RENOUNCED (13),"$6,092.00",41 mins,29 mins,1 days ago,Binance,105 (32.1 ETH),0 own 0%,7 own 11.8%,3 own 3%,0 own 0%,6.0,$185.00,"0xFdd...6d ($4,876)",🟢 18%,96% out of 46,132.4801
59265,4.1,(490) 339 - $128.5k,(297) 175 - $121.9k,2/2,3 out of 5,RENOUNCED (17),$643.00,1 hrs 52 mins,1 hrs 44 mins,2 hrs ago,Coinbase,192 (88.7 ETH),1 own 0.2%,12 own 13.6%,8 own 4.9%,0 own 0%,3.0,$366.00,"0x342...a3 ($4,619)",🟢 16%,100% out of 15,-33.5731
69396,7.4,(0) 0 - $0,(0) 0 - $0,15/42.4,98 out of 136,0x765...E2  (16),"$3,395.00",39 mins,0 mins,1 days ago,0xacB...84,,,,,,43.0,"$3,106.00","hntr4.eth ($10,022)",🟢 21%,86% out of 64,-35.9429
1785,0.8,(7) 7 - $114.8,(0) 0 - $0,14/7.9,4 out of 8,0x3B5...24  (6),$78.00,42 mins,2 mins,1 hrs ago,0x0C3...Fb,11 (4.7 ETH),0 own 0%,5 own 4.2%,1 own 4%,0 own 0%,2.0,$17.00,"0x2a8...93 ($11,809)",🟢 20%,51% out of 98,101.0591
427827,16.1,,(1724) 707 - $824.4k,1/1.6,1 out of 1,RENOUNCED (19),$266.00,1 days 0 hrs,1 days 0 hrs,1 days ago,Binance,524 (98.6 ETH),8 own 6.9%,0 own 0%,12 own 7.7%,1 own 1.2%,4.0,"$1,832.00","0x1D7...3B ($5,349)",🟢 16%,100% out of 15,-35.9757
66890,8.1,(1858) 989 - $1M,(1345) 649 - $1M,0/0,17 out of 60,RENOUNCED (19),"$10,114.00",5 hrs 37 mins,5 hrs 27 mins,5 hrs ago,Mexc,372 (399.7 ETH),1 own 0.5%,1 own 0.2%,4 own 2%,4 own 3%,,$916.00,"0xc32...9b ($9,171)",🟢🟢 46%,100% out of 3,-34.1239
122158,9.8,,(1) 1 - $2.5k,15/45.8,98 out of 136,0x765...E2  (16),"$5,845.00",40 mins,1 mins,1 days ago,0xacB...84,102 (60.6 ETH),1 own 1.7%,32 own 23.5%,5 own 5%,0 own 0%,43.0,$183.00,"0x495...96 ($3,259)",🟢 8%,100% out of 5,-32.9514
52256,3.8,(539) 332 - $168.3k,(393) 241 - $162.4k,0/0,99 out of 211,RENOUNCED (25),"$2,169.00",15 hrs 54 mins,15 hrs 51 mins,21 hrs ago,FixedFloat,129 (22.5 ETH),0 own 0%,2 own 1.6%,4 own 1.7%,0 own 0%,3.0,$916.00,"0x56a...69 ($7,359)",🟢 18%,75% out of 4,-35.9344
445935,13.8,,(318) 208 - $207.4k,2/2,8 out of 19,RENOUNCED (27),$526.00,2 hrs 36 mins,2 hrs 30 mins,3 hrs ago,Binance,282 (78.6 ETH),5 own 3.3%,1 own 0.5%,4 own 1.4%,0 own 0%,7.0,$915.00,"0x2E9...88 ($8,034)",🟢 33%,92% out of 13,-31.5523
25172,3.3,(96) 91 - $10.8k,(30) 15 - $6.7k,0/5.9,24 out of 85,0xC3F...49  (8),"$3,921.00",16 mins,3 mins,40 mins ago,Mexc,78 (26.2 ETH),0 own 0%,36 own 28.8%,1 own 1.4%,0 own 0%,1.0,$366.00,"0x486...36 ($4,368)",🟢 33%,96% out of 122,118.7153
146335,21.5,,(88) 76 - $47.3k,0/0,13 out of 20,RENOUNCED (113),$13.00,374 days 19 hrs,374 days 19 hrs,374 days ago,Binance,242 (469.3 ETH),0 own 0%,0 own 0%,8 own 1.9%,2 own 2.3%,1.0,$549.00,"0x266...Af ($18,055)",🟢🟢 50%,93% out of 118,109.7949
134496,6.5,,(121) 85 - $60.6k,3/3,1.1k out of 1.4k,RENOUNCED (26),$9.00,6 days 5 hrs,6 days 4 hrs,6 days ago,Kucoin,152 (91.7 ETH),0 own 0%,1 own 0.4%,7 own 38.6%,1 own 0.6%,5.0,$91.00,"0xdE9...0F ($5,134)",🟢 11%,93% out of 28,-39.6615
179787,12.0,,(78) 44 - $29.7k,3/3.9,99 out of 137,0x765...E2  (21),"$14,677.00",59 mins,20 mins,1 days ago,0xacB...84,205 (74.5 ETH),0 own 0%,20 own 12.7%,9 own 5.5%,0 own 0%,43.0,$91.00,"1505.eth ($3,029)",🟢 22%,75% out of 12,-34.8856
25192,3.6,(110) 96 - $11.4k,(56) 39 - $6.7k,1/1,0 out of 0 Unique,RENOUNCED (20),$281.00,57 mins,36 mins,1 days ago,FixedFloat,71 (166.2 ETH),0 own 0%,3 own 4.1%,4 own 7%,2 own 2.8%,5.0,$219.00,"0xA27...50 ($12,015)",🟢 33%,92% out of 77,-30.7442
22103,2.5,(558) 366 - $143.3k,(369) 211 - $138.9k,2/1.9,3 out of 5,RENOUNCED (18),$642.00,2 hrs 23 mins,2 hrs 15 mins,3 hrs ago,Coinbase,171 (75.2 ETH),1 own 0.2%,5 own 5.1%,2 own 0.3%,0 own 0%,3.0,$91.00,"0x342...a3 ($4,142)",🟢 15%,100% out of 15,100.9849
371261,15.1,,(1767) 725 - $857.8k,1/1.4,1 out of 1,RENOUNCED (19),$266.00,1 days 0 hrs,1 days 0 hrs,1 days ago,Binance,522 (97.3 ETH),11 own 9.2%,0 own 0%,13 own 7.8%,1 own 1.2%,4.0,$770.00,"$eth.eth ($14,522)",🟢 33%,91% out of 22,-40.7965
35270,4.3,(55) 55 - $6k,(0) 0 - $0,23/81.1,1 out of 4,0xc2e...23  (6),$604.00,9 mins,3 mins,2 hrs ago,0x2Ab...6A,58 (154.1 ETH),0 own 0%,20 own 27.4%,0 own 0%,2 own 1.7%,1.0,$183.00,"0x776...A5 ($16,418)",🟢 10%,81% out of 54,-66.4901
65356,5.5,(272) 190 - $60.8k,(131) 68 - $52.5k,0/0,219 out of 482,RENOUNCED (14),"$5,632.00",58 mins,46 mins,1 days ago,Binance,134 (159.0 ETH),1 own 0.7%,4 own 6.1%,4 own 2.9%,1 own 0.7%,6.0,$366.00,"0x092...a6 ($10,479)",🟢 24%,97% out of 58,130.2087
664061,18.2,,(2257) 642 - $765.4k,2/2.2,219 out of 482,RENOUNCED (22),"$35,055.00",4 hrs 15 mins,4 hrs 4 mins,4 hrs ago,Binance,657 (287.3 ETH),1 own 0.2%,6 own 0.8%,10 own 0.2%,2 own 1.8%,4.0,"$2,757.00","0xaa9...5c ($3,161)",🟢 23%,93% out of 72,104.6723
4199,1.4,(56) 52 - $5.7k,(46) 35 - $4.9k,0/0,1.2k out of 1.5k,RENOUNCED (15),"$2,470.00",1 hrs 20 mins,1 hrs 16 mins,3 hrs ago,FixedFloat,20 (17.5 ETH),0 own 0%,0 own 0%,0 own 0%,0 own 0%,1.0,$91.00,"0x486...36 ($4,200)",🟢 33%,96% out of 124,-31.8844
64977,6.2,(0) 0 - $0,(84) 44 - $22.9k,5/4.9,18 out of 30,RENOUNCED (16),$0.00,11 days 18 hrs,11 days 18 hrs,11 days ago,0x95A...CC,105 (335.9 ETH),0 own 0%,0 own 0%,3 own 3.7%,2 own 1.3%,1.0,$824.00,"0xA27...50 ($13,306)",🟢 34%,92% out of 76,124.4001
11819,2.5,(59) 58 - $6.4k,(0) 0 - $0,11/41.2,1 out of 4,0xc2e...23  (8),"$3,763.00",12 mins,6 mins,2 hrs ago,0x2Ab...6A,62 (164.8 ETH),0 own 0%,20 own 26.8%,0 own 0%,2 own 1.7%,2.0,$109.00,"0x030...9E ($19,539)",🟢🟢 50%,61% out of 123,-30.8781
24976,3.6,(123) 108 - $13.5k,(66) 47 - $8.8k,1/1,0 out of 0 Unique,RENOUNCED (20),$281.00,1 hrs 6 mins,44 mins,1 days ago,FixedFloat,77 (177.7 ETH),0 own 0%,3 own 4.1%,4 own 7%,2 own 2.8%,5.0,$366.00,"0x3F1...6F ($3,788)",🟢 20%,83% out of 24,140.0398
169414,19.0,,(1613) 803 - $1.9M,0/0,1.2k out of 1.4k,UNKNOWN (8),$208.00,13 hrs 15 mins,13 hrs 13 mins,3 days ago,FixedFloat,370 (909.7 ETH),1 own 0.7%,0 own 0%,7 own 2.8%,3 own 4.5%,,"$1,780.00","0x3E1...03 ($4,678)",🟢 27%,100% out of 34,-31.0165
13990,2.6,(92) 82 - $5.8k,(4) 3 - $2.8k,20/34.5,0 out of 0 Unique,0x16A...56  (8),$748.00,35 mins,23 mins,4 hrs ago,SideShift,83 (39.2 ETH),0 own 0%,5 own 1.5%,9 own 6.7%,0 own 0%,,$183.00,"0x886...2D ($3,599)",🟢🟢 48%,100% out of 3,119.4588
150732,11.0,,(207) 126 - $71.9k,1/2.1,98 out of 137,RENOUNCED (24),"$16,719.00",1 hrs 29 mins,50 mins,1 days ago,0xacB...84,217 (319.1 ETH),0 own 0%,17 own 10.2%,8 own 5.4%,1 own 1%,43.0,$183.00,"daumenfrosch.eth ($3,676)",🟢 21%,78% out of 23,-30.0889
16575,2.9,(628) 341 - $145.5k,(460) 249 - $142.1k,0/0,220 out of 484,RENOUNCED (16),"$1,109.00",18 hrs 54 mins,18 hrs 24 mins,19 hrs ago,Binance,122 (20.6 ETH),0 own 0%,1 own 1.2%,4 own 4%,0 own 0%,4.0,$274.00,"0x71b...1b ($7,092)",🟢 27%,100% out of 38,-31.8955
51631,5.1,(116) 104 - $11k,(8) 7 - $3.5k,10/59.1,0 out of 0 Unique,0x16A...56  (9),$747.00,48 mins,35 mins,4 hrs ago,SideShift,103 (106.5 ETH),0 own 0%,5 own 1.5%,9 own 6.7%,1 own 1.8%,,$366.00,"0x745...A2 ($3,291)",🟢 18%,100% out of 7,-45.9701
52120,5.5,(124) 108 - $19.8k,(51) 35 - $12.2k,1/2.9,3 out of 6,0xCfA...E6  (5),$850.00,31 mins,18 mins,33 mins ago,0x95A...CC,83 (84.6 ETH),0 own 0%,2 own 4.3%,2 own 3.3%,1 own 2.5%,,$916.00,"0xD1f...48 ($3,583)",🟢 29%,100% out of 80,-33.5865
53274,9.3,(260) 227 - $38.1k,(182) 87 - $28.8k,1/2.5,1.2k out of 2k,RENOUNCED (10),"$10,848.00",33 mins,24 mins,51 mins ago,0x43b...5a,146 (79.0 ETH),0 own 0%,13 own 9.4%,8 own 6.8%,1 own 1%,3.0,$91.00,"0xc13...2f ($3,379)",🟢 16%,100% out of 7,-30.7402
10887,2.3,(53) 49 - $6.7k,(48) 40 - $7.6k,0/0,117 out of 199,RENOUNCED (11),"$5,549.00",3 days 21 hrs,3 days 21 hrs,4 days ago,Mexc,125 (135.3 ETH),1 own 0.6%,1 own 0.2%,9 own 2.8%,2 own 1%,1.0,$91.00,"0x7D1...F2 ($4,243)",🟢 23%,100% out of 9,-30.314
113836,7.1,,(491) 317 - $322k,2/2,10 out of 20,RENOUNCED (27),$527.00,4 hrs 44 mins,4 hrs 38 mins,5 hrs ago,Binance,299 (110.0 ETH),1 own 0.2%,0 own 0%,7 own 2.3%,0 own 0%,7.0,$916.00,"0xb7B...D9 ($11,293)",🟢 30%,80% out of 25,104.5199
34075,7.4,(293) 252 - $41.2k,(232) 108 - $35.3k,1/2.2,1.2k out of 2k,RENOUNCED (11),"$11,952.00",45 mins,36 mins,1 hrs ago,0x43b...5a,147 (74.6 ETH),0 own 0%,11 own 8.4%,8 own 6.8%,1 own 1%,3.0,$91.00,"cuddy.eth ($3,064)",🟢 10%,92% out of 12,-31.5098
323877,11.9,,(509) 326 - $328.7k,2/2,10 out of 20,RENOUNCED (28),$525.00,4 hrs 54 mins,4 hrs 48 mins,6 hrs ago,Binance,312 (111.7 ETH),1 own 0.2%,0 own 0%,7 own 2.8%,0 own 0%,8.0,$366.00,"0x3F1...6F ($3,412)",🟢 20%,84% out of 25,-34.3908
415725,59.8,,(247) 198 - $147.8k,0/0,1.2k out of 1.4k,UNKNOWN (11),$347.00,12 days 14 hrs,4 days 8 hrs,12 days ago,0x53c...73,276 (172.2 ETH),1 own 0.2%,0 own 0%,12 own 6.8%,1 own 0.2%,3.0,"$3,663.00","0x4eA...7b ($21,816)",🟢 13%,96% out of 26,-30.3705
61749,5.5,(109) 92 - $27.3k,(63) 44 - $19k,0/0,1.2k out of 1.5k,RENOUNCED (15),"$2,471.00",2 hrs 10 mins,2 hrs 6 mins,3 hrs ago,FixedFloat,57 (266.1 ETH),0 own 0%,0 own 0%,2 own 0.8%,2 own 5%,1.0,"$1,096.00","0x068...68 ($4,947)",🟢 13%,100% out of 13,-30.3718
337038,13.1,,(2569) 728 - $834.6k,2/2.1,220 out of 485,RENOUNCED (23),"$34,079.00",6 hrs 0 mins,5 hrs 49 mins,6 hrs ago,Binance,625 (282.4 ETH),1 own 0.2%,4 own 0.6%,11 own 0.3%,2 own 1.8%,4.0,"$1,374.00","0x08d...bD ($3,820)",🟢 27%,86% out of 14,142.9759
4761,1.5,(67) 45 - $916.8,(0) 0 - $0,20/40.8,67 out of 72,0x646...f5  (6),$117.00,23 mins,3 mins,4 days ago,0xf2c...dc,53 (40.2 ETH),0 own 0%,1 own 0.4%,0 own 0%,0 own 0%,,$86.00,"💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩.eth ($19,186)",🟢 32%,57% out of 443,-31.74
229671,10.5,,(277) 149 - $179.3k,0/0,220 out of 485,RENOUNCED (16),"$4,529.00",1 hrs 41 mins,1 hrs 29 mins,1 days ago,Binance,190 (280.1 ETH),1 own 0.7%,1 own 1.6%,5 own 3.1%,3 own 3.2%,6.0,$305.00,"0x5F4...3e ($3,620)",🟢 9%,100% out of 18,-32.4374
22406,3.4,(261) 177 - $37.7k,(162) 111 - $33.4k,1/2.4,4 out of 8,RENOUNCED (19),$105.00,2 hrs 53 mins,2 hrs 34 mins,4 hrs ago,SideShift,88 (25.0 ETH),0 own 0%,4 own 1.2%,1 own 9.5%,0 own 0%,1.0,$183.00,"0xF7F...d1 ($18,296)",🟢🟢 45%,92% out of 38,100.865
185741,9.7,,(124) 81 - $62.4k,0/0,1.2k out of 1.5k,RENOUNCED (15),"$2,471.00",2 hrs 38 mins,2 hrs 34 mins,4 hrs ago,FixedFloat,111 (540.3 ETH),0 own 0%,0 own 0%,2 own 0.8%,3 own 5.8%,1.0,$458.00,"0x302...41 ($8,665)",🟢 13%,91% out of 33,-38.3066
14936,2.7,(229) 154 - $80.5k,(147) 96 - $77.3k,0/0,203 out of 363,RENOUNCED (48),$883.00,7 hrs 6 mins,7 hrs 3 mins,31 days ago,Mexc,64 (24.0 ETH),0 own 0%,0 own 0%,1 own 0.9%,0 own 0%,1.0,$183.00,"0xAd8...56 ($3,334)",🟢 19%,96% out of 26,112.3415
6747,1.8,(27) 27 - $2.2k,(6) 3 - $636.3,24/29.5,107 out of 206,0x5c2...62  (3),$684.00,5 mins,2 mins,48 mins ago,Binance,26 (13.6 ETH),0 own 0%,18 own 23.2%,0 own 0%,0 own 0%,,$18.00,"0x796...20 ($3,946)",🟢 20%,60% out of 89,-41.6077
222865,10.6,,(135) 88 - $66.2k,0/0,1.2k out of 1.5k,RENOUNCED (16),"$2,468.00",2 hrs 41 mins,2 hrs 36 mins,4 hrs ago,FixedFloat,118 (548.4 ETH),0 own 0%,0 own 0%,3 own 2.3%,3 own 5.8%,2.0,$183.00,"0xc36...7B ($3,304)",🟢 32%,100% out of 27,-40.7808
24537,3.3,(117) 105 - $13.3k,(54) 23 - $9.2k,0/5.8,1.2k out of 2k,RENOUNCED (8),"$3,991.00",25 mins,15 mins,34 mins ago,Binance,88 (262.8 ETH),0 own 0%,6 own 6.6%,1 own 0.1%,2 own 2.9%,1.0,$183.00,"0x068...68 ($5,237)",🟢 15%,100% out of 14,103.0397
8923,2.4,(917) 540 - $296k,(744) 392 - $295.4k,0/0,1.2k out of 2k,RENOUNCED (12),"$13,156.00",7 hrs 5 mins,6 hrs 52 mins,7 hrs ago,FixedFloat,166 (264.3 ETH),1 own 0.3%,1 own 0.7%,5 own 3.1%,2 own 1%,3.0,$128.00,"0xe5B...dD ($3,028)",🟢🟢 52%,70% out of 20,-30.1696
9452,3.2,(14) 14 - $1.1k,(0) 0 - $0,20/31.4,3 out of 3,0xecd...62  (4),$832.00,10 mins,0 mins,2 hrs ago,Kucoin,15 (9.4 ETH),0 own 0%,14 own 18.1%,0 own 0%,0 own 0%,,$296.00,"0x211...2E ($3,559)",🟢 39%,76% out of 170,-31.914
140951,8.5,,(200) 110 - $124.4k,0/0,1.2k out of 1.5k,RENOUNCED (19),"$2,460.00",2 hrs 51 mins,2 hrs 47 mins,4 hrs ago,FixedFloat,155 (564.4 ETH),0 own 0%,0 own 0%,7 own 9%,3 own 4.9%,5.0,$458.00,"0x302...41 ($8,200)",🟢 13%,91% out of 34,-30.4362
23705,3.7,(276) 214 - $55.6k,(183) 121 - $50.7k,0.5/0.9,3 out of 6,0xCfA...E6  (10),$521.00,1 hrs 43 mins,1 hrs 30 mins,1 hrs ago,0x95A...CC,108 (146.0 ETH),0 own 0%,2 own 1.6%,4 own 5.3%,2 own 3.4%,,$183.00,"0x3DA...3d ($4,540)",🟢 31%,93% out of 72,-36.1084
33671,3.9,(197) 165 - $30.5k,(109) 59 - $25.2k,0/0,1.2k out of 2k,RENOUNCED (9),"$5,209.00",42 mins,32 mins,51 mins ago,Binance,122 (271.1 ETH),0 own 0%,4 own 4.3%,5 own 1.3%,2 own 2.3%,1.0,$91.00,"0x6d1...4B ($3,092)",🟢 16%,85% out of 162,-30.6108
73636,1.3,(7) 7 - $914.5,(1) 1 - $30.7,0/0,312 out of 420,RENOUNCED (36),"$28,731.00",40 days 12 hrs,34 days 19 hrs,40 days ago,Gate.io,149 (854.5 ETH),0 own 0%,0 own 0%,7 own 59.1%,5 own 5.7%,46.0,$0.00,"0xAE1...Be ($3,969)",🟢 9%,100% out of 3,180.8458
13812,2.0,(629) 396 - $153.5k,(434) 248 - $150k,2/1.9,3 out of 5,RENOUNCED (23),$161.00,3 hrs 23 mins,3 hrs 16 mins,4 hrs ago,Coinbase,160 (70.1 ETH),1 own 0.2%,4 own 3.6%,2 own 0.3%,0 own 0%,4.0,$183.00,"0x342...a3 ($3,951)",🟢 16%,100% out of 15,-31.4676
23304,3.4,(644) 345 - $148.9k,(473) 252 - $144.6k,0/0,220 out of 488,RENOUNCED (16),"$1,110.00",20 hrs 39 mins,20 hrs 9 mins,20 hrs ago,Binance,124 (20.7 ETH),0 own 0%,0 own 0%,4 own 4%,0 own 0%,4.0,$273.00,"0x71b...1b ($7,147)",🟢 27%,100% out of 38,-34.7958
19426,5.6,(330) 272 - $46.8k,(315) 159 - $44.2k,1/1,1.2k out of 2k,RENOUNCED (11),"$13,756.00",1 hrs 26 mins,1 hrs 17 mins,1 hrs ago,0x43b...5a,117 (33.2 ETH),0 own 0%,7 own 6.7%,6 own 4.9%,0 own 0%,3.0,$458.00,"0xb7B...D9 ($6,217)",🟢 30%,81% out of 26,-31.8933
156578,8.9,,(2759) 773 - $888.8k,2/2.3,220 out of 488,RENOUNCED (23),"$36,217.00",6 hrs 59 mins,6 hrs 48 mins,7 hrs ago,Binance,609 (239.9 ETH),1 own 0.2%,3 own 0.6%,12 own 0.5%,2 own 1.8%,4.0,"$1,467.00","0x13b...04 ($8,968)",🟢 23%,90% out of 10,-30.4776
43198,4.7,(332) 232 - $50.5k,(193) 132 - $43.7k,1/1,4 out of 8,RENOUNCED (19),$129.00,5 hrs 1 mins,4 hrs 42 mins,6 hrs ago,SideShift,122 (119.5 ETH),0 own 0%,4 own 1.2%,3 own 9.8%,1 own 2.9%,1.0,$275.00,"0xF7F...d1 ($18,125)",🟢🟢 45%,92% out of 39,104.2179
163891,9.7,,(420) 257 - $134.5k,1/1,18 out of 37,RENOUNCED (16),"$1,694.00",1 days 0 hrs,1 days 0 hrs,1 days ago,Binance,266 (259.8 ETH),0 own 0%,0 own 0%,3 own 4.6%,1 own 0.5%,,$641.00,"0x3e8...86 ($6,180)",🟢 18%,100% out of 8,111.438
61901,5.6,(695) 376 - $285k,(445) 221 - $276.6k,0/0,220 out of 488,RENOUNCED (16),"$4,536.00",3 hrs 12 mins,3 hrs 0 mins,1 days ago,Binance,191 (284.8 ETH),1 own 0.7%,2 own 2.5%,3 own 1.3%,3 own 3.2%,6.0,$770.00,"0xba9...e4 ($7,920)",🟢 20%,100% out of 20,-31.4123
191189,9.9,,(2805) 788 - $893.9k,2/2.1,220 out of 488,RENOUNCED (23),"$36,482.00",7 hrs 21 mins,7 hrs 10 mins,7 hrs ago,Binance,601 (234.2 ETH),1 own 0.2%,2 own 0.5%,12 own 0.5%,2 own 1.8%,4.0,"$4,899.00","0x230...6A ($5,007)",🟢 31%,100% out of 33,-37.1057
124717,12.5,,(555) 279 - $389k,0/0,1.2k out of 1.4k,UNKNOWN (5),$0.00,1 days 0 hrs,1 days 0 hrs,1 days ago,Binance,221 (300.4 ETH),1 own 0.8%,1 own 2%,5 own 4.2%,4 own 7.8%,,$549.00,"0xf62...3c ($4,569)",🟢🟢 46%,92% out of 12,-30.2792
305740,12.6,,(263) 134 - $173.8k,0/0,1.2k out of 1.5k,RENOUNCED (22),"$1,939.00",3 hrs 10 mins,3 hrs 6 mins,4 hrs ago,FixedFloat,182 (356.3 ETH),1 own 0.3%,0 own 0%,9 own 10.1%,2 own 4.4%,7.0,$366.00,"0x302...41 ($8,224)",🟢 13%,91% out of 34,129.5432
56627,7.5,(0) 0 - $0,(104) 68 - $6k,1.3/1.3,17 out of 27,RENOUNCED (9),$795.00,4 hrs 41 mins,3 hrs 47 mins,4 hrs ago,0xBff...48,58 (21.3 ETH),0 own 0%,0 own 0%,4 own 19%,0 own 0%,1.0,$183.00,"cuddy.eth ($3,070)",🟢 17%,87% out of 15,107.6885
240256,14.0,,(237) 147 - $81.5k,1/1,98 out of 137,RENOUNCED (24),"$17,057.00",1 hrs 44 mins,1 hrs 5 mins,1 days ago,0xacB...84,234 (363.6 ETH),0 own 0%,16 own 10%,7 own 5.2%,2 own 2%,43.0,$732.00,"$eth.eth ($11,200)",🟢 24%,91% out of 22,105.0784
95628,7.2,(1477) 726 - $543.4k,(1164) 577 - $531.9k,0/0,24 out of 86,RENOUNCED (14),"$4,783.00",21 hrs 20 mins,20 hrs 49 mins,21 hrs ago,Binance,198 (290.5 ETH),1 own 0.6%,0 own 0%,4 own 2.2%,2 own 1.4%,2.0,$550.00,"0x068...68 ($5,266)",🟢 16%,100% out of 15,-30.7436
271856,9.3,,(106) 71 - $54.1k,3/3,1.2k out of 1.5k,RENOUNCED (26),$9.00,6 days 7 hrs,6 days 6 hrs,6 days ago,Kucoin,150 (93.9 ETH),0 own 0%,1 own 0.4%,7 own 39%,1 own 0.6%,5.0,"$1,154.00","princessluna.eth ($71,702)",🟢 16%,69% out of 13,142.5035
13903,2.4,(85) 85 - $7.8k,(30) 15 - $5.2k,0/7.8,24 out of 87,RENOUNCED (9),"$3,507.00",20 mins,6 mins,24 mins ago,Mexc,73 (21.1 ETH),0 own 0%,26 own 21.8%,2 own 1.3%,0 own 0%,1.0,$183.00,"0x101...50 ($4,820)",🟢 18%,100% out of 7,-31.9954
